covariate,HR,HR_lo,HR_hi,beta,se_robust,p
c2,13.597427896836106,2.547406745643481,72.57971100447608,2.609880649622935,0.8545079315809923,0.0022562415229761532
c3,12.28403247075136,2.3089438902869834,65.35345201641881,2.508300245912054,0.8528269036871795,0.0032698574930516973
c4,1.086113627418905,0.20074599830146198,5.876295525919138,0.08260584533765622,0.8614039435163202,0.9236025696164257
c2_x_t,0.9054496360952805,0.5602006246480106,1.463473990269474,-0.0993236231996866,0.24497219423401403,0.6851478231995604
c3_x_t,0.7295318052751495,0.4556762494470231,1.167971022307789,-0.3153523132374807,0.24011685489118972,0.1890722728598496
c4_x_t,1.3166555011939436,0.8194027073499659,2.115665097606108,0.27509481010309894,0.24198119131526508,0.25560360148630135
