class,OR_vs_ref,CI_lo,CI_hi,n_valid_boot
2,14.476781547281963,4.843559623555994,149.13450959401538,1863
3,2.2611736935639746,0.3794998554883765,23.60029108114491,1849
4,11.971577895021191,4.194796622654327,121.42706262814933,1863
