target_class,BCH_mean,SE,CI_lo,CI_hi,class_label
1,2.7341939341162544,0.027403844727405695,2.6784097776792595,2.7879554852302615,Stable-Low
2,2.3193365627867912,0.041735738421378565,2.2378552482914196,2.4026799065022173,Persistent-High
3,2.529783178661523,0.02545794981616313,2.48113341391357,2.578441271808562,Decreasing
4,2.485686927942558,0.022492837918206693,2.4426340173171543,2.531443095597557,Late-Increasing
