c2_x_t,c3_x_t,c4_x_t
0.03476592721408161,-0.1959831240985846,0.3857039444181542
-0.05465481427190276,-0.1976828494751918,0.31803969337362
-0.049962017084121464,-0.3431702549517298,0.3057702225685911
-0.15613077648615528,-0.25512508145514873,0.2272332633912069
-0.025394146707424278,-0.17476976902607702,0.3563166774152661
-0.08671275024206722,-0.24832017427362799,0.37649788898267955
0.050770478558180746,-0.20525302851257246,0.37493622096974744
-0.154645043134648,-0.40015884119165424,0.18440741010555645
-0.07749666257893226,-0.3110228076908008,0.2628175560372742
-0.031059197881618702,-0.2939728271256543,0.22308554714631218
-0.0766215105302172,-0.294241709162314,0.3101312640972587
0.07780193671667164,-0.165427481417557,0.4054742665520245
-0.07254071788467217,-0.3102068626755122,0.3353241026807154
-0.1042399633660802,-0.3563122786990651,0.3301072307552785
0.014973717648232698,-0.26184357927140556,0.35068102276646096
-0.17112923034541935,-0.34741688298850554,0.2424066003236439
-0.09457840686375799,-0.1851406907588615,0.22861442200512677
-0.13327924588062906,-0.324248694232643,0.3138855745951535
-0.07092392225134182,-0.3138473818848826,0.25159140201269264
-0.05229725543714274,-0.23728327012401454,0.36401380427603064
-0.08866511581979657,-0.27963428234773846,0.26070855404336785
-0.04645632149517097,-0.3660123317146285,0.29808961672833784
0.058438152263214,-0.19147302915750888,0.3615750648048647
-0.0991973836569747,-0.3634020290129506,0.2760759306512
-0.1544072736513706,-0.37722962402103966,0.2520564044385688
-0.22983062511588762,-0.4511788201642879,0.14030294913119554
0.03621668722470861,-0.230652412497395,0.3778622345319813
-0.3177498777920569,-0.4894647593821061,0.1682098226735517
-0.019534850971380656,-0.2240485891471685,0.32874576447233944
-0.05889205831777367,-0.262988558419033,0.284936786868271
-0.0537973570054524,-0.19598696227427737,0.3617666873356861
-0.15762414279561704,-0.40290230702265784,0.2205646351173315
-0.11899424970426624,-0.27395349195067514,0.3004273744724455
-0.1037328539496312,-0.45515308262235665,0.24447056849721907
-0.08757906210276126,-0.30324113151481985,0.33423866797354296
0.09313012302005774,-0.20719980816940714,0.37476660108082427
-0.0026886707505392473,-0.2564922562170988,0.28753833494500375
-0.007817979044963503,-0.23746094909149632,0.37142120623824276
-0.09682679825059788,-0.34587795057915166,0.17479802411233888
0.09135579721930233,-0.24946765808693674,0.3296198369604199
-0.028553096505134358,-0.21506713191512086,0.3243914749096548
-0.10085650384410691,-0.3613539149110577,0.20076033247981745
-0.07603389423625691,-0.2921872147934471,0.2624275795835125
-0.0880139317500223,-0.3256173514356249,0.2710892220398128
-0.08273214919051482,-0.2914455745996027,0.36558565223253847
-0.07906202402479087,-0.30713478164106794,0.21207132848443927
0.03229793308247926,-0.19261971057279278,0.364480163772521
-0.1094344008834361,-0.29814327760262327,0.23173204953367985
-0.09200681368945425,-0.3590178097788631,0.2764101259103216
-0.06822194632177406,-0.39147586921271366,0.2738419843069268
-0.17181696242695957,-0.33505160671687145,0.22312652364369184
-0.06934733384107558,-0.2874114047549581,0.3090862551004265
-0.028525370087384372,-0.2256650222614232,0.32090483248985296
-0.10499498104199093,-0.19250206619142743,0.3620031884874835
-0.015179510346758632,-0.26473293969321626,0.32187662489772745
-0.021516200887176807,-0.2880061486922606,0.31706926678973146
-0.14299158826992325,-0.38793761601494564,0.24684278537169524
0.007787893828411954,-0.25469594622006747,0.3181093452279018
-0.16963770661438965,-0.32395022223208664,0.3300082402362859
-0.10879817905540495,-0.3411749450782849,0.2784393884273199
-0.15182007529817418,-0.34162639629939484,0.2844598080123819
-0.042585453132088266,-0.26784828697777424,0.33763785239608934
-0.19714302370571304,-0.3738922581691219,0.23620856912405652
-0.046609861296514836,-0.19966995487778752,0.30039505788515314
-0.12609752064728014,-0.32624050807025595,0.29087117795639406
0.13440543578950648,-0.2543179995231949,0.35721390365644584
-0.16892975256275122,-0.34416595587252047,0.20181993693734054
-0.08855239128459606,-0.36640259556791965,0.2687208584332363
-0.1630044291444849,-0.38582231309740767,0.14630261899486294
-0.1458838391525133,-0.32535232404131326,0.24371136111623515
-0.08671797392896305,-0.3737293147756464,0.254624679492637
-0.14853863257412647,-0.362920096882788,0.23966976052751857
-0.07255290260938338,-0.3088508895815499,0.2514847389898731
-0.13169507187290236,-0.32500061978544065,0.23355594171274122
