class,proportion,beta_intercept,beta_linear,beta_quadratic,mean_w1,mean_w2,mean_w3,mean_w4,mean_w5,mean_w6,mean_w7
1,0.2535894661167586,1.3257277096751208,-0.016187600287778416,0.009284190481539303,1.4578482248723097,1.3952396721768348,1.3511995004444384,1.3257277096751208,1.3188242998688817,1.330489271025721,1.3607226231456393
2,0.10518747270997277,2.613403917221651,-0.0430345311355131,-0.03933376139911531,2.3885036580361523,2.5421379338962162,2.6171046869580485,2.613403917221651,2.5310356246870227,2.3699998093541637,2.130296471223074
3,0.29288233233653294,1.932169000256986,-0.09980116373436956,0.005398335368059145,2.2801575097726268,2.1533646691979618,2.0373684993594146,1.932169000256986,1.8377661718906755,1.7541600142604836,1.6813505273664096
4,0.3483407288367359,1.8642027958427116,0.0725350691781364,-0.01722632318437882,1.491560679648893,1.6502273647489236,1.7744414034801965,1.8642027958427116,1.9195115418364692,1.940367641461469,1.9267710947177115
