class,OR_vs_ref,CI_lo,CI_hi
1,30.748672814753135,6.405476388699479,418.21221749417805
3,4.1567989216286545,0.259347095341677,62.61458109983657
4,31.831196439294597,6.449325649508578,426.17133850956174
