var,label,dtype,n_unique,n_missing
ID,,float64,2590,0
HID,,float64,2579,0
PID,,float64,2,0
SCLIDw7,,float64,318,517
WEIGHTA1w7,,float64,240,517
WEIGHTA2w7,,float64,240,517
WEIGHTB1w7,,float64,1815,775
WEIGHTB2w7,,float64,1815,775
SURVEY1w7,,float64,2,0
SURVEY2w7,,float64,2,0
COHORTw7,,float64,1,0
ARA1Aw7,,float64,17,997
ARA2Aw7,,float64,3,997
ARA1Bw7,,float64,17,517
SCLTYPw7,,float64,6,2550
YTWINw7,,float64,3,517
YBRT1Aw7,,float64,3,517
YBRT1Bw7,,float64,12,517
YGENDERw7,,float64,2,517
YTIM1A01w7,,float64,11,517
YTIM1A02w7,,float64,6,517
YTIM1B01w7,,float64,9,517
YTIM1B02w7,,float64,6,517
YTIM1C01w7,,float64,4,517
YTIM1A03w7,,float64,11,517
YTIM1A04w7,,float64,6,517
YTIM1B03w7,,float64,10,517
YTIM1B04w7,,float64,6,517
YTIM1C02w7,,float64,4,517
YTIM1D01w7,,float64,7,517
YTIM1D02w7,,float64,7,517
YTIM1E01w7,,float64,7,517
YTIM1E02w7,,float64,7,517
YTIM1F01w7,,float64,7,517
YTIM1F02w7,,float64,7,517
YTIM1G01w7,,float64,7,517
YTIM1G02w7,,float64,7,517
YTIM1H01w7,,float64,7,517
YTIM1H02w7,,float64,7,517
YTIM1I01w7,,float64,7,517
YTIM1I02w7,,float64,7,517
YTIM1J01w7,,float64,7,517
YTIM1J02w7,,float64,7,517
YTIM1K01w7,,float64,7,517
YTIM1K02w7,,float64,7,517
YTIM1L01w7,,float64,7,517
YTIM1L02w7,,float64,7,517
YTIM1M01w7,,float64,7,517
YTIM1M02w7,,float64,7,517
YTIM1N01w7,,float64,7,517
YTIM1N02w7,,float64,7,517
YINT2A01w7,,float64,4,983
YINT2A02w7,,float64,4,983
YINT2A03w7,,float64,4,983
YINT2A04w7,,float64,4,983
YINT2A05w7,,float64,4,983
YINT2A06w7,,float64,4,983
YINT2A07w7,,float64,4,983
YINT2A08w7,,float64,4,983
YINT2A09w7,,float64,4,983
YINT2A10w7,,float64,4,983
YINT2A11w7,,float64,4,983
YINT2A12w7,,float64,4,983
YINT2A13w7,,float64,4,983
YINT2A14w7,,float64,4,983
YINT2A15w7,,float64,4,983
YINT2A16w7,,float64,4,983
YINT2B01w7,,float64,4,983
YINT2B02w7,,float64,4,983
YINT2B03w7,,float64,4,983
YINT2B04w7,,float64,4,983
YINT2B05w7,,float64,4,983
YINT2B06w7,,float64,4,983
YINT2B07w7,,float64,4,983
YINT2B08w7,,float64,4,983
YINT2B09w7,,float64,4,983
YINT2B10w7,,float64,4,983
YINT2B11w7,,float64,4,983
YINT2B12w7,,float64,4,983
YINT2B13w7,,float64,4,983
YINT2B14w7,,float64,4,983
YINT2B15w7,,float64,4,983
YINT2B16w7,,float64,4,983
YFUR1A00w7,,object,5,517
YFUR1B00w7,,object,3,517
YFUR2A01w7,,float64,5,517
YFUR2A02w7,,float64,5,517
YFUR2A03w7,,float64,5,517
YFUR2A04w7,,float64,5,517
YFUR2A05w7,,float64,5,517
YFUR2A06w7,,float64,5,517
YFUR2A07w7,,float64,5,517
YFUR2A08w7,,float64,3,517
YFUR2A08_Tw7,,object,4,0
YFUR3A01w7,,float64,4,517
YFUR3A02w7,,float64,4,517
YFUR3A03w7,,float64,4,517
YFUR3B01w7,,float64,4,517
YFUR3B02w7,,float64,4,517
YFUR3B03w7,,float64,4,517
YFUR3B04w7,,float64,4,517
YFUR3B05w7,,float64,4,517
YFUR3C01w7,,float64,4,517
YFUR3C02w7,,float64,4,517
YFUR3C03w7,,float64,4,517
YFUR3C04w7,,float64,4,517
YFUR3C05w7,,float64,4,517
YMDA1A00w7,,float64,3,517
YMDA1B01w7,,float64,4,519
YMDA1B02w7,,float64,4,519
YMDA1B03w7,,float64,4,519
YMDA1B04w7,,float64,4,519
YMDA1B05w7,,float64,4,519
YMDA1B06w7,,float64,4,519
YMDA1B07w7,,float64,4,519
YMDA1B08w7,,float64,4,519
YMDA1B09w7,,float64,4,519
YMDA1B10w7,,float64,4,519
YMDA1B11w7,,float64,4,519
YMDA1B12w7,,float64,4,519
YMDA1B13w7,,float64,5,519
YMDA1B13_Tw7,,object,8,0
YMDA1C01w7,,float64,4,519
YMDA1C02w7,,float64,4,519
YMDA1C03w7,,float64,4,519
YMDA1C04w7,,float64,4,519
YMDA1C05w7,,float64,4,519
YMDA1C06w7,,float64,4,519
YMDA1C07w7,,float64,4,519
YMDA1C08w7,,float64,4,519
YMDA1C09w7,,float64,4,519
YMDA1C10w7,,float64,4,519
YMDA1C11w7,,float64,4,519
YMDA1C12w7,,float64,4,519
YMDA1C13w7,,float64,4,519
YMDA1C14w7,,float64,4,519
YMDA1C15w7,,float64,4,519
YACT1A01w7,,float64,4,517
YACT1A02w7,,float64,4,517
YACT1A03w7,,float64,4,517
YACT1A04w7,,float64,4,517
YACT1A05w7,,float64,4,517
YACT1A06w7,,float64,4,517
YACT1A07w7,,float64,4,517
YACT1A08w7,,float64,4,517
YACT1A09w7,,float64,4,517
YACT1B01w7,,float64,4,1212
YACT1B02w7,,float64,4,2236
YACT1B03w7,,float64,4,2123
YACT1B04w7,,float64,4,2016
YACT1B05w7,,float64,4,2023
YACT1B06w7,,float64,4,2432
YACT1B07w7,,float64,4,2193
YACT1B08w7,,float64,4,2208
YACT1B09w7,,float64,4,2272
YACT2A01w7,,float64,4,517
YACT2A02w7,,float64,4,517
YACT2B01w7,,float64,4,1742
YACT2B02w7,,float64,4,2211
YACT3A00w7,,float64,2,517
YACT3B01w7,,float64,4,1960
YACT3B02w7,,float64,6,1960
