Unnamed: 0,한국아동·청소년패널조사 2018 중등용 코드북,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
,! 시트명 변경 시 하이퍼링크가 작동하지 않음,,,,,
,문항,,,변수명,값,값설명
,,,,,,
,-,,,ID,-,종단자료 연계를 위한 고유 ID
,,,,HID,-,가구 ID
,,,,PID,-,개인 ID
,,,,,4,매우 잘 알고 있다
,,사회재난,감염병 유행,YDIS3A07,1,전혀 모른다
,,,,,2,잘 모른다
,,,,,3,조금 알고 있다
,,,,,4,매우 잘 알고 있다
,,,"건축물 붕괴
(건물, 도로, 기반시설 등)",YDIS3A08,1,전혀 모른다
,,,,,2,잘 모른다
,,,,,3,조금 알고 있다
,,,,,4,매우 잘 알고 있다
,,,화재 및 폭발사고,YDIS3A09,1,전혀 모른다
,,,,,2,잘 모른다
,,,,,3,조금 알고 있다
,,,,,4,매우 잘 알고 있다
,,,"교통사고
(항공사고, 해상사고 포함)",YDIS3A10,1,전혀 모른다
,,,,,2,잘 모른다
,,,,,3,조금 알고 있다
,,,,,4,매우 잘 알고 있다
,,,"환경오염사고
(유해물질 유출 등)",YDIS3A11,1,전혀 모른다
,,,,,2,잘 모른다
,,,,,3,조금 알고 있다
,,,,,4,매우 잘 알고 있다
,,,미세먼지,YDIS3A12,1,전혀 모른다
,,,,,2,잘 모른다
,,,,,3,조금 알고 있다
,,,,,4,매우 잘 알고 있다
,"각각의 눈을 보고, 그 사람의 감정이나 생각을 가장 잘 묘사한 단어라고 생각되는 한 단어만을 선택해 주십시오.",,,YRME1A01,1,증오하는
,,,,,2,놀란
,,,,,3,친절한
,,,,,4,짜증난
,,,,YRME1A02,1,불친절한
,,,,,2,짜증난
,,,,,3,놀란
,,,,,4,슬픈
,,,,YRME1A03,1,우호적인
,,,,,2,슬픈
,,,,,3,놀란
,,,,,4,걱정하는
,,,,YRME1A04,1,편안한
,,,,,2,속상한
,,,,,3,놀란
,,,,,4,신난
,,,,YRME1A05,1,가여워하는
,,,,,2,요구하는
,,,,,3,농담하는
,,,,,4,편안한
,,,,YRME1A06,1,증오하는
,,,,,2,불친절한
,,,,,3,걱정하는
,,,,,4,지루한
,,,,YRME1A07,1,가여워하는
,,,,,2,지루한
,,,,,3,흥미있는
,,,,,4,농담하는
,,,,YRME1A08,1,회상하는
,,,,,2,행복한
,,,,,3,우호적인
,,,,,4,화난
,,,,YRME1A09,1,짜증난
,,,,,2,증오하는
,,,,,3,놀란
,,,,,4,무언가 생각하는
,,,,YRME1A10,1,친절한
,,,,,2,수줍은
,,,,,3,의심스러운
,,,,,4,슬픈
,,,,YRME1A11,1,으스대는
,,,,,2,희망하는
,,,,,3,화난
,,,,,4,역겨워하는
,,,,YRME1A12,1,혼란스러운
,,,,,2,농담하는
,,,,,3,슬픈
,,,,,4,진지한
,,,,YRME1A13,1,무언가 생각하는
,,,,,2,속상한
,,,,,3,신난
,,,,,4,행복한
,,,,YRME1A14,1,행복한
,,,,,2,무언가 생각하는
,,,,,3,신난
,,,,,4,친절한
,,,,YRME1A15,1,의심스러운
,,,,,2,우호적인
,,,,,3,놀고 싶은
,,,,,4,편안한
,,,,YRME1A16,1,단호한
,,,,,2,농담하는
,,,,,3,놀란
,,,,,4,지루한
,,,,YRME1A17,1,화난
,,,,,2,우호적인
,,,,,3,불친절한
,,,,,4,주저하는
,,,,YRME1A18,1,수심에 잠긴
,,,,,2,화난
,,,,,3,으스대는
,,,,,4,우호적인
,,,,YRME1A19,1,화난
,,,,,2,몽상하는
,,,,,3,슬픈
,,,,,4,흥미있는
,,,,YRME1A20,1,친절한
,,,,,2,놀란
,,,,,3,기쁘지 않은
,,,,,4,신난
,,,,YRME1A21,1,흥미있는
,,,,,2,농담하는
,,,,,3,편안한
,,,,,4,행복한
,,,,YRME1A22,1,장난기 있는
,,,,,2,친절한
,,,,,3,놀란
,,,,,4,무언가 생각하는
,,,,YRME1A23,1,놀란
,,,,,2,확신에 찬
,,,,,3,농담하는
,,,,,4,행복한
,,,,YRME1A24,1,진지한
,,,,,2,부끄러운
,,,,,3,혼란스러운
,,,,,4,놀란
,,,,YRME1A25,1,수줍은
,,,,,2,죄책감을 느끼는
,,,,,3,몽상하는
,,,,,4,걱정하는
,,,,YRME1A26,1,농담하는
,,,,,2,편안한
,,,,,3,불안한
,,,,,4,미안한
,,,,YRME1A27,1,부끄러운
,,,,,2,신난
,,,,,3,의심스러운
,,,,,4,기쁜
,,,,YRME1A28,1,혐오하는
,,,,,2,증오하는
,,,,,3,행복한
,,,,,4,지루한
,RMET(Reading the Mind in the Eyes Test) 점수,,,YRME1Asc,-,0~28 사이의 값
,"([문12]에서 ②, ③에 응답한 사람만 응답)
장래 원하는 직업을 가질 수 있을 것이라고 생각하십니까?",,,YFUR4A00,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,보통이다
,,,,,4,그런 편이다
,,,,,5,매우 그렇다
,,,,,6,잘 모르겠음
,직업을 선택할 때 다음의 요인들이 얼마나 중요하다고 생각하십니까?,안정적으로 오랫동안 일할 수 있다,,YFUR4B01,1,전혀 중요하지 않다
,,,,,2,별로 중요하지 않다
,,,,,3,중요한 편이다
,,,,,4,매우 중요하다
,,수입(임금)이 많다,,YFUR4B02,1,전혀 중요하지 않다
,,,,,2,별로 중요하지 않다
,,,,,3,중요한 편이다
,,,,,4,매우 중요하다
,,사회적 명예(위신)가 높다,,YFUR4B03,1,전혀 중요하지 않다
,,,,,2,별로 중요하지 않다
,,,,,3,중요한 편이다
,,,,,4,매우 중요하다
,,국가/사회에 기여할 수 있다,,YFUR4B04,1,전혀 중요하지 않다
,,,,,2,별로 중요하지 않다
,,,,,3,중요한 편이다
,,,,,4,매우 중요하다
,,자신의 소질과 적성을 살릴 수 있다,,YFUR4B05,1,전혀 중요하지 않다
,,,,,2,별로 중요하지 않다
,,,,,3,중요한 편이다
,,,,,4,매우 중요하다
,,일하는 환경이 쾌적하다,,YFUR4B06,1,전혀 중요하지 않다
,,,,,2,별로 중요하지 않다
,,,,,3,중요한 편이다
,,,,,4,매우 중요하다
,,시간적으로 여유가 있다,,YFUR4B07,1,전혀 중요하지 않다
,,,,,2,별로 중요하지 않다
,,,,,3,중요한 편이다
,,,,,4,매우 중요하다
,,가족과 함께 지내는 시간이 보장된다,,YFUR4B08,1,전혀 중요하지 않다
,,,,,2,별로 중요하지 않다
,,,,,3,중요한 편이다
,,,,,4,매우 중요하다
,,여러 사람들과 어울려 일할 수 있다,,YFUR4B09,1,전혀 중요하지 않다
,,,,,2,별로 중요하지 않다
,,,,,3,중요한 편이다
,,,,,4,매우 중요하다
,,직장 동료와의 경쟁이 심하지 않다,,YFUR4B10,1,전혀 중요하지 않다
,,,,,2,별로 중요하지 않다
,,,,,3,중요한 편이다
,,,,,4,매우 중요하다
,,자율적으로 일할 수 있다,,YFUR4B11,1,전혀 중요하지 않다
,,,,,2,별로 중요하지 않다
,,,,,3,중요한 편이다
,,,,,4,매우 중요하다
,,다양한 경험을 할 수 있다,,YFUR4B12,1,전혀 중요하지 않다
,,,,,2,별로 중요하지 않다
,,,,,3,중요한 편이다
,,,,,4,매우 중요하다
,지난 1년 동안 다음과 같은 진로와 관련된 활동에 참여한 경험이 있습니까? 참여한 적이 있다면 참여 경험이 진로 설정에 얼마나 도움이 되었는지 응답해 주십시오.,‘진로와 직업’ 수업,,YFUR4C01,1,(참여한 적) 없다
,,,,,2,전혀 도움이 되지 않았다
,,,,,3,별로 도움이 되지 않았다
,,,,,4,보통이다
,,,,,5,대체로 도움이 되었다
,,,,,6,매우 도움이 되었다
,,창의적 체험활동 중 진로 활동,,YFUR4C02,1,(참여한 적) 없다
,,,,,2,전혀 도움이 되지 않았다
,,,,,3,별로 도움이 되지 않았다
,,,,,4,보통이다
,,,,,5,대체로 도움이 되었다
,,,,,6,매우 도움이 되었다
,,진로 심리 검사 및 적성 검사,,YFUR4C03,1,(참여한 적) 없다
,,,,,2,전혀 도움이 되지 않았다
,,,,,3,별로 도움이 되지 않았다
,,,,,4,보통이다
,,,,,5,대체로 도움이 되었다
,,,,,6,매우 도움이 되었다
,,진로 관련 상담,,YFUR4C04,1,(참여한 적) 없다
,,,,,2,전혀 도움이 되지 않았다
,,,,,3,별로 도움이 되지 않았다
,,,,,4,보통이다
,,,,,5,대체로 도움이 되었다
,,,,,6,매우 도움이 되었다
,,진로 관련 동아리 활동,,YFUR4C05,1,(참여한 적) 없다
,,,,,2,전혀 도움이 되지 않았다
,,,,,3,별로 도움이 되지 않았다
,,,,,4,보통이다
,,,,,5,대체로 도움이 되었다
,,,,,6,매우 도움이 되었다
,,진로 관련 특강 및 강연,,YFUR4C06,1,(참여한 적) 없다
,,,,,2,전혀 도움이 되지 않았다
,,,,,3,별로 도움이 되지 않았다
,,,,,4,보통이다
,,,,,5,대체로 도움이 되었다
,,,,,6,매우 도움이 되었다
,,교육과정 및 진학 관련 설명회,,YFUR4C07,1,(참여한 적) 없다
,,,,,2,전혀 도움이 되지 않았다
,,,,,3,별로 도움이 되지 않았다
,,,,,4,보통이다
,,,,,5,대체로 도움이 되었다
,,,,,6,매우 도움이 되었다
,,학업 설계 워크숍,,YFUR4C08,1,(참여한 적) 없다
,,,,,2,전혀 도움이 되지 않았다
,,,,,3,별로 도움이 되지 않았다
,,,,,4,보통이다
,,,,,5,대체로 도움이 되었다
,,,,,6,매우 도움이 되었다
,,현장 견학,,YFUR4C09,1,(참여한 적) 없다
,,,,,2,전혀 도움이 되지 않았다
,,,,,3,별로 도움이 되지 않았다
,,,,,4,보통이다
,,,,,5,대체로 도움이 되었다
,,,,,6,매우 도움이 되었다
,,현장 직업 체험,,YFUR4C10,1,(참여한 적) 없다
,,,,,2,전혀 도움이 되지 않았다
,,,,,3,별로 도움이 되지 않았다
,,,,,4,보통이다
,,,,,5,대체로 도움이 되었다
,,,,,6,매우 도움이 되었다
,,직업 실무 체험,,YFUR4C11,1,(참여한 적) 없다
,,,,,2,전혀 도움이 되지 않았다
,,,,,3,별로 도움이 되지 않았다
,,,,,4,보통이다
,,,,,5,대체로 도움이 되었다
,,,,,6,매우 도움이 되었다
,,진로 캠프,,YFUR4C12,1,(참여한 적) 없다
,,,,,2,전혀 도움이 되지 않았다
,,,,,3,별로 도움이 되지 않았다
,,,,,4,보통이다
,,,,,5,대체로 도움이 되었다
,,,,,6,매우 도움이 되었다
,,대학과 연계한 진로체험 활동,,YFUR4C13,1,(참여한 적) 없다
,,,,,2,전혀 도움이 되지 않았다
,,,,,3,별로 도움이 되지 않았다
,,,,,4,보통이다
,,,,,5,대체로 도움이 되었다
,,,,,6,매우 도움이 되었다
,,직업박람회,,YFUR4C14,1,(참여한 적) 없다
,,,,,2,전혀 도움이 되지 않았다
,,,,,3,별로 도움이 되지 않았다
,,,,,4,보통이다
,,,,,5,대체로 도움이 되었다
,,,,,6,매우 도움이 되었다
,,진로 관련 책/잡지,,YFUR4C15,1,(참여한 적) 없다
,,,,,2,전혀 도움이 되지 않았다
,,,,,3,별로 도움이 되지 않았다
,,,,,4,보통이다
,,,,,5,대체로 도움이 되었다
,,,,,6,매우 도움이 되었다
,,진로 관련 인터넷 자료,,YFUR4C16,1,(참여한 적) 없다
,,,,,2,전혀 도움이 되지 않았다
,,,,,3,별로 도움이 되지 않았다
,,,,,4,보통이다
,,,,,5,대체로 도움이 되었다
,,,,,6,매우 도움이 되었다
,지난 1년 간 아르바이트(시간제 근로파트타임)를 한 경험이 있습니까?,,,YFUR4D00,1,한 번 이상 있다
,,,,,2,전혀 없다
,"([문 13-2-S]에서 ‘1. 한 번 이상 있다’인 경우만 응답)
지난 1년간 체험한 아르바이트 경험들은 자신이 향후 갖게 될 미래의 직업생활에 얼마나 도움이 될 것 같습니까?",,,YFUR4E00,1,전혀 도움이 되지 않을 것이다
,,,,,2,별로 도움이 되지 않을 것이다
,,,,,3,보통이다
,,,,,4,약간 도움이 될 것이다
,,,,,5,아주 큰 도움이 될 것이다
,지난 1년 동안 귀하는 다음과 같은 행동을 친구나 선후배에게 가한 경험이 있습니까? 다음 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"온라인(인터넷, 카카오톡, SNS 등)에서 따돌리거나 괴롭히기(예: 욕설/모욕, 협박, 성희롱, 사생활 공개 등)",,YSVL1A07,1,전혀 없다
,,,,,2,1년에 1~2번
,,,,,3,한달에1번
,,,,,4,한달에2~3번
,,,,,5,1주일에 1번
,,,,,6,1주일에 여러번
,귀하는 다음과 같은 행동을 친구나 선후배에게 가한 경험이 있다면 언제입니까? 다음 각 문항에 대하여 자신에게 해당되는 시기에 모두 응답해 주십시오 (중복 응답 가능),심하게 놀리거나 조롱하기,,YSVL1B01,1,전혀 없다
,,,,,2,초등학교 입학전
,,,,,3,초등학교 1-3학년 시기
,,,,,4,초등학교 4-6학년 시기
,,,,,5,중학교 시기
,,,,,6,고등학교 시기
,,집단따돌림(왕따)시키기,,YSVL1B02,1,전혀 없다
,,,,,2,초등학교 입학전
,,,,,3,초등학교 1-3학년 시기
,,,,,4,초등학교 4-6학년 시기
,,,,,5,중학교 시기
,,,,,6,고등학교 시기
,,심하게 때리기,,YSVL1B03,1,전혀 없다
,,,,,2,초등학교 입학전
,,,,,3,초등학교 1-3학년 시기
,,,,,4,초등학교 4-6학년 시기
,,,,,5,중학교 시기
,,,,,6,고등학교 시기
,,협박하기,,YSVL1B04,1,전혀 없다
,,,,,2,초등학교 입학전
,,,,,3,초등학교 1-3학년 시기
,,,,,4,초등학교 4-6학년 시기
,,,,,5,중학교 시기
,,,,,6,고등학교 시기
,,돈이나 물건 뺏기(삥뜯기),,YSVL1B05,1,전혀 없다
,,,,,2,초등학교 입학전
,,,,,3,초등학교 1-3학년 시기
,,,,,4,초등학교 4-6학년 시기
,,,,,5,중학교 시기
,,,,,6,고등학교 시기
,,심한 욕설과 폭언,,YSVL1B06,1,전혀 없다
,,,,,2,초등학교 입학전
,,,,,3,초등학교 1-3학년 시기
,,,,,4,초등학교 4-6학년 시기
,,,,,5,중학교 시기
,,,,,6,고등학교 시기
,,"온라인(인터넷, 카카오톡, SNS 등)에서 따돌리거나 괴롭히기(예: 욕설/모욕, 협박, 성희롱, 사생활 공개 등)",,YSVL1B07,1,전혀 없다
,,,,,2,초등학교 입학전
,,,,,3,초등학교 1-3학년 시기
,,,,,4,초등학교 4-6학년 시기
,,,,,5,중학교 시기
,,,,,6,고등학교 시기
,지난 1년 동안 귀하는 다음과 같은 행동을 친구나 선후배로부터 당한 경험이 있습니까? 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,심하게 놀림이나 조롱당하기,,YSVL1C01,1,전혀 없다
,,,,,2,1년에 1~2번
,,,,,3,한달에1번
,,,,,4,한달에2~3번
,,,,,5,1주일에 1번
,,,,,6,1주일에 여러번
,,집단따돌림(왕따)당하기,,YSVL1C02,1,전혀 없다
,,,,,2,1년에 1~2번
,,,,,3,한달에1번
,,,,,4,한달에2~3번
,,,,,5,1주일에 1번
,,,,,6,1주일에 여러번
,,심하게 맞기,,YSVL1C03,1,전혀 없다
,,,,,2,1년에 1~2번
,,,,,3,한달에1번
,,,,,4,한달에2~3번
,,,,,5,1주일에 1번
,,,,,6,1주일에 여러번
,,협박 당하기,,YSVL1C04,1,전혀 없다
,,,,,2,1년에 1~2번
,,,,,3,한달에1번
,,,,,4,한달에2~3번
,,,,,5,1주일에 1번
,,,,,6,1주일에 여러번
,,돈이나 물건 빼앗기기(삥뜯기기),,YSVL1C05,1,전혀 없다
,,,,,2,1년에 1~2번
,,,,,3,한달에1번
,,,,,4,한달에2~3번
,,,,,5,1주일에 1번
,,,,,6,1주일에 여러번
,,심한 욕설과 폭언 당하기,,YSVL1C06,1,전혀 없다
,,,,,2,1년에 1~2번
,,,,,3,한달에1번
,,,,,4,한달에2~3번
,,,,,5,1주일에 1번
,,,,,6,1주일에 여러번
,,"사이버 공간(인터넷, 카카오톡, SNS 등)에서 따돌림이나 괴롭힘을 당함",,YSVL1C07,1,전혀 없다
,,,,,2,1년에 1~2번
,,,,,3,한달에1번
,,,,,4,한달에2~3번
,,,,,5,1주일에 1번
,,,,,6,1주일에 여러번
,"지난 1년 동안 피해 경험이 있는 경우, 아래의 사람이나 기관에 피해 사실을 알리거나 신고 및 도움 요청을 했습니까? (중복 응답 가능)",,,YSVL1D00_1,1,알리지 않음
,,,,YSVL1D00_2,2,부모님
,,,,YSVL1D00_3,3,선생님
,,,,YSVL1D00_4,4,친구나 선후배
,,,,YSVL1D00_5,5,"지원기관(상담기관, Wee 센터)"
,,,,YSVL1D00_6,6,학교폭력신고센터(117)
,,,,YSVL1D00_7,7,경찰(112)
,다음과 같은 행동을 친구나 선후배로부터 당한 경험이 있다면 언제입니까? 다음 각 문항에 대하여 자신에게 해당되는 시기에 모두 응답해 주십시오. (중복 응답 가능),심하게 놀림이나 조롱당하기,,YSVL1E01,1,전혀 없다
,,,,,2,초등학교 입학전
,,,,,3,초등학교 1-3학년 시기
,,,,,4,초등학교 4-6학년 시기
,,,,,5,중학교 시기
,,,,,6,고등학교 시기
,,집단따돌림(왕따)당하기,,YSVL1E02,1,전혀 없다
,,,,,2,초등학교 입학전
,,,,,3,초등학교 1-3학년 시기
,,,,,4,초등학교 4-6학년 시기
,,,,,5,중학교 시기
,,,,,6,고등학교 시기
,,심하게 맞기,,YSVL1E03,1,전혀 없다
,,,,,2,초등학교 입학전
,,,,,3,초등학교 1-3학년 시기
,,,,,4,초등학교 4-6학년 시기
,,,,,5,중학교 시기
,,,,,6,고등학교 시기
,,협박 당하기,,YSVL1E04,1,전혀 없다
,,,,,2,초등학교 입학전
,,,,,3,초등학교 1-3학년 시기
,,,,,4,초등학교 4-6학년 시기
,,,,,5,중학교 시기
,,,,,6,고등학교 시기
,,돈이나 물건 빼앗기기(삥뜯기기),,YSVL1E05,1,전혀 없다
,,,,,2,초등학교 입학전
,,,,,3,초등학교 1-3학년 시기
,,,,,4,초등학교 4-6학년 시기
,,,,,5,중학교 시기
,,,,,6,고등학교 시기
,,심한 욕설과 폭언 당하기,,YSVL1E06,1,전혀 없다
,,,,,2,초등학교 입학전
,,,,,3,초등학교 1-3학년 시기
,,,,,4,초등학교 4-6학년 시기
,,,,,5,중학교 시기
,,,,,6,고등학교 시기
,,"사이버 공간(인터넷, 카카오톡, SNS 등)에서 따돌림이나 괴롭힘을 당함",,YSVL1E07,1,전혀 없다
,,,,,2,초등학교 입학전
,,,,,3,초등학교 1-3학년 시기
,,,,,4,초등학교 4-6학년 시기
,,,,,5,중학교 시기
,,,,,6,고등학교 시기
,귀하의 부모님(부모님이 안계신 경우는 보호자)은 귀하에게 다음과 같은 행동을 한 적이 있습니까? 있다면 다음 각 문항에 대하여 자신에게 해당되는 시기에 모두 응답해 주십시오 (중복 응답 가능),욕설이나 무시하는 말 등 심한 말을 하였다,,YSVL2A01,1,전혀 없다
,,,,,2,초등학교 입학전
,,,,,3,초등학교 1-3학년 시기
,,,,,4,초등학교 4-6학년 시기
,,,,,5,중학교 시기
,,,,,6,고등학교 시기
,,회초리로 손바닥이나 종아리를 때렸다,,YSVL2A02,1,전혀 없다
,,,,,2,초등학교 입학전
,,,,,3,초등학교 1-3학년 시기
,,,,,4,초등학교 4-6학년 시기
,,,,,5,중학교 시기
,,,,,6,고등학교 시기
,,손으로 때리거나 발로 찼다,,YSVL2A03,1,전혀 없다
,,,,,2,초등학교 입학전
,,,,,3,초등학교 1-3학년 시기
,,,,,4,초등학교 4-6학년 시기
,,,,,5,중학교 시기
,,,,,6,고등학교 시기
,귀하는 부모님간에 다음과 같은 행동이 이루어지는 것을 본적이 있습니까?다음 각 문항에 대하여 자신에게 해당되는 시기에 모두 응답해 주십시오 (중복 응답 가능),욕설이나 무시하는 말 등 심한 말을 하였다,,YSVL2B01,1,전혀 없다
,,,,,2,초등학교 입학전
,,,,,3,초등학교 1-3학년 시기
,,,,,4,초등학교 4-6학년 시기
,,,,,5,중학교 시기
,,,,,6,고등학교 시기
,,,,,9,해당사항 없음
,,손으로 때리거나 발로 찼다,,YSVL2B02,1,전혀 없다
,,,,,2,초등학교 입학전
,,,,,3,초등학교 1-3학년 시기
,,,,,4,초등학교 4-6학년 시기
,,,,,5,중학교 시기
,,,,,6,고등학교 시기
,,,,,9,해당사항 없음
,그러한 행동이 있었다면 누가 주로 그런 행동을 했습니까?,욕설이나 무시하는 말 등 심한 말을 하였다,,YSVL2C01,1,주로 아버지가
,,,,,2,주로 어머니가
,,,,,3,아버지와 어머니가 비슷하게
,,손으로 때리거나 발로 찼다,,YSVL2C02,1,주로 아버지가
,,,,,2,주로 어머니가
,,,,,3,아버지와 어머니가 비슷하게
,귀하는 다음과 같은 행동을 얼마나 자주하는지 응답해 주십시오.,누군가를 괴롭히는 행동을 먼저 시작한다.,,YSVL3A01,1,전혀 하지 않는다
,,,,,2,거의 하지 않는다
,,,,,3,가끔 한다
,,,,,4,자주 한다
,,다른 아이들도 괴롭히는 행동에 참여하도록 끌어들인다.,,YSVL3A02,1,전혀 하지 않는다
,,,,,2,거의 하지 않는다
,,,,,3,가끔 한다
,,,,,4,자주 한다
,,다른 친구들을 괴롭힐 새로운 방법을 늘 찾는다. ,,YSVL3A03,1,전혀 하지 않는다
,,,,,2,거의 하지 않는다
,,,,,3,가끔 한다
,,,,,4,자주 한다
,,누군가 어떤 아이를 괴롭히기 시작하면 나도 같이 괴롭힌다.,,YSVL3A04,1,전혀 하지 않는다
,,,,,2,거의 하지 않는다
,,,,,3,가끔 한다
,,,,,4,자주 한다
,,누군가를 괴롭히는 아이를 거든다. ,,YSVL3A05,1,전혀 하지 않는다
,,,,,2,거의 하지 않는다
,,,,,3,가끔 한다
,,,,,4,자주 한다
,,괴롭힘 당하는 아이가 도망가지 못하게 붙잡아두는 것과 같은 방법으로 괴롭히는 아이를 도와준다.,,YSVL3A06,1,전혀 하지 않는다
,,,,,2,거의 하지 않는다
,,,,,3,가끔 한다
,,,,,4,자주 한다
,,괴롭히는 상황을 구경하기 위해 그 주변으로 간다. ,,YSVL3A07,1,전혀 하지 않는다
,,,,,2,거의 하지 않는다
,,,,,3,가끔 한다
,,,,,4,자주 한다
,,괴롭히는 상황을 보면서 웃는다.,,YSVL3A08,1,전혀 하지 않는다
,,,,,2,거의 하지 않는다
,,,,,3,가끔 한다
,,,,,4,자주 한다
,,"누군가 어떤 아이를 괴롭힐 때, “본 떼를 보여줘”라고 말하며옆에서 부추긴다. ",,YSVL3A09,1,전혀 하지 않는다
,,,,,2,거의 하지 않는다
,,,,,3,가끔 한다
,,,,,4,자주 한다
,,괴롭힘 당하는 아이를 위로해 주거나 선생님에게 괴롭힘 당한 것에 대해 말하라고 용기를 준다. ,,YSVL3A10,1,전혀 하지 않는다
,,,,,2,거의 하지 않는다
,,,,,3,가끔 한다
,,,,,4,자주 한다
,,괴롭히는 행동을 하는 아이들에게 그만하라고 말한다.,,YSVL3A11,1,전혀 하지 않는다
,,,,,2,거의 하지 않는다
,,,,,3,가끔 한다
,,,,,4,자주 한다
,,괴롭히는 행동을 중지하려고 노력한다.,,YSVL3A12,1,전혀 하지 않는다
,,,,,2,거의 하지 않는다
,,,,,3,가끔 한다
,,,,,4,자주 한다
,,"누군가 괴롭힘을 당하는 상황이 생겼을 때, 보통 그 자리에없는 편이다.",,YSVL3A13,1,전혀 하지 않는다
,,,,,2,거의 하지 않는다
,,,,,3,가끔 한다
,,,,,4,자주 한다
,,누군가 괴롭힘을 당하는 상황에 엮이지 않으려고 한다.,,YSVL3A14,1,전혀 하지 않는다
,,,,,2,거의 하지 않는다
,,,,,3,가끔 한다
,,,,,4,자주 한다
,,누군가 괴롭힘을 당하는 상황에서 누구의 편도 들지 않는다.,,YSVL3A15,1,전혀 하지 않는다
,,,,,2,거의 하지 않는다
,,,,,3,가끔 한다
,,,,,4,자주 한다
,귀하가 동네와 동네 사람들을 어떻게 생각하는지에 대한 질문입니다. 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,나는 우리 동네 사람들 대부분을 알고 있다,,YCOM1A01,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,,나는 거리에서 우리 동네 사람을 만나면 인사를 한다,,YCOM1A02,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,,우리 동네에서는 이웃끼리 서로 경계한다,,YCOM1A03,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,,나는 우리 동네가 안전하다고 느낀다,,YCOM1A04,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,,나는 우리 동네 사람들과 지내는 것이 좋다,,YCOM1A05,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,,나는 우리 동네에서 계속 살고 싶다,,YCOM1A06,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,귀하는 다음에 예시한 것과 같은 행동들을 할 의사가 있습니까? 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,주변에 어려움에 처해 있는 친구가 있다면 적극적으로 도울 수 있다,,YCOM2A01,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,,공휴일에 쉬지 못하더라도 복지기관에서 자원봉사 활동을 할 수 있다,,YCOM2A02,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,,우리나라보다 경제적으로 어려운 나라를 돕기 위해 기부금을 낼 수 있다,,YCOM2A03,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,,"지구를 보호하기 위해 물자절약, 쓰레기 분리수거, 재활용 등에 적극적으로 참여 할 수 있다",,YCOM2A04,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,귀하는 자신과 문화적 배경이 다른 사람들에 대해 어떻게 생각하고 있습니까? 다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,나와 문화적 배경이 다른 사람을 이웃으로 받아들일 수 있다,,YCOM3A01,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,,나와 문화적 배경이 다른 청소년을 같은 반 친구로 받아들일 수 있다,,YCOM3A02,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,,나와 문화적 배경이 다른 청소년과 가장 친한 단짝이 될 수 있다,,YCOM3A03,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,,"이성 친구를 사귀게 된다면, 나와 문화적 배경이 다른 사람을 이성친구로 사귈 수 있다",,YCOM3A04,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,,커서 나와 문화적 배경이 다른 사람과 결혼할 수 있다,,YCOM3A05,1,전혀 그렇지 않다
,,,,,2,그렇지 않은 편이다
,,,,,3,그런 편이다
,,,,,4,매우 그렇다
,귀하는 결혼에 대해 어떻게 생각하십니까?,,,YFFA1A01,1,하지 말아야 한다
,,,,,2,하지 않는 것이 좋다
,,,,,3,"해도 좋고, 하지 않아도 좋다"
