var,label,dtype,n_unique,n_missing
ID,,float64,2590,0
HID,,float64,2579,0
PID,,float64,2,0
SCLIDw3,,float64,205,206
WEIGHTA1w3,,float64,257,206
WEIGHTA2w3,,float64,257,206
WEIGHTB1w3,,float64,2190,265
WEIGHTB2w3,,float64,2190,265
SURVEY1w3,,float64,2,0
SURVEY2w3,,float64,2,0
COHORTw3,,float64,1,0
YONLINEw3,,float64,2,206
ARA1Aw3,,float64,17,206
ARA2Aw3,,float64,3,206
ARA1Bw3,,float64,17,206
YTWINw3,,float64,3,206
YBRT1Aw3,,float64,3,206
YBRT1Bw3,,float64,12,206
YGENDERw3,,float64,2,206
YTIM1A01w3,,float64,5,206
YTIM1A02w3,,float64,6,206
YTIM1B01w3,,float64,8,206
YTIM1B02w3,,float64,6,206
YTIM1C01w3,,float64,4,206
YTIM1A03w3,,float64,10,206
YTIM1A04w3,,float64,6,206
YTIM1B03w3,,float64,10,206
YTIM1B04w3,,float64,6,206
YTIM1C02w3,,float64,4,206
YTIM1D01w3,,float64,7,206
YTIM1D02w3,,float64,7,206
YTIM1E01w3,,float64,7,206
YTIM1E02w3,,float64,7,206
YTIM1F01w3,,float64,7,206
YTIM1F02w3,,float64,7,206
YTIM1G01w3,,float64,7,206
YTIM1G02w3,,float64,7,206
YTIM1H01w3,,float64,7,206
YTIM1H02w3,,float64,7,206
YTIM1I01w3,,float64,7,206
YTIM1I02w3,,float64,7,206
YTIM1J01w3,,float64,7,206
YTIM1J02w3,,float64,7,206
YTIM1K01w3,,float64,7,206
YTIM1K02w3,,float64,7,206
YTIM1L01w3,,float64,7,206
YTIM1L02w3,,float64,7,206
YTIM1M01w3,,float64,7,206
YTIM1M02w3,,float64,7,206
YTIM1N01w3,,float64,7,206
YTIM1N02w3,,float64,7,206
YINT1A00w3,,float64,6,206
YINT1B00w3,,float64,6,206
YINT2A01w3,,float64,4,206
YINT2A02w3,,float64,4,206
YINT2A03w3,,float64,4,206
YINT2A04w3,,float64,4,206
YINT2A05w3,,float64,4,206
YINT2A06w3,,float64,4,206
YINT2A07w3,,float64,4,206
YINT2A08w3,,float64,4,206
YINT2A09w3,,float64,4,206
YINT2A10w3,,float64,4,206
YINT2A11w3,,float64,4,206
YINT2A12w3,,float64,4,206
YINT2A13w3,,float64,4,206
YINT2A14w3,,float64,4,206
YINT2A15w3,,float64,4,206
YINT2A16w3,,float64,4,206
YINT2B01w3,,float64,4,206
YINT2B02w3,,float64,4,206
YINT2B03w3,,float64,4,206
YINT2B04w3,,float64,4,206
YINT2B05w3,,float64,4,206
YINT2B06w3,,float64,4,206
YINT2B07w3,,float64,4,206
YINT2B08w3,,float64,4,206
YINT2B09w3,,float64,4,206
YINT2B10w3,,float64,4,206
YINT2B11w3,,float64,4,206
YINT2B12w3,,float64,4,206
YINT2B13w3,,float64,4,206
YINT2B14w3,,float64,4,206
YINT2B15w3,,float64,4,206
YINT2B16w3,,float64,4,206
YFUR1A00w3,,float64,5,206
YFUR1B00w3,,float64,3,206
YFUR2A01w3,,float64,5,206
YFUR2A02w3,,float64,5,206
YFUR2A03w3,,float64,5,206
YFUR2A04w3,,float64,5,206
YFUR2A05w3,,float64,4,206
YFUR2A06w3,,float64,5,206
YFUR2A07w3,,float64,5,206
YFUR2A08w3,,float64,5,206
YFUR2A08_Tw3,,object,4,0
YPSY1A01w3,,float64,4,206
YPSY1A02w3,,float64,4,206
YPSY1A03w3,,float64,4,206
YPSY1A04w3,,float64,4,206
YPSY1A05w3,,float64,4,206
YPSY2A01w3,,float64,4,206
YPSY2A02w3,,float64,4,206
YPSY2A03w3,,float64,4,206
YPSY2A04w3,,float64,4,206
YPSY3A01w3,,float64,4,206
YPSY3A02w3,,float64,4,206
YPSY3A03w3,,float64,4,206
YPSY3A04w3,,float64,4,206
YPSY3A05w3,,float64,4,206
YPSY3A06w3,,float64,4,206
YPSY3A07w3,,float64,4,206
YPSY3A08w3,,float64,4,206
YPSY3A09w3,,float64,4,206
YPSY3A10w3,,float64,4,206
YPSY4A01w3,,float64,4,206
YPSY4A02w3,,float64,4,206
YPSY4A03w3,,float64,4,206
YPSY4A04w3,,float64,4,206
YPSY4A05w3,,float64,4,206
YPSY4A06w3,,float64,4,206
YPSY4A07w3,,float64,4,206
YPSY4B01w3,,float64,4,206
YPSY4B02w3,,float64,4,206
YPSY4B03w3,,float64,4,206
YPSY4B04w3,,float64,4,206
YPSY4B05w3,,float64,4,206
YPSY4B06w3,,float64,4,206
YPSY4C01w3,,float64,4,206
YPSY4C02w3,,float64,4,206
YPSY4C03w3,,float64,4,206
YPSY4C04w3,,float64,4,206
YPSY4C05w3,,float64,4,206
YPSY4C06w3,,float64,4,206
YPSY4C07w3,,float64,4,206
YPSY4C08w3,,float64,4,206
YPSY4D01w3,,float64,4,206
YPSY4D02w3,,float64,4,206
YPSY4D03w3,,float64,4,206
YPSY4D04w3,,float64,4,206
YPSY4D05w3,,float64,4,206
YPSY4E01w3,,float64,4,206
YPSY4E02w3,,float64,4,206
YPSY4E03w3,,float64,4,206
YPSY4E04w3,,float64,4,206
YPSY4E05w3,,float64,4,206
YPSY4E06w3,,float64,4,206
YPSY4E07w3,,float64,4,206
YPSY4E08w3,,float64,4,206
YPSY4E09w3,,float64,4,206
YPSY4E10w3,,float64,4,206
YPSY5A01w3,,float64,4,206
YPSY5A02w3,,float64,4,206
YPSY5A03w3,,float64,4,206
YPSY5A04w3,,float64,4,206
YPSY5A05w3,,float64,4,206
YPSY5A06w3,,float64,4,206
YPSY5A07w3,,float64,4,206
YPSY5A08w3,,float64,4,206
YPSY5A09w3,,float64,4,206
YPSY5A10w3,,float64,4,206
YPSY5A11w3,,float64,4,206
