var,label,dtype,n_unique,n_missing
YPSY4E09w6,,float64,4,366
YPSY4E10w6,,float64,4,366
YPSY5A01w6,,float64,4,366
YPSY5A02w6,,float64,4,366
YPSY5A03w6,,float64,4,366
YPSY5A04w6,,float64,4,366
YPSY5A05w6,,float64,4,366
YPSY5A06w6,,float64,4,366
YPSY5A07w6,,float64,4,366
YPSY5A08w6,,float64,4,366
YPSY5A09w6,,float64,4,366
YPSY5A10w6,,float64,4,366
YPSY5A11w6,,float64,4,366
YPSY5A12w6,,float64,4,366
YPSY5A13w6,,float64,4,366
YPSY5A14w6,,float64,4,366
YPSY6A01w6,,float64,2,366
YPSY6A02w6,,float64,2,366
YPSY6A03w6,,float64,2,366
YPSY6A04w6,,float64,2,366
YPSY6A05w6,,float64,2,366
YPSY6A06w6,,float64,2,366
YPSY6A07w6,,float64,2,366
YPSY6A08w6,,float64,2,366
YPSY6A09w6,,float64,2,366
YPSY6A10w6,,float64,2,366
YPSY6A11w6,,float64,2,366
YPSY6A12w6,,float64,2,366
YPSY6A13w6,,float64,2,366
YPSY6A14w6,,float64,2,366
YPSY6A15w6,,float64,2,366
YPSY6A16w6,,float64,2,366
YPSY6A17w6,,float64,2,366
YPSY6A18w6,,float64,2,366
YPSY6A19w6,,float64,2,366
YPSY6A20w6,,float64,2,366
YPSY6A21w6,,float64,2,366
YPSY6A22w6,,float64,2,366
YPSY6A23w6,,float64,2,366
YPSY6A24w6,,float64,2,366
YPSY6A25w6,,float64,2,366
YPSY6A26w6,,float64,2,366
YPSY6A27w6,,float64,2,366
YPSY6A28w6,,float64,2,366
YPSY6A29w6,,float64,2,366
YPSY6A30w6,,float64,2,366
YPSY6Ascw6,,float64,19,366
YPSY7A01w6,,float64,4,366
YPSY7A02w6,,float64,4,366
YPSY7A03w6,,float64,4,366
YPSY7A04w6,,float64,4,366
YPSY7A05w6,,float64,4,366
YPSY7A06w6,,float64,4,366
YPSY7A07w6,,float64,4,366
YPSY7A08w6,,float64,4,366
YDLQ1A01w6,,float64,6,366
YDLQ1A02w6,,float64,6,366
YDLQ1A03w6,,float64,6,366
YDLQ1A04w6,,float64,4,366
YDLQ1A05w6,,float64,5,366
YDLQ1A06w6,,float64,3,366
YDLQ1A07w6,,float64,2,366
YDLQ1A08w6,,float64,2,366
YDLQ1A09w6,,float64,2,366
YDLQ1A10w6,,float64,3,366
YDLQ1A11w6,,float64,1,366
YDLQ1A12w6,,float64,5,366
YDLQ1A13w6,,float64,2,366
YDLQ1A14w6,,float64,4,366
YDLQ1A15w6,,float64,6,366
YDLQ2A01w6,,float64,6,366
YDLQ2A02w6,,float64,5,366
YDLQ2A03w6,,float64,4,366
YDLQ2A04w6,,float64,6,366
YDLQ2A05w6,,float64,4,366
YDLQ2A06w6,,float64,4,366
YDLQ2A07w6,,float64,4,366
YDLQ2A08w6,,float64,4,366
YDLQ2A09w6,,float64,4,366
YDLQ2A10w6,,float64,3,366
YDLQ2A11w6,,float64,5,366
YDLQ2A12w6,,float64,4,366
YDLQ2A13w6,,float64,4,366
YDLQ2A14w6,,float64,4,366
YDLQ2A15w6,,float64,4,366
YPHY1A00w6,,float64,4,366
YPHY1B00w6,,float64,5,366
YPHY1C00w6,,float64,8,366
YPHY2A00w6,,float64,45,366
YPHY2B00w6,,float64,69,366
YPHY2C00w6,,float64,9,366
YMDA1A00w6,,float64,3,366
YMDA1B01w6,,float64,4,384
YMDA1B02w6,,float64,4,384
YMDA1B03w6,,float64,4,384
YMDA1B04w6,,float64,4,384
YMDA1B05w6,,float64,4,384
YMDA1B06w6,,float64,4,384
YMDA1B07w6,,float64,4,384
YMDA1B08w6,,float64,4,384
YMDA1B09w6,,float64,4,384
YMDA1B10w6,,float64,4,384
YMDA1B11w6,,float64,4,384
YMDA1B12w6,,float64,4,384
YMDA1B13w6,,float64,4,384
YMDA1B13_Tw6,,object,5,0
YMDA1C01w6,,float64,4,384
YMDA1C02w6,,float64,4,384
YMDA1C03w6,,float64,4,384
YMDA1C04w6,,float64,4,384
YMDA1C05w6,,float64,4,384
YMDA1C06w6,,float64,4,384
YMDA1C07w6,,float64,4,384
YMDA1C08w6,,float64,4,384
YMDA1C09w6,,float64,4,384
YMDA1C10w6,,float64,4,384
YMDA1C11w6,,float64,4,384
YMDA1C12w6,,float64,4,384
YMDA1C13w6,,float64,4,384
YMDA1C14w6,,float64,4,384
YMDA1C15w6,,float64,4,384
YACT1A01w6,,float64,4,366
YACT1A02w6,,float64,4,366
YACT1A03w6,,float64,4,366
YACT1A04w6,,float64,4,366
YACT1A05w6,,float64,4,366
YACT1A06w6,,float64,4,366
YACT1A07w6,,float64,4,366
YACT1A08w6,,float64,4,366
YACT1A09w6,,float64,4,366
YACT1B01w6,,float64,4,1279
YACT1B02w6,,float64,4,2144
YACT1B03w6,,float64,4,2121
YACT1B04w6,,float64,4,2025
YACT1B05w6,,float64,4,1727
YACT1B06w6,,float64,4,2444
YACT1B07w6,,float64,4,2017
YACT1B08w6,,float64,4,2116
YACT1B09w6,,float64,4,2232
YACT2A01w6,,float64,4,366
YACT2A02w6,,float64,4,366
YACT2B01w6,,float64,4,1641
YACT2B02w6,,float64,4,2262
YACT3A00w6,,float64,2,366
YACT3B01w6,,float64,4,1747
YACT3B02w6,,float64,6,1747
YACT3B03w6,,float64,4,1747
YACT3B04w6,,float64,6,1747
YACT3B05w6,,float64,4,1747
YACT3B06w6,,float64,6,1747
YACT3B07w6,,float64,6,1747
YACT3B08w6,,float64,6,1747
YACT3B09w6,,float64,6,1747
YEDU1A00w6,,float64,6,366
YEDU2A01w6,,float64,4,366
YEDU2A02w6,,float64,4,366
YEDU2A03w6,,float64,4,366
YEDU2A04w6,,float64,4,366
YEDU2A05w6,,float64,4,366
YEDU2A06w6,,float64,4,366
YEDU2A07w6,,float64,4,366
YEDU2A08w6,,float64,4,366
YEDU2A09w6,,float64,4,366
YEDU2A10w6,,float64,4,366
YEDU2A11w6,,float64,4,366
YEDU2A12w6,,float64,4,366
YEDU2A13w6,,float64,4,366
YEDU3A01w6,,float64,4,366
YEDU3A02w6,,float64,4,366
YEDU3A03w6,,float64,4,366
YEDU3A04w6,,float64,4,366
YEDU3A05w6,,float64,4,366
YEDU3A06w6,,float64,4,366
YEDU3A07w6,,float64,4,366
YEDU3A08w6,,float64,4,366
YEDU3A09w6,,float64,4,366
YEDU3A10w6,,float64,4,366
YEDU3A11w6,,float64,4,366
YEDU3A12w6,,float64,4,366
YEDU3A13w6,,float64,4,366
YEDU3A14w6,,float64,4,366
YFAM1A01w6,,float64,12,366
YFAM1A02w6,,float64,6,366
YFAM1A03w6,,float64,18,366
YFAM1A04w6,,float64,6,366
YFAM3A00w6,,float64,7,366
YFAM3B00w6,,float64,5,366
YFAM1B01w6,,float64,10,1581
YFAM1B02w6,,float64,6,1581
YFAM1B03w6,,float64,14,1581
YFAM1B04w6,,float64,6,1581
YFAM1C01w6,,float64,11,1511
YFAM1C02w6,,float64,6,1511
YFAM1C03w6,,float64,18,1511
YFAM1C04w6,,float64,6,1511
YFAM1D01w6,,float64,9,2176
YFAM1D02w6,,float64,6,2176
YFAM1D03w6,,float64,17,2176
YFAM1D04w6,,float64,6,2176
YFAM1E01w6,,float64,7,2529
YFAM1E02w6,,float64,4,2529
YFAM1E03w6,,float64,11,2529
YFAM1E04w6,,float64,3,2529
YFAM1F01w6,,float64,5,2582
YFAM1F02w6,,float64,3,2582
YFAM1F03w6,,float64,6,2582
YFAM1F04w6,,float64,2,2582
YFAM1G01w6,,float64,2,2587
YFAM1G02w6,,float64,2,2587
YFAM1G03w6,,float64,2,2587
YFAM1G04w6,,float64,2,2587
YFAM1H01w6,,float64,1,2589
YFAM1H02w6,,float64,1,2589
YFAM1H03w6,,float64,1,2589
YFAM1H04w6,,float64,1,2589
YFAM2A01w6,,float64,4,366
YFAM2A02w6,,float64,4,366
YFAM2A03w6,,float64,4,366
YFAM2A04w6,,float64,4,366
YFAM2B01w6,,float64,4,366
YFAM2B02w6,,float64,4,366
YFAM2B03w6,,float64,4,366
YFAM2B04w6,,float64,4,366
YFAM2C01w6,,float64,4,366
YFAM2C02w6,,float64,4,366
YFAM2C03w6,,float64,4,366
YFAM2C04w6,,float64,4,366
YFAM2D01w6,,float64,4,366
YFAM2D02w6,,float64,4,366
YFAM2D03w6,,float64,4,366
YFAM2D04w6,,float64,4,366
YFAM2E01w6,,float64,4,366
YFAM2E02w6,,float64,4,366
YFAM2E03w6,,float64,4,366
YFAM2E04w6,,float64,4,366
YFAM2F01w6,,float64,4,366
YFAM2F02w6,,float64,4,366
YFAM2F03w6,,float64,4,366
YFAM2F04w6,,float64,4,366
YSVL1A07w6,,float64,4,366
YSVL1B01_1w6,,float64,1,412
YSVL1B01_2w6,,float64,1,2585
YSVL1B01_3w6,,float64,1,2572
YSVL1B01_4w6,,float64,1,2572
YSVL1B01_5w6,,float64,1,2572
YSVL1B01_6w6,,float64,1,2583
YSVL1B02_1w6,,float64,1,375
YSVL1B02_2w6,,float64,0,2590
YSVL1B02_3w6,,float64,1,2588
YSVL1B02_4w6,,float64,1,2585
YSVL1B02_5w6,,float64,1,2588
YSVL1B02_6w6,,float64,0,2590
YSVL1B03_1w6,,float64,1,374
YSVL1B03_2w6,,float64,1,2586
YSVL1B03_3w6,,float64,1,2588
YSVL1B03_4w6,,float64,0,2590
YSVL1B03_5w6,,float64,1,2589
YSVL1B03_6w6,,float64,1,2589
YSVL1B04_1w6,,float64,1,380
YSVL1B04_2w6,,float64,1,2586
YSVL1B04_3w6,,float64,1,2582
YSVL1B04_4w6,,float64,1,2588
YSVL1B04_5w6,,float64,0,2590
YSVL1B04_6w6,,float64,0,2590
YSVL1B05_1w6,,float64,1,368
YSVL1B05_2w6,,float64,0,2590
YSVL1B05_3w6,,float64,1,2589
YSVL1B05_4w6,,float64,1,2589
YSVL1B05_5w6,,float64,0,2590
YSVL1B05_6w6,,float64,0,2590
YSVL1B06_1w6,,float64,1,428
YSVL1B06_2w6,,float64,1,2583
YSVL1B06_3w6,,float64,1,2574
YSVL1B06_4w6,,float64,1,2569
YSVL1B06_5w6,,float64,1,2558
YSVL1B06_6w6,,float64,1,2568
YSVL1B07_1w6,,float64,1,384
YSVL1B07_2w6,,float64,1,2584
YSVL1B07_3w6,,float64,1,2589
YSVL1B07_4w6,,float64,1,2587
YSVL1B07_5w6,,float64,1,2584
YSVL1B07_6w6,,float64,1,2588
YSVL1C01w6,,float64,5,366
YSVL1C02w6,,float64,2,366
YSVL1C03w6,,float64,5,366
YSVL1C04w6,,float64,5,366
YSVL1C05w6,,float64,4,366
YSVL1C06w6,,float64,4,366
YSVL1C07w6,,float64,5,366
YSVL1D00_1w6,,float64,1,2521
YSVL1D00_2w6,,float64,1,2577
YSVL1D00_3w6,,float64,1,2589
YSVL1D00_4w6,,float64,1,2577
YSVL1D00_5w6,,float64,0,2590
YSVL1D00_6w6,,float64,0,2590
YSVL1D00_7w6,,float64,1,2589
YSVL1E01_1w6,,float64,1,427
YSVL1E01_2w6,,float64,1,2585
YSVL1E01_3w6,,float64,1,2556
YSVL1E01_4w6,,float64,1,2574
YSVL1E01_5w6,,float64,1,2574
YSVL1E01_6w6,,float64,1,2584
YSVL1E02_1w6,,float64,1,383
YSVL1E02_2w6,,float64,0,2590
YSVL1E02_3w6,,float64,1,2584
YSVL1E02_4w6,,float64,1,2585
YSVL1E02_5w6,,float64,1,2584
YSVL1E02_6w6,,float64,1,2588
YSVL1E03_1w6,,float64,1,370
YSVL1E03_2w6,,float64,1,2588
YSVL1E03_3w6,,float64,1,2589
YSVL1E03_4w6,,float64,0,2590
YSVL1E03_5w6,,float64,1,2589
YSVL1E03_6w6,,float64,1,2589
YSVL1E04_1w6,,float64,1,385
YSVL1E04_2w6,,float64,1,2588
YSVL1E04_3w6,,float64,1,2579
YSVL1E04_4w6,,float64,1,2589
YSVL1E04_5w6,,float64,1,2585
YSVL1E04_6w6,,float64,1,2588
YSVL1E05_1w6,,float64,1,386
YSVL1E05_2w6,,float64,1,2587
YSVL1E05_3w6,,float64,1,2586
YSVL1E05_4w6,,float64,1,2588
YSVL1E05_5w6,,float64,1,2579
YSVL1E05_6w6,,float64,1,2589
YSVL1E06_1w6,,float64,1,416
YSVL1E06_2w6,,float64,1,2587
YSVL1E06_3w6,,float64,1,2570
YSVL1E06_4w6,,float64,1,2568
YSVL1E06_5w6,,float64,1,2563
YSVL1E06_6w6,,float64,1,2578
YSVL1E07_1w6,,float64,1,394
YSVL1E07_2w6,,float64,1,2587
YSVL1E07_3w6,,float64,1,2589
YSVL1E07_4w6,,float64,1,2587
YSVL1E07_5w6,,float64,1,2574
YSVL1E07_6w6,,float64,1,2585
YSVL2A01_1w6,,float64,1,427
YSVL2A01_2w6,,float64,1,2582
YSVL2A01_3w6,,float64,1,2574
YSVL2A01_4w6,,float64,1,2574
YSVL2A01_5w6,,float64,1,2564
YSVL2A01_6w6,,float64,1,2569
YSVL2A02_1w6,,float64,1,504
YSVL2A02_2w6,,float64,1,2539
YSVL2A02_3w6,,float64,1,2504
YSVL2A02_4w6,,float64,1,2553
YSVL2A02_5w6,,float64,1,2577
YSVL2A02_6w6,,float64,0,2590
YSVL2A03_1w6,,float64,1,407
YSVL2A03_2w6,,float64,1,2584
YSVL2A03_3w6,,float64,1,2576
YSVL2A03_4w6,,float64,1,2576
YSVL2A03_5w6,,float64,1,2573
YSVL2A03_6w6,,float64,1,2579
YSVL2B01_1w6,,float64,1,433
YSVL2B01_2w6,,float64,1,2581
YSVL2B01_3w6,,float64,1,2566
YSVL2B01_4w6,,float64,1,2568
YSVL2B01_5w6,,float64,1,2572
YSVL2B01_6w6,,float64,1,2569
YSVL2B01_7w6,,float64,1,2585
YSVL2B02_1w6,,float64,1,393
YSVL2B02_2w6,,float64,1,2589
YSVL2B02_3w6,,float64,1,2579
YSVL2B02_4w6,,float64,1,2582
YSVL2B02_5w6,,float64,1,2583
YSVL2B02_6w6,,float64,1,2587
YSVL2B02_7w6,,float64,1,2585
YSVL2C01w6,,float64,3,2528
YSVL2C02w6,,float64,3,2568
YSVL3A01w6,,float64,3,366
YSVL3A02w6,,float64,4,366
YSVL3A03w6,,float64,4,366
YSVL3A04w6,,float64,4,366
YSVL3A05w6,,float64,4,366
YSVL3A06w6,,float64,4,366
YSVL3A07w6,,float64,4,366
YSVL3A08w6,,float64,4,366
YSVL3A09w6,,float64,4,366
YSVL3A10w6,,float64,4,366
YSVL3A11w6,,float64,4,366
YSVL3A12w6,,float64,4,366
YSVL3A13w6,,float64,4,366
YSVL3A14w6,,float64,4,366
YSVL3A15w6,,float64,4,366
YCOM1A01w6,,float64,4,366
YCOM1A02w6,,float64,4,366
YCOM1A03w6,,float64,4,366
YCOM1A04w6,,float64,4,366
YCOM1A05w6,,float64,4,366
YCOM1A06w6,,float64,4,366
YCOM2A01w6,,float64,4,366
YCOM2A02w6,,float64,4,366
YCOM2A03w6,,float64,4,366
YCOM2A04w6,,float64,4,366
YCOM3A01w6,,float64,4,366
YCOM3A02w6,,float64,4,366
YCOM3A03w6,,float64,4,366
YCOM3A04w6,,float64,4,366
YCOM3A05w6,,float64,4,366
