var,label,dtype,n_unique,n_missing
YPSY5A13w2,,float64,4,152
YPSY5A14w2,,float64,4,152
YPSY6A01w2,,float64,2,152
YPSY6A02w2,,float64,2,152
YPSY6A03w2,,float64,2,152
YPSY6A04w2,,float64,2,152
YPSY6A05w2,,float64,2,152
YPSY6A06w2,,float64,2,152
YPSY6A07w2,,float64,2,152
YPSY6A08w2,,float64,2,152
YPSY6A09w2,,float64,2,152
YPSY6A10w2,,float64,2,152
YPSY6A11w2,,float64,2,152
YPSY6A12w2,,float64,2,152
YPSY6A13w2,,float64,2,152
YPSY6A14w2,,float64,2,152
YPSY6A15w2,,float64,2,152
YPSY6A16w2,,float64,2,152
YPSY6A17w2,,float64,2,152
YPSY6A18w2,,float64,2,152
YPSY6A19w2,,float64,2,152
YPSY6A20w2,,float64,2,152
YPSY6A21w2,,float64,2,152
YPSY6A22w2,,float64,2,152
YPSY6A23w2,,float64,2,152
YPSY6A24w2,,float64,2,152
YPSY6A25w2,,float64,2,152
YPSY6A26w2,,float64,2,152
YPSY6A27w2,,float64,2,152
YPSY6A28w2,,float64,2,152
YPSY6A29w2,,float64,2,152
YPSY6A30w2,,float64,2,152
YPSY6Ascw2,,float64,24,152
YPSY7A01w2,,float64,4,152
YPSY7A02w2,,float64,4,152
YPSY7A03w2,,float64,4,152
YPSY7A04w2,,float64,4,152
YPSY7A05w2,,float64,4,152
YPSY7A06w2,,float64,4,152
YPSY7A07w2,,float64,4,152
YPSY7A08w2,,float64,4,152
YDLQ1A01w2,,float64,6,152
YDLQ1A02w2,,float64,6,152
YDLQ1A03w2,,float64,6,152
YDLQ1A04w2,,float64,5,152
YDLQ1A05w2,,float64,6,152
YDLQ1A06w2,,float64,6,152
YDLQ1A07w2,,float64,5,152
YDLQ1A08w2,,float64,5,152
YDLQ1A09w2,,float64,5,152
YDLQ1A10w2,,float64,5,152
YDLQ1A11w2,,float64,5,152
YDLQ1A12w2,,float64,5,152
YDLQ1A13w2,,float64,5,152
YDLQ1A14w2,,float64,5,152
YDLQ1A15w2,,float64,6,152
YDLQ2A01w2,,float64,6,152
YDLQ2A02w2,,float64,6,152
YDLQ2A03w2,,float64,6,152
YDLQ2A04w2,,float64,6,152
YDLQ2A05w2,,float64,5,152
YDLQ2A06w2,,float64,5,152
YDLQ2A07w2,,float64,6,152
YDLQ2A08w2,,float64,6,152
YDLQ2A09w2,,float64,6,152
YDLQ2A10w2,,float64,5,152
YDLQ2A11w2,,float64,5,152
YDLQ2A12w2,,float64,5,152
YDLQ2A13w2,,float64,5,152
YDLQ2A14w2,,float64,5,152
YDLQ2A15w2,,float64,6,152
YPHY1A00w2,,float64,4,152
YPHY1B00w2,,float64,5,152
YPHY1C00w2,,float64,8,152
YPHY2A00w2,,float64,46,152
YPHY2B00w2,,float64,70,152
YPHY2C00w2,,float64,7,152
YMDA1A00w2,,float64,3,152
YMDA1B01w2,,float64,4,186
YMDA1B02w2,,float64,4,186
YMDA1B03w2,,float64,4,186
YMDA1B04w2,,float64,4,186
YMDA1B05w2,,float64,4,186
YMDA1B06w2,,float64,4,186
YMDA1B07w2,,float64,4,186
YMDA1B08w2,,float64,4,186
YMDA1B09w2,,float64,4,186
YMDA1B10w2,,float64,4,186
YMDA1B11w2,,float64,4,186
YMDA1B12w2,,float64,4,186
YMDA1B13w2,,float64,5,186
YMDA1B13_Tw2,,object,10,0
YMDA1C01w2,,float64,4,186
YMDA1C02w2,,float64,4,186
YMDA1C03w2,,float64,4,186
YMDA1C04w2,,float64,4,186
YMDA1C05w2,,float64,4,186
YMDA1C06w2,,float64,4,186
YMDA1C07w2,,float64,4,186
YMDA1C08w2,,float64,4,186
YMDA1C09w2,,float64,4,186
YMDA1C10w2,,float64,4,186
YMDA1C11w2,,float64,4,186
YMDA1C12w2,,float64,4,186
YMDA1C13w2,,float64,4,186
YMDA1C14w2,,float64,4,186
YMDA1C15w2,,float64,4,186
YACT1A01w2,,float64,4,152
YACT1A02w2,,float64,4,152
YACT1A03w2,,float64,4,152
YACT1A04w2,,float64,4,152
YACT1A05w2,,float64,4,152
YACT1A06w2,,float64,4,152
YACT1A07w2,,float64,4,152
YACT1A08w2,,float64,4,152
YACT1A09w2,,float64,4,152
YACT1B01w2,,float64,4,830
YACT1B02w2,,float64,4,1704
YACT1B03w2,,float64,4,1677
YACT1B04w2,,float64,4,1089
YACT1B05w2,,float64,4,1248
YACT1B06w2,,float64,4,2304
YACT1B07w2,,float64,4,1548
YACT1B08w2,,float64,4,1805
YACT1B09w2,,float64,4,1916
YACT2A01w2,,float64,4,152
YACT2A02w2,,float64,4,152
YACT2B01w2,,float64,4,1078
YACT2B02w2,,float64,4,2077
YACT3A00w2,,float64,2,152
YACT3B01w2,,float64,5,1379
YACT3B02w2,,float64,6,1379
YACT3B03w2,,float64,6,1379
YACT3B04w2,,float64,6,1379
YACT3B05w2,,float64,6,1379
YACT3B06w2,,float64,6,1379
YACT3B07w2,,float64,6,1379
YACT3B08w2,,float64,6,1379
YACT3B09w2,,float64,6,1379
YEDU1A00w2,,float64,6,152
YEDU2A01w2,,float64,4,152
YEDU2A02w2,,float64,4,152
YEDU2A03w2,,float64,4,152
YEDU2A04w2,,float64,4,152
YEDU2A05w2,,float64,4,152
YEDU2A06w2,,float64,4,152
YEDU2A07w2,,float64,4,152
YEDU2A08w2,,float64,4,152
YEDU2A09w2,,float64,4,152
YEDU2A10w2,,float64,4,152
YEDU2A11w2,,float64,4,152
YEDU2A12w2,,float64,4,152
YEDU2A13w2,,float64,4,152
YEDU3A01w2,,float64,4,152
YEDU3A02w2,,float64,4,152
YEDU3A03w2,,float64,4,152
YEDU3A04w2,,float64,4,152
YEDU3A05w2,,float64,4,152
YEDU3A06w2,,float64,4,152
YEDU3A07w2,,float64,4,152
YEDU3A08w2,,float64,4,152
YEDU3A09w2,,float64,4,152
YEDU3A10w2,,float64,4,152
YEDU3A11w2,,float64,4,152
YEDU3A12w2,,float64,4,152
YEDU3A13w2,,float64,4,152
YEDU3A14w2,,float64,4,152
YFAM1A01w2,,float64,20,152
YFAM1A02w2,,float64,6,152
YFAM1A03w2,,float64,24,152
YFAM1A04w2,,float64,6,152
YFAM3A00w2,,float64,7,152
YFAM3B00w2,,float64,5,510
YFAM1B01w2,,float64,14,1530
YFAM1B02w2,,float64,6,1530
YFAM1B03w2,,float64,22,1530
YFAM1B04w2,,float64,6,1530
YFAM1C01w2,,float64,18,1421
YFAM1C02w2,,float64,6,1421
YFAM1C03w2,,float64,23,1421
YFAM1C04w2,,float64,6,1421
YFAM1D01w2,,float64,18,2147
YFAM1D02w2,,float64,6,2147
YFAM1D03w2,,float64,23,2147
YFAM1D04w2,,float64,6,2147
YFAM1E01w2,,float64,9,2521
YFAM1E02w2,,float64,4,2521
YFAM1E03w2,,float64,18,2521
YFAM1E04w2,,float64,5,2521
YFAM1F01w2,,float64,4,2580
YFAM1F02w2,,float64,3,2580
YFAM1F03w2,,float64,7,2580
YFAM1F04w2,,float64,3,2580
YFAM2A01w2,,float64,4,152
YFAM2A02w2,,float64,4,152
YFAM2A03w2,,float64,4,152
YFAM2A04w2,,float64,4,152
YFAM2B01w2,,float64,4,152
YFAM2B02w2,,float64,4,152
YFAM2B03w2,,float64,4,152
YFAM2B04w2,,float64,4,152
YFAM2C01w2,,float64,4,152
YFAM2C02w2,,float64,4,152
YFAM2C03w2,,float64,4,152
YFAM2C04w2,,float64,4,152
YFAM2D01w2,,float64,4,152
YFAM2D02w2,,float64,4,152
YFAM2D03w2,,float64,4,152
YFAM2D04w2,,float64,4,152
YFAM2E01w2,,float64,4,152
YFAM2E02w2,,float64,4,152
YFAM2E03w2,,float64,4,152
YFAM2E04w2,,float64,4,152
YFAM2F01w2,,float64,4,152
YFAM2F02w2,,float64,4,152
YFAM2F03w2,,float64,4,152
YFAM2F04w2,,float64,4,152
