var,label,dtype,n_unique,n_missing
ID,,float64,2590,0
HID,,float64,2579,0
PID,,float64,2,0
SCLIDw5,,float64,783,338
WEIGHTA1w5,,float64,326,338
WEIGHTA2w5,,float64,326,338
WEIGHTB1w5,,float64,2052,538
WEIGHTB2w5,,float64,2052,538
SURVEY1w5,,float64,2,0
SURVEY2w5,,float64,2,0
COHORTw5,,float64,1,0
ARA1Aw5,,float64,17,359
ARA2Aw5,,float64,3,359
ARA1Bw5,,float64,17,338
SCLTYPw5,,float64,7,359
YTWINw5,,float64,3,338
YBRT1Aw5,,float64,3,338
YBRT1Bw5,,float64,12,338
YGENDERw5,,float64,2,338
YTIM1A01w5,,float64,9,338
YTIM1A02w5,,float64,6,338
YTIM1B01w5,,float64,9,338
YTIM1B02w5,,float64,6,338
YTIM1C01w5,,float64,4,338
YTIM1A03w5,,float64,11,338
YTIM1A04w5,,float64,6,338
YTIM1B03w5,,float64,10,338
YTIM1B04w5,,float64,6,338
YTIM1C02w5,,float64,4,338
YTIM1D01w5,,float64,7,338
YTIM1D02w5,,float64,7,338
YTIM1E01w5,,float64,7,338
YTIM1E02w5,,float64,7,338
YTIM1F01w5,,float64,7,338
YTIM1F02w5,,float64,7,338
YTIM1G01w5,,float64,7,338
YTIM1G02w5,,float64,7,338
YTIM1H01w5,,float64,7,338
YTIM1H02w5,,float64,7,338
YTIM1I01w5,,float64,7,338
YTIM1I02w5,,float64,7,338
YTIM1J01w5,,float64,7,338
YTIM1J02w5,,float64,7,338
YTIM1K01w5,,float64,7,338
YTIM1K02w5,,float64,7,338
YTIM1L01w5,,float64,7,338
YTIM1L02w5,,float64,7,338
YTIM1M01w5,,float64,7,338
YTIM1M02w5,,float64,7,338
YTIM1N01w5,,float64,7,338
YTIM1N02w5,,float64,7,338
YINT1A00w5,,float64,6,338
YINT1B00w5,,float64,6,338
YINT2A01w5,,float64,4,338
YINT2A02w5,,float64,4,338
YINT2A03w5,,float64,4,338
YINT2A04w5,,float64,4,338
YINT2A05w5,,float64,4,338
YINT2A06w5,,float64,4,338
YINT2A07w5,,float64,4,338
YINT2A08w5,,float64,4,338
YINT2A09w5,,float64,4,338
YINT2A10w5,,float64,4,338
YINT2A11w5,,float64,4,338
YINT2A12w5,,float64,4,338
YINT2A13w5,,float64,4,338
YINT2A14w5,,float64,4,338
YINT2A15w5,,float64,4,338
YINT2A16w5,,float64,4,338
YINT2B01w5,,float64,4,338
YINT2B02w5,,float64,4,338
YINT2B03w5,,float64,4,338
YINT2B04w5,,float64,4,338
YINT2B05w5,,float64,4,338
YINT2B06w5,,float64,4,338
YINT2B07w5,,float64,4,338
YINT2B08w5,,float64,4,338
YINT2B09w5,,float64,4,338
YINT2B10w5,,float64,4,338
YINT2B11w5,,float64,4,338
YINT2B12w5,,float64,4,338
YINT2B13w5,,float64,4,338
YINT2B14w5,,float64,4,338
YINT2B15w5,,float64,4,338
YINT2B16w5,,float64,4,338
YFUR1A00w5,,float64,5,338
YFUR1B00w5,,float64,3,338
YFUR2A01w5,,float64,5,338
YFUR2A02w5,,float64,5,338
YFUR2A03w5,,float64,5,338
YFUR2A04w5,,float64,5,338
YFUR2A05w5,,float64,5,338
YFUR2A06w5,,float64,5,338
YFUR2A07w5,,float64,5,338
YFUR2A08w5,,float64,4,338
YFUR2A08_Tw5,,object,3,0
YFUR3A01w5,,float64,4,338
YFUR3A02w5,,float64,4,338
YFUR3A03w5,,float64,4,338
YFUR3B01w5,,float64,4,338
YFUR3B02w5,,float64,4,338
YFUR3B03w5,,float64,4,338
YFUR3B04w5,,float64,4,338
YFUR3B05w5,,float64,4,338
YFUR3C01w5,,float64,4,338
YFUR3C02w5,,float64,4,338
YFUR3C03w5,,float64,4,338
YFUR3C04w5,,float64,4,338
YFUR3C05w5,,float64,4,338
YPSY1A01w5,,float64,4,338
YPSY1A02w5,,float64,4,338
YPSY1A03w5,,float64,4,338
YPSY1A04w5,,float64,4,338
YPSY1A05w5,,float64,4,338
YPSY2A01w5,,float64,4,338
YPSY2A02w5,,float64,4,338
YPSY2A03w5,,float64,4,338
YPSY2A04w5,,float64,4,338
YPSY3A01w5,,float64,4,338
YPSY3A02w5,,float64,4,338
YPSY3A03w5,,float64,4,338
YPSY3A04w5,,float64,4,338
YPSY3A05w5,,float64,4,338
YPSY3A06w5,,float64,4,338
YPSY3A07w5,,float64,4,338
YPSY3A08w5,,float64,4,338
YPSY3A09w5,,float64,4,338
YPSY3A10w5,,float64,4,338
YPSY4A01w5,,float64,4,338
YPSY4A02w5,,float64,4,338
YPSY4A03w5,,float64,4,338
YPSY4A04w5,,float64,4,338
YPSY4A05w5,,float64,4,338
YPSY4A06w5,,float64,4,338
YPSY4A07w5,,float64,4,338
YPSY4B01w5,,float64,4,338
YPSY4B02w5,,float64,4,338
YPSY4B03w5,,float64,4,338
YPSY4B04w5,,float64,4,338
YPSY4B05w5,,float64,4,338
YPSY4B06w5,,float64,4,338
YPSY4C01w5,,float64,4,338
YPSY4C02w5,,float64,4,338
YPSY4C03w5,,float64,4,338
YPSY4C04w5,,float64,4,338
YPSY4C05w5,,float64,4,338
YPSY4C06w5,,float64,4,338
YPSY4C07w5,,float64,4,338
YPSY4C08w5,,float64,4,338
YPSY4D01w5,,float64,4,338
YPSY4D02w5,,float64,4,338
YPSY4D03w5,,float64,4,338
YPSY4D04w5,,float64,4,338
YPSY4D05w5,,float64,4,338
YPSY4E01w5,,float64,4,338
YPSY4E02w5,,float64,4,338
YPSY4E03w5,,float64,4,338
YPSY4E04w5,,float64,4,338
YPSY4E05w5,,float64,4,338
YPSY4E06w5,,float64,4,338
YPSY4E07w5,,float64,4,338
YPSY4E08w5,,float64,4,338
