var,label,n_waves,waves
YPSY6A21w7,,1,Y7
YPSY6A22w1,,1,Y1
YPSY6A22w2,,1,Y2
YPSY6A22w3,,1,Y3
YPSY6A22w4,,1,Y4
YPSY6A22w5,,1,Y5
YPSY6A22w6,,1,Y6
YPSY6A22w7,,1,Y7
YPSY6A23w1,,1,Y1
YPSY6A23w2,,1,Y2
YPSY6A23w3,,1,Y3
YPSY6A23w4,,1,Y4
YPSY6A23w5,,1,Y5
YPSY6A23w6,,1,Y6
YPSY6A23w7,,1,Y7
YPSY6A24w1,,1,Y1
YPSY6A24w2,,1,Y2
YPSY6A24w3,,1,Y3
YPSY6A24w4,,1,Y4
YPSY6A24w5,,1,Y5
YPSY6A24w6,,1,Y6
YPSY6A24w7,,1,Y7
YPSY6A25w1,,1,Y1
YPSY6A25w2,,1,Y2
YPSY6A25w3,,1,Y3
YPSY6A25w4,,1,Y4
YPSY6A25w5,,1,Y5
YPSY6A25w6,,1,Y6
YPSY6A25w7,,1,Y7
YPSY6A26w1,,1,Y1
YPSY6A26w2,,1,Y2
YPSY6A26w3,,1,Y3
YPSY6A26w4,,1,Y4
YPSY6A26w5,,1,Y5
YPSY6A26w6,,1,Y6
YPSY6A26w7,,1,Y7
YPSY6A27w1,,1,Y1
YPSY6A27w2,,1,Y2
YPSY6A27w3,,1,Y3
YPSY6A27w4,,1,Y4
YPSY6A27w5,,1,Y5
YPSY6A27w6,,1,Y6
YPSY6A27w7,,1,Y7
YPSY6A28w1,,1,Y1
YPSY6A28w2,,1,Y2
YPSY6A28w3,,1,Y3
YPSY6A28w4,,1,Y4
YPSY6A28w5,,1,Y5
YPSY6A28w6,,1,Y6
YPSY6A28w7,,1,Y7
YPSY6A29w1,,1,Y1
YPSY6A29w2,,1,Y2
YPSY6A29w3,,1,Y3
YPSY6A29w4,,1,Y4
YPSY6A29w5,,1,Y5
YPSY6A29w6,,1,Y6
YPSY6A29w7,,1,Y7
YPSY6A30w1,,1,Y1
YPSY6A30w2,,1,Y2
YPSY6A30w3,,1,Y3
YPSY6A30w4,,1,Y4
YPSY6A30w5,,1,Y5
YPSY6A30w6,,1,Y6
YPSY6A30w7,,1,Y7
YPSY6Ascw1,,1,Y1
YPSY6Ascw2,,1,Y2
YPSY6Ascw3,,1,Y3
YPSY6Ascw4,,1,Y4
YPSY6Ascw5,,1,Y5
YPSY6Ascw6,,1,Y6
YPSY6Ascw7,,1,Y7
YPSY7A01w1,,1,Y1
YPSY7A01w2,,1,Y2
YPSY7A01w3,,1,Y3
YPSY7A01w4,,1,Y4
YPSY7A01w5,,1,Y5
YPSY7A01w6,,1,Y6
YPSY7A01w7,,1,Y7
YPSY7A02w1,,1,Y1
YPSY7A02w2,,1,Y2
YPSY7A02w3,,1,Y3
YPSY7A02w4,,1,Y4
YPSY7A02w5,,1,Y5
YPSY7A02w6,,1,Y6
YPSY7A02w7,,1,Y7
YPSY7A03w1,,1,Y1
YPSY7A03w2,,1,Y2
YPSY7A03w3,,1,Y3
YPSY7A03w4,,1,Y4
YPSY7A03w5,,1,Y5
YPSY7A03w6,,1,Y6
YPSY7A03w7,,1,Y7
YPSY7A04w1,,1,Y1
YPSY7A04w2,,1,Y2
YPSY7A04w3,,1,Y3
YPSY7A04w4,,1,Y4
YPSY7A04w5,,1,Y5
YPSY7A04w6,,1,Y6
YPSY7A04w7,,1,Y7
YPSY7A05w1,,1,Y1
YPSY7A05w2,,1,Y2
YPSY7A05w3,,1,Y3
YPSY7A05w4,,1,Y4
YPSY7A05w5,,1,Y5
YPSY7A05w6,,1,Y6
YPSY7A05w7,,1,Y7
YPSY7A06w1,,1,Y1
YPSY7A06w2,,1,Y2
YPSY7A06w3,,1,Y3
YPSY7A06w4,,1,Y4
YPSY7A06w5,,1,Y5
YPSY7A06w6,,1,Y6
YPSY7A06w7,,1,Y7
YPSY7A07w1,,1,Y1
YPSY7A07w2,,1,Y2
YPSY7A07w3,,1,Y3
YPSY7A07w4,,1,Y4
YPSY7A07w5,,1,Y5
YPSY7A07w6,,1,Y6
YPSY7A07w7,,1,Y7
YPSY7A08w1,,1,Y1
YPSY7A08w2,,1,Y2
YPSY7A08w3,,1,Y3
YPSY7A08w4,,1,Y4
YPSY7A08w5,,1,Y5
YPSY7A08w6,,1,Y6
YPSY7A08w7,,1,Y7
YRME1A01w4,,1,Y4
YRME1A02w4,,1,Y4
YRME1A03w4,,1,Y4
YRME1A04w4,,1,Y4
YRME1A05w4,,1,Y4
YRME1A06w4,,1,Y4
YRME1A07w4,,1,Y4
YRME1A08w4,,1,Y4
YRME1A09w4,,1,Y4
YRME1A10w4,,1,Y4
YRME1A11w4,,1,Y4
YRME1A12w4,,1,Y4
YRME1A13w4,,1,Y4
YRME1A14w4,,1,Y4
YRME1A15w4,,1,Y4
YRME1A16w4,,1,Y4
YRME1A17w4,,1,Y4
YRME1A18w4,,1,Y4
YRME1A19w4,,1,Y4
YRME1A20w4,,1,Y4
YRME1A21w4,,1,Y4
YRME1A22w4,,1,Y4
YRME1A23w4,,1,Y4
YRME1A24w4,,1,Y4
YRME1A25w4,,1,Y4
YRME1A26w4,,1,Y4
YRME1A27w4,,1,Y4
YRME1A28w4,,1,Y4
YRME1Ascw4,,1,Y4
YRRS1A01w7,,1,Y7
YRRS1A02w7,,1,Y7
YRRS1A03w7,,1,Y7
YRRS1A04w7,,1,Y7
YRRS1A05w7,,1,Y7
YRRS1A06w7,,1,Y7
YRRS1A07w7,,1,Y7
YRRS1A08w7,,1,Y7
YRRS1A09w7,,1,Y7
YRRS1A10w7,,1,Y7
YRRS1A11w7,,1,Y7
YRRS1A12w7,,1,Y7
YRRS1A13w7,,1,Y7
YRRS1A14w7,,1,Y7
YRRS1A15w7,,1,Y7
YRRS1A16w7,,1,Y7
YRRS1A17w7,,1,Y7
YRRS1A18w7,,1,Y7
YSVL1A07w6,,1,Y6
YSVL1B01_1w6,,1,Y6
YSVL1B01_2w6,,1,Y6
YSVL1B01_3w6,,1,Y6
YSVL1B01_4w6,,1,Y6
YSVL1B01_5w6,,1,Y6
YSVL1B01_6w6,,1,Y6
YSVL1B02_1w6,,1,Y6
YSVL1B02_2w6,,1,Y6
YSVL1B02_3w6,,1,Y6
YSVL1B02_4w6,,1,Y6
YSVL1B02_5w6,,1,Y6
YSVL1B02_6w6,,1,Y6
YSVL1B03_1w6,,1,Y6
YSVL1B03_2w6,,1,Y6
YSVL1B03_3w6,,1,Y6
YSVL1B03_4w6,,1,Y6
YSVL1B03_5w6,,1,Y6
YSVL1B03_6w6,,1,Y6
YSVL1B04_1w6,,1,Y6
YSVL1B04_2w6,,1,Y6
YSVL1B04_3w6,,1,Y6
YSVL1B04_4w6,,1,Y6
YSVL1B04_5w6,,1,Y6
YSVL1B04_6w6,,1,Y6
YSVL1B05_1w6,,1,Y6
YSVL1B05_2w6,,1,Y6
YSVL1B05_3w6,,1,Y6
YSVL1B05_4w6,,1,Y6
YSVL1B05_5w6,,1,Y6
YSVL1B05_6w6,,1,Y6
YSVL1B06_1w6,,1,Y6
YSVL1B06_2w6,,1,Y6
YSVL1B06_3w6,,1,Y6
YSVL1B06_4w6,,1,Y6
YSVL1B06_5w6,,1,Y6
YSVL1B06_6w6,,1,Y6
YSVL1B07_1w6,,1,Y6
YSVL1B07_2w6,,1,Y6
YSVL1B07_3w6,,1,Y6
YSVL1B07_4w6,,1,Y6
YSVL1B07_5w6,,1,Y6
YSVL1B07_6w6,,1,Y6
YSVL1C01w6,,1,Y6
YSVL1C02w6,,1,Y6
YSVL1C03w6,,1,Y6
YSVL1C04w6,,1,Y6
YSVL1C05w6,,1,Y6
YSVL1C06w6,,1,Y6
YSVL1C07w6,,1,Y6
YSVL1D00_1w6,,1,Y6
YSVL1D00_2w6,,1,Y6
YSVL1D00_3w6,,1,Y6
YSVL1D00_4w6,,1,Y6
YSVL1D00_5w6,,1,Y6
YSVL1D00_6w6,,1,Y6
YSVL1D00_7w6,,1,Y6
YSVL1E01_1w6,,1,Y6
YSVL1E01_2w6,,1,Y6
YSVL1E01_3w6,,1,Y6
YSVL1E01_4w6,,1,Y6
YSVL1E01_5w6,,1,Y6
YSVL1E01_6w6,,1,Y6
YSVL1E02_1w6,,1,Y6
YSVL1E02_2w6,,1,Y6
YSVL1E02_3w6,,1,Y6
YSVL1E02_4w6,,1,Y6
YSVL1E02_5w6,,1,Y6
YSVL1E02_6w6,,1,Y6
YSVL1E03_1w6,,1,Y6
YSVL1E03_2w6,,1,Y6
YSVL1E03_3w6,,1,Y6
YSVL1E03_4w6,,1,Y6
YSVL1E03_5w6,,1,Y6
YSVL1E03_6w6,,1,Y6
YSVL1E04_1w6,,1,Y6
YSVL1E04_2w6,,1,Y6
YSVL1E04_3w6,,1,Y6
YSVL1E04_4w6,,1,Y6
YSVL1E04_5w6,,1,Y6
YSVL1E04_6w6,,1,Y6
YSVL1E05_1w6,,1,Y6
YSVL1E05_2w6,,1,Y6
YSVL1E05_3w6,,1,Y6
YSVL1E05_4w6,,1,Y6
YSVL1E05_5w6,,1,Y6
YSVL1E05_6w6,,1,Y6
YSVL1E06_1w6,,1,Y6
YSVL1E06_2w6,,1,Y6
YSVL1E06_3w6,,1,Y6
YSVL1E06_4w6,,1,Y6
YSVL1E06_5w6,,1,Y6
YSVL1E06_6w6,,1,Y6
YSVL1E07_1w6,,1,Y6
YSVL1E07_2w6,,1,Y6
YSVL1E07_3w6,,1,Y6
YSVL1E07_4w6,,1,Y6
YSVL1E07_5w6,,1,Y6
YSVL1E07_6w6,,1,Y6
YSVL2A01_1w6,,1,Y6
YSVL2A01_2w6,,1,Y6
YSVL2A01_3w6,,1,Y6
YSVL2A01_4w6,,1,Y6
YSVL2A01_5w6,,1,Y6
YSVL2A01_6w6,,1,Y6
YSVL2A02_1w6,,1,Y6
YSVL2A02_2w6,,1,Y6
YSVL2A02_3w6,,1,Y6
YSVL2A02_4w6,,1,Y6
YSVL2A02_5w6,,1,Y6
YSVL2A02_6w6,,1,Y6
YSVL2A03_1w6,,1,Y6
YSVL2A03_2w6,,1,Y6
YSVL2A03_3w6,,1,Y6
YSVL2A03_4w6,,1,Y6
YSVL2A03_5w6,,1,Y6
YSVL2A03_6w6,,1,Y6
YSVL2B01_1w6,,1,Y6
YSVL2B01_2w6,,1,Y6
YSVL2B01_3w6,,1,Y6
YSVL2B01_4w6,,1,Y6
YSVL2B01_5w6,,1,Y6
YSVL2B01_6w6,,1,Y6
YSVL2B01_7w6,,1,Y6
YSVL2B02_1w6,,1,Y6
YSVL2B02_2w6,,1,Y6
YSVL2B02_3w6,,1,Y6
YSVL2B02_4w6,,1,Y6
YSVL2B02_5w6,,1,Y6
YSVL2B02_6w6,,1,Y6
YSVL2B02_7w6,,1,Y6
YSVL2C01w6,,1,Y6
YSVL2C02w6,,1,Y6
YSVL3A01w6,,1,Y6
YSVL3A02w6,,1,Y6
YSVL3A03w6,,1,Y6
YSVL3A04w6,,1,Y6
YSVL3A05w6,,1,Y6
YSVL3A06w6,,1,Y6
YSVL3A07w6,,1,Y6
YSVL3A08w6,,1,Y6
YSVL3A09w6,,1,Y6
YSVL3A10w6,,1,Y6
YSVL3A11w6,,1,Y6
YSVL3A12w6,,1,Y6
YSVL3A13w6,,1,Y6
YSVL3A14w6,,1,Y6
YSVL3A15w6,,1,Y6
YTIM1A01w1,,1,Y1
YTIM1A01w2,,1,Y2
YTIM1A01w3,,1,Y3
YTIM1A01w4,,1,Y4
YTIM1A01w5,,1,Y5
YTIM1A01w6,,1,Y6
YTIM1A01w7,,1,Y7
YTIM1A02w1,,1,Y1
YTIM1A02w2,,1,Y2
YTIM1A02w3,,1,Y3
YTIM1A02w4,,1,Y4
YTIM1A02w5,,1,Y5
YTIM1A02w6,,1,Y6
YTIM1A02w7,,1,Y7
YTIM1A03w1,,1,Y1
YTIM1A03w2,,1,Y2
YTIM1A03w3,,1,Y3
YTIM1A03w4,,1,Y4
YTIM1A03w5,,1,Y5
YTIM1A03w6,,1,Y6
YTIM1A03w7,,1,Y7
YTIM1A04w1,,1,Y1
YTIM1A04w2,,1,Y2
YTIM1A04w3,,1,Y3
YTIM1A04w4,,1,Y4
YTIM1A04w5,,1,Y5
YTIM1A04w6,,1,Y6
YTIM1A04w7,,1,Y7
YTIM1B01w1,,1,Y1
YTIM1B01w2,,1,Y2
YTIM1B01w3,,1,Y3
YTIM1B01w4,,1,Y4
YTIM1B01w5,,1,Y5
YTIM1B01w6,,1,Y6
YTIM1B01w7,,1,Y7
YTIM1B02w1,,1,Y1
YTIM1B02w2,,1,Y2
YTIM1B02w3,,1,Y3
YTIM1B02w4,,1,Y4
YTIM1B02w5,,1,Y5
YTIM1B02w6,,1,Y6
YTIM1B02w7,,1,Y7
YTIM1B03w1,,1,Y1
YTIM1B03w2,,1,Y2
YTIM1B03w3,,1,Y3
YTIM1B03w4,,1,Y4
YTIM1B03w5,,1,Y5
YTIM1B03w6,,1,Y6
YTIM1B03w7,,1,Y7
YTIM1B04w1,,1,Y1
YTIM1B04w2,,1,Y2
YTIM1B04w3,,1,Y3
YTIM1B04w4,,1,Y4
YTIM1B04w5,,1,Y5
YTIM1B04w6,,1,Y6
YTIM1B04w7,,1,Y7
YTIM1C01w1,,1,Y1
YTIM1C01w2,,1,Y2
YTIM1C01w3,,1,Y3
YTIM1C01w4,,1,Y4
YTIM1C01w5,,1,Y5
YTIM1C01w6,,1,Y6
YTIM1C01w7,,1,Y7
YTIM1C02w1,,1,Y1
YTIM1C02w2,,1,Y2
YTIM1C02w3,,1,Y3
YTIM1C02w4,,1,Y4
YTIM1C02w5,,1,Y5
YTIM1C02w6,,1,Y6
YTIM1C02w7,,1,Y7
YTIM1D01w1,,1,Y1
YTIM1D01w2,,1,Y2
YTIM1D01w3,,1,Y3
YTIM1D01w4,,1,Y4
YTIM1D01w5,,1,Y5
YTIM1D01w6,,1,Y6
YTIM1D01w7,,1,Y7
YTIM1D02w1,,1,Y1
YTIM1D02w2,,1,Y2
YTIM1D02w3,,1,Y3
YTIM1D02w4,,1,Y4
YTIM1D02w5,,1,Y5
YTIM1D02w6,,1,Y6
YTIM1D02w7,,1,Y7
YTIM1E01w1,,1,Y1
YTIM1E01w2,,1,Y2
YTIM1E01w3,,1,Y3
YTIM1E01w4,,1,Y4
YTIM1E01w5,,1,Y5
YTIM1E01w6,,1,Y6
YTIM1E01w7,,1,Y7
YTIM1E02w1,,1,Y1
YTIM1E02w2,,1,Y2
YTIM1E02w3,,1,Y3
YTIM1E02w4,,1,Y4
YTIM1E02w5,,1,Y5
YTIM1E02w6,,1,Y6
YTIM1E02w7,,1,Y7
YTIM1F01w1,,1,Y1
YTIM1F01w2,,1,Y2
YTIM1F01w3,,1,Y3
YTIM1F01w4,,1,Y4
YTIM1F01w5,,1,Y5
YTIM1F01w6,,1,Y6
YTIM1F01w7,,1,Y7
YTIM1F02w1,,1,Y1
YTIM1F02w2,,1,Y2
YTIM1F02w3,,1,Y3
YTIM1F02w4,,1,Y4
YTIM1F02w5,,1,Y5
YTIM1F02w6,,1,Y6
YTIM1F02w7,,1,Y7
YTIM1G01w1,,1,Y1
YTIM1G01w2,,1,Y2
YTIM1G01w3,,1,Y3
YTIM1G01w4,,1,Y4
YTIM1G01w5,,1,Y5
YTIM1G01w6,,1,Y6
YTIM1G01w7,,1,Y7
YTIM1G02w1,,1,Y1
YTIM1G02w2,,1,Y2
YTIM1G02w3,,1,Y3
YTIM1G02w4,,1,Y4
YTIM1G02w5,,1,Y5
YTIM1G02w6,,1,Y6
YTIM1G02w7,,1,Y7
YTIM1H01w1,,1,Y1
YTIM1H01w2,,1,Y2
YTIM1H01w3,,1,Y3
YTIM1H01w4,,1,Y4
YTIM1H01w5,,1,Y5
YTIM1H01w6,,1,Y6
YTIM1H01w7,,1,Y7
YTIM1H02w1,,1,Y1
YTIM1H02w2,,1,Y2
YTIM1H02w3,,1,Y3
YTIM1H02w4,,1,Y4
YTIM1H02w5,,1,Y5
YTIM1H02w6,,1,Y6
YTIM1H02w7,,1,Y7
YTIM1I01w1,,1,Y1
YTIM1I01w2,,1,Y2
YTIM1I01w3,,1,Y3
YTIM1I01w4,,1,Y4
YTIM1I01w5,,1,Y5
YTIM1I01w6,,1,Y6
YTIM1I01w7,,1,Y7
YTIM1I02w1,,1,Y1
YTIM1I02w2,,1,Y2
YTIM1I02w3,,1,Y3
YTIM1I02w4,,1,Y4
YTIM1I02w5,,1,Y5
YTIM1I02w6,,1,Y6
YTIM1I02w7,,1,Y7
YTIM1J01w1,,1,Y1
YTIM1J01w2,,1,Y2
YTIM1J01w3,,1,Y3
YTIM1J01w4,,1,Y4
YTIM1J01w5,,1,Y5
YTIM1J01w6,,1,Y6
YTIM1J01w7,,1,Y7
YTIM1J02w1,,1,Y1
YTIM1J02w2,,1,Y2
YTIM1J02w3,,1,Y3
YTIM1J02w4,,1,Y4
YTIM1J02w5,,1,Y5
YTIM1J02w6,,1,Y6
YTIM1J02w7,,1,Y7
YTIM1K01w1,,1,Y1
YTIM1K01w2,,1,Y2
YTIM1K01w3,,1,Y3
YTIM1K01w4,,1,Y4
YTIM1K01w5,,1,Y5
YTIM1K01w6,,1,Y6
YTIM1K01w7,,1,Y7
YTIM1K02w1,,1,Y1
YTIM1K02w2,,1,Y2
YTIM1K02w3,,1,Y3
YTIM1K02w4,,1,Y4
YTIM1K02w5,,1,Y5
YTIM1K02w6,,1,Y6
YTIM1K02w7,,1,Y7
YTIM1L01w1,,1,Y1
YTIM1L01w2,,1,Y2
YTIM1L01w3,,1,Y3
YTIM1L01w4,,1,Y4
YTIM1L01w5,,1,Y5
YTIM1L01w6,,1,Y6
YTIM1L01w7,,1,Y7
YTIM1L02w1,,1,Y1
YTIM1L02w2,,1,Y2
YTIM1L02w3,,1,Y3
YTIM1L02w4,,1,Y4
YTIM1L02w5,,1,Y5
YTIM1L02w6,,1,Y6
YTIM1L02w7,,1,Y7
YTIM1M01w1,,1,Y1
YTIM1M01w2,,1,Y2
YTIM1M01w3,,1,Y3
YTIM1M01w4,,1,Y4
YTIM1M01w5,,1,Y5
YTIM1M01w6,,1,Y6
YTIM1M01w7,,1,Y7
YTIM1M02w1,,1,Y1
YTIM1M02w2,,1,Y2
YTIM1M02w3,,1,Y3
YTIM1M02w4,,1,Y4
YTIM1M02w5,,1,Y5
YTIM1M02w6,,1,Y6
YTIM1M02w7,,1,Y7
YTIM1N01w1,,1,Y1
YTIM1N01w2,,1,Y2
YTIM1N01w3,,1,Y3
YTIM1N01w4,,1,Y4
YTIM1N01w5,,1,Y5
YTIM1N01w6,,1,Y6
YTIM1N01w7,,1,Y7
YTIM1N02w1,,1,Y1
YTIM1N02w2,,1,Y2
YTIM1N02w3,,1,Y3
YTIM1N02w4,,1,Y4
YTIM1N02w5,,1,Y5
YTIM1N02w6,,1,Y6
YTIM1N02w7,,1,Y7
YTWINw1,,1,Y1
YTWINw2,,1,Y2
YTWINw3,,1,Y3
YTWINw4,,1,Y4
YTWINw5,,1,Y5
YTWINw6,,1,Y6
YTWINw7,,1,Y7
YUNI1A01w7,,1,Y7
YUNI1A02w7,,1,Y7
YUNI1A03w7,,1,Y7
YUNI1A04w7,,1,Y7
YUNI1A05w7,,1,Y7
YUNI1B01w7,,1,Y7
YUNI1B02w7,,1,Y7
YUNI1B03w7,,1,Y7
YUNI1B04w7,,1,Y7
YUNI1B05w7,,1,Y7
YUNI1B06w7,,1,Y7
YUNI1B07w7,,1,Y7
YUNI1C01w7,,1,Y7
YUNI1C02_Tw7,,1,Y7
YUNI1C02w7,,1,Y7
YUNI1C03w7,,1,Y7
