var,label,n_waves,waves
YFAM1B01w3,,1,Y3
YFAM1B01w4,,1,Y4
YFAM1B01w5,,1,Y5
YFAM1B01w6,,1,Y6
YFAM1B01w7,,1,Y7
YFAM1B02w2,,1,Y2
YFAM1B02w3,,1,Y3
YFAM1B02w4,,1,Y4
YFAM1B02w5,,1,Y5
YFAM1B02w6,,1,Y6
YFAM1B02w7,,1,Y7
YFAM1B03w2,,1,Y2
YFAM1B03w3,,1,Y3
YFAM1B03w4,,1,Y4
YFAM1B03w5,,1,Y5
YFAM1B03w6,,1,Y6
YFAM1B03w7,,1,Y7
YFAM1B04w2,,1,Y2
YFAM1B04w3,,1,Y3
YFAM1B04w4,,1,Y4
YFAM1B04w5,,1,Y5
YFAM1B04w6,,1,Y6
YFAM1B04w7,,1,Y7
YFAM1C01w2,,1,Y2
YFAM1C01w3,,1,Y3
YFAM1C01w4,,1,Y4
YFAM1C01w5,,1,Y5
YFAM1C01w6,,1,Y6
YFAM1C01w7,,1,Y7
YFAM1C02w2,,1,Y2
YFAM1C02w3,,1,Y3
YFAM1C02w4,,1,Y4
YFAM1C02w5,,1,Y5
YFAM1C02w6,,1,Y6
YFAM1C02w7,,1,Y7
YFAM1C03w2,,1,Y2
YFAM1C03w3,,1,Y3
YFAM1C03w4,,1,Y4
YFAM1C03w5,,1,Y5
YFAM1C03w6,,1,Y6
YFAM1C03w7,,1,Y7
YFAM1C04w2,,1,Y2
YFAM1C04w3,,1,Y3
YFAM1C04w4,,1,Y4
YFAM1C04w5,,1,Y5
YFAM1C04w6,,1,Y6
YFAM1C04w7,,1,Y7
YFAM1D01w2,,1,Y2
YFAM1D01w3,,1,Y3
YFAM1D01w4,,1,Y4
YFAM1D01w5,,1,Y5
YFAM1D01w6,,1,Y6
YFAM1D01w7,,1,Y7
YFAM1D02w2,,1,Y2
YFAM1D02w3,,1,Y3
YFAM1D02w4,,1,Y4
YFAM1D02w5,,1,Y5
YFAM1D02w6,,1,Y6
YFAM1D02w7,,1,Y7
YFAM1D03w2,,1,Y2
YFAM1D03w3,,1,Y3
YFAM1D03w4,,1,Y4
YFAM1D03w5,,1,Y5
YFAM1D03w6,,1,Y6
YFAM1D03w7,,1,Y7
YFAM1D04w2,,1,Y2
YFAM1D04w3,,1,Y3
YFAM1D04w4,,1,Y4
YFAM1D04w5,,1,Y5
YFAM1D04w6,,1,Y6
YFAM1D04w7,,1,Y7
YFAM1E01w2,,1,Y2
YFAM1E01w3,,1,Y3
YFAM1E01w4,,1,Y4
YFAM1E01w5,,1,Y5
YFAM1E01w6,,1,Y6
YFAM1E01w7,,1,Y7
YFAM1E02w2,,1,Y2
YFAM1E02w3,,1,Y3
YFAM1E02w4,,1,Y4
YFAM1E02w5,,1,Y5
YFAM1E02w6,,1,Y6
YFAM1E02w7,,1,Y7
YFAM1E03w2,,1,Y2
YFAM1E03w3,,1,Y3
YFAM1E03w4,,1,Y4
YFAM1E03w5,,1,Y5
YFAM1E03w6,,1,Y6
YFAM1E03w7,,1,Y7
YFAM1E04w2,,1,Y2
YFAM1E04w3,,1,Y3
YFAM1E04w4,,1,Y4
YFAM1E04w5,,1,Y5
YFAM1E04w6,,1,Y6
YFAM1E04w7,,1,Y7
YFAM1F01w2,,1,Y2
YFAM1F01w3,,1,Y3
YFAM1F01w4,,1,Y4
YFAM1F01w5,,1,Y5
YFAM1F01w6,,1,Y6
YFAM1F01w7,,1,Y7
YFAM1F02w2,,1,Y2
YFAM1F02w3,,1,Y3
YFAM1F02w4,,1,Y4
YFAM1F02w5,,1,Y5
YFAM1F02w6,,1,Y6
YFAM1F02w7,,1,Y7
YFAM1F03w2,,1,Y2
YFAM1F03w3,,1,Y3
YFAM1F03w4,,1,Y4
YFAM1F03w5,,1,Y5
YFAM1F03w6,,1,Y6
YFAM1F03w7,,1,Y7
YFAM1F04w2,,1,Y2
YFAM1F04w3,,1,Y3
YFAM1F04w4,,1,Y4
YFAM1F04w5,,1,Y5
YFAM1F04w6,,1,Y6
YFAM1F04w7,,1,Y7
YFAM1G01w3,,1,Y3
YFAM1G01w4,,1,Y4
YFAM1G01w5,,1,Y5
YFAM1G01w6,,1,Y6
YFAM1G01w7,,1,Y7
YFAM1G02w3,,1,Y3
YFAM1G02w4,,1,Y4
YFAM1G02w5,,1,Y5
YFAM1G02w6,,1,Y6
YFAM1G02w7,,1,Y7
YFAM1G03w3,,1,Y3
YFAM1G03w4,,1,Y4
YFAM1G03w5,,1,Y5
YFAM1G03w6,,1,Y6
YFAM1G03w7,,1,Y7
YFAM1G04w3,,1,Y3
YFAM1G04w4,,1,Y4
YFAM1G04w5,,1,Y5
YFAM1G04w6,,1,Y6
YFAM1G04w7,,1,Y7
YFAM1H01w3,,1,Y3
YFAM1H01w4,,1,Y4
YFAM1H01w5,,1,Y5
YFAM1H01w6,,1,Y6
YFAM1H01w7,,1,Y7
YFAM1H02w3,,1,Y3
YFAM1H02w4,,1,Y4
YFAM1H02w5,,1,Y5
YFAM1H02w6,,1,Y6
YFAM1H02w7,,1,Y7
YFAM1H03w3,,1,Y3
YFAM1H03w4,,1,Y4
YFAM1H03w5,,1,Y5
YFAM1H03w6,,1,Y6
YFAM1H03w7,,1,Y7
YFAM1H04w3,,1,Y3
YFAM1H04w4,,1,Y4
YFAM1H04w5,,1,Y5
YFAM1H04w6,,1,Y6
YFAM1H04w7,,1,Y7
YFAM1I01w5,,1,Y5
YFAM1I02w5,,1,Y5
YFAM1I03w5,,1,Y5
YFAM1I04w5,,1,Y5
YFAM2A01w1,,1,Y1
YFAM2A01w2,,1,Y2
YFAM2A01w3,,1,Y3
YFAM2A01w4,,1,Y4
YFAM2A01w5,,1,Y5
YFAM2A01w6,,1,Y6
YFAM2A01w7,,1,Y7
YFAM2A02w1,,1,Y1
YFAM2A02w2,,1,Y2
YFAM2A02w3,,1,Y3
YFAM2A02w4,,1,Y4
YFAM2A02w5,,1,Y5
YFAM2A02w6,,1,Y6
YFAM2A02w7,,1,Y7
YFAM2A03w1,,1,Y1
YFAM2A03w2,,1,Y2
YFAM2A03w3,,1,Y3
YFAM2A03w4,,1,Y4
YFAM2A03w5,,1,Y5
YFAM2A03w6,,1,Y6
YFAM2A03w7,,1,Y7
YFAM2A04w1,,1,Y1
YFAM2A04w2,,1,Y2
YFAM2A04w3,,1,Y3
YFAM2A04w4,,1,Y4
YFAM2A04w5,,1,Y5
YFAM2A04w6,,1,Y6
YFAM2A04w7,,1,Y7
YFAM2B01w1,,1,Y1
YFAM2B01w2,,1,Y2
YFAM2B01w3,,1,Y3
YFAM2B01w4,,1,Y4
YFAM2B01w5,,1,Y5
YFAM2B01w6,,1,Y6
YFAM2B01w7,,1,Y7
YFAM2B02w1,,1,Y1
YFAM2B02w2,,1,Y2
YFAM2B02w3,,1,Y3
YFAM2B02w4,,1,Y4
YFAM2B02w5,,1,Y5
YFAM2B02w6,,1,Y6
YFAM2B02w7,,1,Y7
YFAM2B03w1,,1,Y1
YFAM2B03w2,,1,Y2
YFAM2B03w3,,1,Y3
YFAM2B03w4,,1,Y4
YFAM2B03w5,,1,Y5
YFAM2B03w6,,1,Y6
YFAM2B03w7,,1,Y7
YFAM2B04w1,,1,Y1
YFAM2B04w2,,1,Y2
YFAM2B04w3,,1,Y3
YFAM2B04w4,,1,Y4
YFAM2B04w5,,1,Y5
YFAM2B04w6,,1,Y6
YFAM2B04w7,,1,Y7
YFAM2C01w1,,1,Y1
YFAM2C01w2,,1,Y2
YFAM2C01w3,,1,Y3
YFAM2C01w4,,1,Y4
YFAM2C01w5,,1,Y5
YFAM2C01w6,,1,Y6
YFAM2C01w7,,1,Y7
YFAM2C02w1,,1,Y1
YFAM2C02w2,,1,Y2
YFAM2C02w3,,1,Y3
YFAM2C02w4,,1,Y4
YFAM2C02w5,,1,Y5
YFAM2C02w6,,1,Y6
YFAM2C02w7,,1,Y7
YFAM2C03w1,,1,Y1
YFAM2C03w2,,1,Y2
YFAM2C03w3,,1,Y3
YFAM2C03w4,,1,Y4
YFAM2C03w5,,1,Y5
YFAM2C03w6,,1,Y6
YFAM2C03w7,,1,Y7
YFAM2C04w1,,1,Y1
YFAM2C04w2,,1,Y2
YFAM2C04w3,,1,Y3
YFAM2C04w4,,1,Y4
YFAM2C04w5,,1,Y5
YFAM2C04w6,,1,Y6
YFAM2C04w7,,1,Y7
YFAM2D01w1,,1,Y1
YFAM2D01w2,,1,Y2
YFAM2D01w3,,1,Y3
YFAM2D01w4,,1,Y4
YFAM2D01w5,,1,Y5
YFAM2D01w6,,1,Y6
YFAM2D01w7,,1,Y7
YFAM2D02w1,,1,Y1
YFAM2D02w2,,1,Y2
YFAM2D02w3,,1,Y3
YFAM2D02w4,,1,Y4
YFAM2D02w5,,1,Y5
YFAM2D02w6,,1,Y6
YFAM2D02w7,,1,Y7
YFAM2D03w1,,1,Y1
YFAM2D03w2,,1,Y2
YFAM2D03w3,,1,Y3
YFAM2D03w4,,1,Y4
YFAM2D03w5,,1,Y5
YFAM2D03w6,,1,Y6
YFAM2D03w7,,1,Y7
YFAM2D04w1,,1,Y1
YFAM2D04w2,,1,Y2
YFAM2D04w3,,1,Y3
YFAM2D04w4,,1,Y4
YFAM2D04w5,,1,Y5
YFAM2D04w6,,1,Y6
YFAM2D04w7,,1,Y7
YFAM2E01w1,,1,Y1
YFAM2E01w2,,1,Y2
YFAM2E01w3,,1,Y3
YFAM2E01w4,,1,Y4
YFAM2E01w5,,1,Y5
YFAM2E01w6,,1,Y6
YFAM2E01w7,,1,Y7
YFAM2E02w1,,1,Y1
YFAM2E02w2,,1,Y2
YFAM2E02w3,,1,Y3
YFAM2E02w4,,1,Y4
YFAM2E02w5,,1,Y5
YFAM2E02w6,,1,Y6
YFAM2E02w7,,1,Y7
YFAM2E03w1,,1,Y1
YFAM2E03w2,,1,Y2
YFAM2E03w3,,1,Y3
YFAM2E03w4,,1,Y4
YFAM2E03w5,,1,Y5
YFAM2E03w6,,1,Y6
YFAM2E03w7,,1,Y7
YFAM2E04w1,,1,Y1
YFAM2E04w2,,1,Y2
YFAM2E04w3,,1,Y3
YFAM2E04w4,,1,Y4
YFAM2E04w5,,1,Y5
YFAM2E04w6,,1,Y6
YFAM2E04w7,,1,Y7
YFAM2F01w1,,1,Y1
YFAM2F01w2,,1,Y2
YFAM2F01w3,,1,Y3
YFAM2F01w4,,1,Y4
YFAM2F01w5,,1,Y5
YFAM2F01w6,,1,Y6
YFAM2F01w7,,1,Y7
YFAM2F02w1,,1,Y1
YFAM2F02w2,,1,Y2
YFAM2F02w3,,1,Y3
YFAM2F02w4,,1,Y4
YFAM2F02w5,,1,Y5
YFAM2F02w6,,1,Y6
YFAM2F02w7,,1,Y7
YFAM2F03w1,,1,Y1
YFAM2F03w2,,1,Y2
YFAM2F03w3,,1,Y3
YFAM2F03w4,,1,Y4
YFAM2F03w5,,1,Y5
YFAM2F03w6,,1,Y6
YFAM2F03w7,,1,Y7
YFAM2F04w1,,1,Y1
YFAM2F04w2,,1,Y2
YFAM2F04w3,,1,Y3
YFAM2F04w4,,1,Y4
YFAM2F04w5,,1,Y5
YFAM2F04w6,,1,Y6
YFAM2F04w7,,1,Y7
YFAM3A00w2,,1,Y2
YFAM3A00w3,,1,Y3
YFAM3A00w4,,1,Y4
YFAM3A00w5,,1,Y5
YFAM3A00w6,,1,Y6
YFAM3A00w7,,1,Y7
YFAM3B00w2,,1,Y2
YFAM3B00w3,,1,Y3
YFAM3B00w4,,1,Y4
YFAM3B00w5,,1,Y5
YFAM3B00w6,,1,Y6
YFAM3B00w7,,1,Y7
YFFA1A01w7,,1,Y7
YFFA1A02w7,,1,Y7
YFUR1A00w1,,1,Y1
YFUR1A00w2,,1,Y2
YFUR1A00w3,,1,Y3
YFUR1A00w4,,1,Y4
YFUR1A00w5,,1,Y5
YFUR1A00w6,,1,Y6
YFUR1A00w7,,1,Y7
YFUR1B00w1,,1,Y1
YFUR1B00w2,,1,Y2
YFUR1B00w3,,1,Y3
YFUR1B00w4,,1,Y4
YFUR1B00w5,,1,Y5
YFUR1B00w6,,1,Y6
YFUR1B00w7,,1,Y7
YFUR2A01w1,,1,Y1
YFUR2A01w2,,1,Y2
YFUR2A01w3,,1,Y3
YFUR2A01w4,,1,Y4
YFUR2A01w5,,1,Y5
YFUR2A01w6,,1,Y6
YFUR2A01w7,,1,Y7
YFUR2A02w1,,1,Y1
YFUR2A02w2,,1,Y2
YFUR2A02w3,,1,Y3
YFUR2A02w4,,1,Y4
YFUR2A02w5,,1,Y5
YFUR2A02w6,,1,Y6
YFUR2A02w7,,1,Y7
YFUR2A03w1,,1,Y1
YFUR2A03w2,,1,Y2
YFUR2A03w3,,1,Y3
YFUR2A03w4,,1,Y4
YFUR2A03w5,,1,Y5
YFUR2A03w6,,1,Y6
YFUR2A03w7,,1,Y7
YFUR2A04w1,,1,Y1
YFUR2A04w2,,1,Y2
YFUR2A04w3,,1,Y3
YFUR2A04w4,,1,Y4
YFUR2A04w5,,1,Y5
YFUR2A04w6,,1,Y6
YFUR2A04w7,,1,Y7
YFUR2A05w1,,1,Y1
YFUR2A05w2,,1,Y2
YFUR2A05w3,,1,Y3
YFUR2A05w4,,1,Y4
YFUR2A05w5,,1,Y5
YFUR2A05w6,,1,Y6
YFUR2A05w7,,1,Y7
YFUR2A06w1,,1,Y1
YFUR2A06w2,,1,Y2
YFUR2A06w3,,1,Y3
YFUR2A06w4,,1,Y4
YFUR2A06w5,,1,Y5
YFUR2A06w6,,1,Y6
YFUR2A06w7,,1,Y7
YFUR2A07w1,,1,Y1
YFUR2A07w2,,1,Y2
YFUR2A07w3,,1,Y3
YFUR2A07w4,,1,Y4
YFUR2A07w5,,1,Y5
YFUR2A07w6,,1,Y6
YFUR2A07w7,,1,Y7
YFUR2A08_Tw1,,1,Y1
YFUR2A08_Tw2,,1,Y2
YFUR2A08_Tw3,,1,Y3
YFUR2A08_Tw4,,1,Y4
YFUR2A08_Tw5,,1,Y5
YFUR2A08_Tw6,,1,Y6
YFUR2A08_Tw7,,1,Y7
YFUR2A08w1,,1,Y1
YFUR2A08w2,,1,Y2
YFUR2A08w3,,1,Y3
YFUR2A08w4,,1,Y4
YFUR2A08w5,,1,Y5
YFUR2A08w6,,1,Y6
YFUR2A08w7,,1,Y7
YFUR3A01w4,,1,Y4
YFUR3A01w5,,1,Y5
YFUR3A01w6,,1,Y6
YFUR3A01w7,,1,Y7
YFUR3A02w4,,1,Y4
YFUR3A02w5,,1,Y5
YFUR3A02w6,,1,Y6
YFUR3A02w7,,1,Y7
YFUR3A03w4,,1,Y4
YFUR3A03w5,,1,Y5
YFUR3A03w6,,1,Y6
YFUR3A03w7,,1,Y7
YFUR3B01w4,,1,Y4
YFUR3B01w5,,1,Y5
YFUR3B01w6,,1,Y6
YFUR3B01w7,,1,Y7
YFUR3B02w4,,1,Y4
YFUR3B02w5,,1,Y5
YFUR3B02w6,,1,Y6
YFUR3B02w7,,1,Y7
YFUR3B03w4,,1,Y4
YFUR3B03w5,,1,Y5
YFUR3B03w6,,1,Y6
YFUR3B03w7,,1,Y7
YFUR3B04w4,,1,Y4
YFUR3B04w5,,1,Y5
YFUR3B04w6,,1,Y6
YFUR3B04w7,,1,Y7
YFUR3B05w4,,1,Y4
YFUR3B05w5,,1,Y5
YFUR3B05w6,,1,Y6
YFUR3B05w7,,1,Y7
YFUR3C01w4,,1,Y4
YFUR3C01w5,,1,Y5
YFUR3C01w6,,1,Y6
YFUR3C01w7,,1,Y7
YFUR3C02w4,,1,Y4
YFUR3C02w5,,1,Y5
YFUR3C02w6,,1,Y6
YFUR3C02w7,,1,Y7
YFUR3C03w4,,1,Y4
YFUR3C03w5,,1,Y5
YFUR3C03w6,,1,Y6
YFUR3C03w7,,1,Y7
YFUR3C04w4,,1,Y4
YFUR3C04w5,,1,Y5
YFUR3C04w6,,1,Y6
YFUR3C04w7,,1,Y7
YFUR3C05w4,,1,Y4
YFUR3C05w5,,1,Y5
YFUR3C05w6,,1,Y6
YFUR3C05w7,,1,Y7
YFUR4A00w5,,1,Y5
YFUR4B01w5,,1,Y5
YFUR4B02w5,,1,Y5
YFUR4B03w5,,1,Y5
YFUR4B04w5,,1,Y5
YFUR4B05w5,,1,Y5
YFUR4B06w5,,1,Y5
YFUR4B07w5,,1,Y5
YFUR4B08w5,,1,Y5
YFUR4B09w5,,1,Y5
YFUR4B10w5,,1,Y5
YFUR4B11w5,,1,Y5
YFUR4B12w5,,1,Y5
YFUR4C01w5,,1,Y5
YFUR4C02w5,,1,Y5
YFUR4C03w5,,1,Y5
YFUR4C04w5,,1,Y5
YFUR4C05w5,,1,Y5
YFUR4C06w5,,1,Y5
YFUR4C07w5,,1,Y5
YFUR4C08w5,,1,Y5
YFUR4C09w5,,1,Y5
YFUR4C10w5,,1,Y5
YFUR4C11w5,,1,Y5
YFUR4C12w5,,1,Y5
YFUR4C13w5,,1,Y5
YFUR4C14w5,,1,Y5
YFUR4C15w5,,1,Y5
YFUR4C16w5,,1,Y5
YFUR4D00w5,,1,Y5
YFUR4E00w5,,1,Y5
YGENDERw1,,1,Y1
YGENDERw2,,1,Y2
YGENDERw3,,1,Y3
YGENDERw4,,1,Y4
YGENDERw5,,1,Y5
YGENDERw6,,1,Y6
YGENDERw7,,1,Y7
YINT1A00w1,,1,Y1
YINT1A00w2,,1,Y2
YINT1A00w3,,1,Y3
YINT1A00w4,,1,Y4
YINT1A00w5,,1,Y5
YINT1A00w6,,1,Y6
YINT1A00w7,,1,Y7
YINT1B00w1,,1,Y1
YINT1B00w2,,1,Y2
YINT1B00w3,,1,Y3
YINT1B00w4,,1,Y4
YINT1B00w5,,1,Y5
YINT1B00w6,,1,Y6
YINT1B00w7,,1,Y7
YINT2A01w1,,1,Y1
YINT2A01w2,,1,Y2
YINT2A01w3,,1,Y3
YINT2A01w4,,1,Y4
YINT2A01w5,,1,Y5
YINT2A01w6,,1,Y6
YINT2A01w7,,1,Y7
YINT2A02w1,,1,Y1
YINT2A02w2,,1,Y2
YINT2A02w3,,1,Y3
YINT2A02w4,,1,Y4
YINT2A02w5,,1,Y5
YINT2A02w6,,1,Y6
YINT2A02w7,,1,Y7
YINT2A03w1,,1,Y1
YINT2A03w2,,1,Y2
YINT2A03w3,,1,Y3
YINT2A03w4,,1,Y4
YINT2A03w5,,1,Y5
YINT2A03w6,,1,Y6
YINT2A03w7,,1,Y7
YINT2A04w1,,1,Y1
YINT2A04w2,,1,Y2
YINT2A04w3,,1,Y3
YINT2A04w4,,1,Y4
YINT2A04w5,,1,Y5
YINT2A04w6,,1,Y6
YINT2A04w7,,1,Y7
YINT2A05w1,,1,Y1
YINT2A05w2,,1,Y2
YINT2A05w3,,1,Y3
YINT2A05w4,,1,Y4
YINT2A05w5,,1,Y5
YINT2A05w6,,1,Y6
YINT2A05w7,,1,Y7
YINT2A06w1,,1,Y1
YINT2A06w2,,1,Y2
YINT2A06w3,,1,Y3
YINT2A06w4,,1,Y4
YINT2A06w5,,1,Y5
YINT2A06w6,,1,Y6
YINT2A06w7,,1,Y7
YINT2A07w1,,1,Y1
YINT2A07w2,,1,Y2
YINT2A07w3,,1,Y3
YINT2A07w4,,1,Y4
YINT2A07w5,,1,Y5
YINT2A07w6,,1,Y6
YINT2A07w7,,1,Y7
YINT2A08w1,,1,Y1
YINT2A08w2,,1,Y2
YINT2A08w3,,1,Y3
YINT2A08w4,,1,Y4
YINT2A08w5,,1,Y5
YINT2A08w6,,1,Y6
YINT2A08w7,,1,Y7
YINT2A09w1,,1,Y1
YINT2A09w2,,1,Y2
YINT2A09w3,,1,Y3
YINT2A09w4,,1,Y4
YINT2A09w5,,1,Y5
YINT2A09w6,,1,Y6
YINT2A09w7,,1,Y7
YINT2A10w1,,1,Y1
YINT2A10w2,,1,Y2
YINT2A10w3,,1,Y3
YINT2A10w4,,1,Y4
YINT2A10w5,,1,Y5
YINT2A10w6,,1,Y6
YINT2A10w7,,1,Y7
YINT2A11w1,,1,Y1
YINT2A11w2,,1,Y2
YINT2A11w3,,1,Y3
YINT2A11w4,,1,Y4
YINT2A11w5,,1,Y5
YINT2A11w6,,1,Y6
YINT2A11w7,,1,Y7
YINT2A12w1,,1,Y1
YINT2A12w2,,1,Y2
YINT2A12w3,,1,Y3
YINT2A12w4,,1,Y4
YINT2A12w5,,1,Y5
YINT2A12w6,,1,Y6
YINT2A12w7,,1,Y7
YINT2A13w1,,1,Y1
YINT2A13w2,,1,Y2
YINT2A13w3,,1,Y3
YINT2A13w4,,1,Y4
YINT2A13w5,,1,Y5
YINT2A13w6,,1,Y6
YINT2A13w7,,1,Y7
YINT2A14w1,,1,Y1
YINT2A14w2,,1,Y2
YINT2A14w3,,1,Y3
YINT2A14w4,,1,Y4
YINT2A14w5,,1,Y5
YINT2A14w6,,1,Y6
YINT2A14w7,,1,Y7
YINT2A15w1,,1,Y1
YINT2A15w2,,1,Y2
YINT2A15w3,,1,Y3
YINT2A15w4,,1,Y4
YINT2A15w5,,1,Y5
YINT2A15w6,,1,Y6
YINT2A15w7,,1,Y7
YINT2A16w1,,1,Y1
YINT2A16w2,,1,Y2
YINT2A16w3,,1,Y3
YINT2A16w4,,1,Y4
YINT2A16w5,,1,Y5
YINT2A16w6,,1,Y6
YINT2A16w7,,1,Y7
YINT2B01w1,,1,Y1
YINT2B01w2,,1,Y2
YINT2B01w3,,1,Y3
YINT2B01w4,,1,Y4
YINT2B01w5,,1,Y5
YINT2B01w6,,1,Y6
YINT2B01w7,,1,Y7
YINT2B02w1,,1,Y1
YINT2B02w2,,1,Y2
YINT2B02w3,,1,Y3
YINT2B02w4,,1,Y4
YINT2B02w5,,1,Y5
YINT2B02w6,,1,Y6
YINT2B02w7,,1,Y7
YINT2B03w1,,1,Y1
YINT2B03w2,,1,Y2
YINT2B03w3,,1,Y3
YINT2B03w4,,1,Y4
YINT2B03w5,,1,Y5
YINT2B03w6,,1,Y6
YINT2B03w7,,1,Y7
YINT2B04w1,,1,Y1
YINT2B04w2,,1,Y2
YINT2B04w3,,1,Y3
YINT2B04w4,,1,Y4
YINT2B04w5,,1,Y5
YINT2B04w6,,1,Y6
YINT2B04w7,,1,Y7
YINT2B05w1,,1,Y1
YINT2B05w2,,1,Y2
YINT2B05w3,,1,Y3
YINT2B05w4,,1,Y4
YINT2B05w5,,1,Y5
YINT2B05w6,,1,Y6
YINT2B05w7,,1,Y7
YINT2B06w1,,1,Y1
YINT2B06w2,,1,Y2
YINT2B06w3,,1,Y3
YINT2B06w4,,1,Y4
YINT2B06w5,,1,Y5
YINT2B06w6,,1,Y6
YINT2B06w7,,1,Y7
YINT2B07w1,,1,Y1
YINT2B07w2,,1,Y2
YINT2B07w3,,1,Y3
YINT2B07w4,,1,Y4
YINT2B07w5,,1,Y5
YINT2B07w6,,1,Y6
YINT2B07w7,,1,Y7
YINT2B08w1,,1,Y1
YINT2B08w2,,1,Y2
YINT2B08w3,,1,Y3
YINT2B08w4,,1,Y4
YINT2B08w5,,1,Y5
YINT2B08w6,,1,Y6
YINT2B08w7,,1,Y7
YINT2B09w1,,1,Y1
YINT2B09w2,,1,Y2
YINT2B09w3,,1,Y3
YINT2B09w4,,1,Y4
YINT2B09w5,,1,Y5
YINT2B09w6,,1,Y6
YINT2B09w7,,1,Y7
YINT2B10w1,,1,Y1
YINT2B10w2,,1,Y2
YINT2B10w3,,1,Y3
YINT2B10w4,,1,Y4
YINT2B10w5,,1,Y5
YINT2B10w6,,1,Y6
YINT2B10w7,,1,Y7
YINT2B11w1,,1,Y1
YINT2B11w2,,1,Y2
YINT2B11w3,,1,Y3
YINT2B11w4,,1,Y4
YINT2B11w5,,1,Y5
YINT2B11w6,,1,Y6
YINT2B11w7,,1,Y7
YINT2B12w1,,1,Y1
YINT2B12w2,,1,Y2
YINT2B12w3,,1,Y3
YINT2B12w4,,1,Y4
YINT2B12w5,,1,Y5
YINT2B12w6,,1,Y6
YINT2B12w7,,1,Y7
YINT2B13w1,,1,Y1
YINT2B13w2,,1,Y2
YINT2B13w3,,1,Y3
YINT2B13w4,,1,Y4
YINT2B13w5,,1,Y5
YINT2B13w6,,1,Y6
YINT2B13w7,,1,Y7
YINT2B14w1,,1,Y1
YINT2B14w2,,1,Y2
YINT2B14w3,,1,Y3
YINT2B14w4,,1,Y4
YINT2B14w5,,1,Y5
YINT2B14w6,,1,Y6
YINT2B14w7,,1,Y7
YINT2B15w1,,1,Y1
YINT2B15w2,,1,Y2
YINT2B15w3,,1,Y3
YINT2B15w4,,1,Y4
YINT2B15w5,,1,Y5
YINT2B15w6,,1,Y6
YINT2B15w7,,1,Y7
YINT2B16w1,,1,Y1
YINT2B16w2,,1,Y2
YINT2B16w3,,1,Y3
YINT2B16w4,,1,Y4
YINT2B16w5,,1,Y5
YINT2B16w6,,1,Y6
YINT2B16w7,,1,Y7
YJOB1A01w7,,1,Y7
YJOB1A02w7,,1,Y7
YJOB1A03w7,,1,Y7
YJOB1A04w7,,1,Y7
YJOB1A05w7,,1,Y7
YJOB1A06_Tw7,,1,Y7
YJOB1A06w7,,1,Y7
YJOB1A07w7,,1,Y7
YJOB1B01w7,,1,Y7
YJOB1B02w7,,1,Y7
YJOB1B03w7,,1,Y7
YJOB1B04w7,,1,Y7
YJOB1B05w7,,1,Y7
YJOB1B06w7,,1,Y7
YJOB1C01w7,,1,Y7
YJOB1C02w7,,1,Y7
YMCQ1A01w7,,1,Y7
YMCQ1A02w7,,1,Y7
YMCQ1A03w7,,1,Y7
YMCQ1A04w7,,1,Y7
YMCQ1A05w7,,1,Y7
YMCQ1A06w7,,1,Y7
YMDA1A00w1,,1,Y1
YMDA1A00w2,,1,Y2
YMDA1A00w3,,1,Y3
YMDA1A00w4,,1,Y4
YMDA1A00w5,,1,Y5
YMDA1A00w6,,1,Y6
YMDA1A00w7,,1,Y7
YMDA1B01w1,,1,Y1
YMDA1B01w2,,1,Y2
YMDA1B01w3,,1,Y3
YMDA1B01w4,,1,Y4
YMDA1B01w5,,1,Y5
YMDA1B01w6,,1,Y6
YMDA1B01w7,,1,Y7
YMDA1B02w1,,1,Y1
YMDA1B02w2,,1,Y2
YMDA1B02w3,,1,Y3
YMDA1B02w4,,1,Y4
YMDA1B02w5,,1,Y5
YMDA1B02w6,,1,Y6
YMDA1B02w7,,1,Y7
YMDA1B03w1,,1,Y1
YMDA1B03w2,,1,Y2
YMDA1B03w3,,1,Y3
YMDA1B03w4,,1,Y4
YMDA1B03w5,,1,Y5
YMDA1B03w6,,1,Y6
YMDA1B03w7,,1,Y7
YMDA1B04w1,,1,Y1
YMDA1B04w2,,1,Y2
YMDA1B04w3,,1,Y3
YMDA1B04w4,,1,Y4
YMDA1B04w5,,1,Y5
YMDA1B04w6,,1,Y6
YMDA1B04w7,,1,Y7
YMDA1B05w1,,1,Y1
YMDA1B05w2,,1,Y2
YMDA1B05w3,,1,Y3
YMDA1B05w4,,1,Y4
YMDA1B05w5,,1,Y5
YMDA1B05w6,,1,Y6
YMDA1B05w7,,1,Y7
YMDA1B06w1,,1,Y1
YMDA1B06w2,,1,Y2
YMDA1B06w3,,1,Y3
YMDA1B06w4,,1,Y4
YMDA1B06w5,,1,Y5
YMDA1B06w6,,1,Y6
YMDA1B06w7,,1,Y7
YMDA1B07w1,,1,Y1
YMDA1B07w2,,1,Y2
YMDA1B07w3,,1,Y3
YMDA1B07w4,,1,Y4
YMDA1B07w5,,1,Y5
YMDA1B07w6,,1,Y6
YMDA1B07w7,,1,Y7
YMDA1B08w1,,1,Y1
YMDA1B08w2,,1,Y2
YMDA1B08w3,,1,Y3
YMDA1B08w4,,1,Y4
YMDA1B08w5,,1,Y5
YMDA1B08w6,,1,Y6
YMDA1B08w7,,1,Y7
