var,label,dtype,n_unique,n_missing
PEDU1C00w6,,float64,86,798
PEDU1B03w6,,float64,7,2917
PEDU1B04w6,,float64,8,2917
PEDU1B04_Tw6,,object,11,0
PPSY1A01w6,,float64,4,369
PPSY1A02w6,,float64,4,369
PPSY1A03w6,,float64,4,369
PPSY1A04w6,,float64,4,369
PPSY1A05w6,,float64,4,369
PPSY2A01w6,,float64,4,369
PPSY2A02w6,,float64,4,369
PPSY2A03w6,,float64,4,369
PPSY2A04w6,,float64,4,369
PPSY3A01w6,,float64,4,369
PPSY3A02w6,,float64,4,369
PPSY3A03w6,,float64,4,369
PPSY3A04w6,,float64,4,369
PPSY3A05w6,,float64,4,369
PPSY3A06w6,,float64,4,369
PPSY3A07w6,,float64,4,369
PPSY3A08w6,,float64,4,369
PPSY3A09w6,,float64,4,369
PPSY3A10w6,,float64,4,369
PPSY4A01w6,,float64,2,369
PPSY4A02w6,,float64,2,369
PPSY4A03w6,,float64,2,369
PPSY4A04w6,,float64,2,369
PPSY4A05w6,,float64,2,369
PPSY4A06w6,,float64,2,369
PPSY4A07w6,,float64,2,369
PPSY4A08w6,,float64,2,369
PPSY4A09w6,,float64,2,369
PPSY4A10w6,,float64,2,369
PPSY4A11w6,,float64,2,369
PPSY4A12w6,,float64,2,369
PPSY4A13w6,,float64,2,369
PPSY4A14w6,,float64,2,369
PPSY4A15w6,,float64,2,369
PPSY4A16w6,,float64,2,369
PPSY4A17w6,,float64,2,369
PPSY4A18w6,,float64,2,369
PPSY4A19w6,,float64,2,369
PPSY4A20w6,,float64,2,369
PPSY4A21w6,,float64,2,369
PPSY4A22w6,,float64,2,369
PPSY4A23w6,,float64,2,369
PPSY4A24w6,,float64,2,369
PPSY4A25w6,,float64,2,369
PPSY4A26w6,,float64,2,369
PPSY4A27w6,,float64,2,369
PPSY4A28w6,,float64,2,369
PPSY4A29w6,,float64,2,369
PPSY4A30w6,,float64,2,369
PPSY4Ascw6,,float64,21,369
PPSY5A01w6,,float64,4,369
PPSY5A02w6,,float64,4,369
PPSY5A03w6,,float64,4,369
PPSY5A04w6,,float64,4,369
PPSY5A05w6,,float64,4,369
PPSY5A06w6,,float64,4,369
PPSY5A07w6,,float64,4,369
PPSY5A08w6,,float64,4,369
PMDA1A00w6,,float64,2,369
PMDA1B01w6,,float64,4,372
PMDA1B02w6,,float64,4,372
PMDA1B03w6,,float64,4,372
PMDA1B04w6,,float64,4,372
PMDA1B05w6,,float64,4,372
PMDA1B06w6,,float64,4,372
PMDA1B07w6,,float64,4,372
PMDA1B08w6,,float64,4,372
PMDA1B09w6,,float64,4,372
PMDA1B10w6,,float64,4,372
PMDA1B11w6,,float64,4,372
PMDA1B12w6,,float64,4,372
PMDA1B13w6,,float64,3,372
PMDA1B13_Tw6,,object,4,0
PMDA1C01w6,,float64,4,372
PMDA1C02w6,,float64,4,372
PMDA1C03w6,,float64,4,372
PMDA1C04w6,,float64,4,372
PMDA1C05w6,,float64,4,372
PMDA1C06w6,,float64,4,372
PMDA1C07w6,,float64,4,372
PMDA1C08w6,,float64,4,372
PMDA1C09w6,,float64,4,372
PMDA1C10w6,,float64,4,372
PMDA1C11w6,,float64,4,372
PMDA1C12w6,,float64,4,372
PMDA1C13w6,,float64,4,372
PMDA1C14w6,,float64,4,372
PMDA1C15w6,,float64,4,372
PPHY1A00w6,,float64,4,369
PPHY1B00w6,,float64,5,369
PPHY1C00w6,,float64,8,369
PPHY2A00w6,,float64,39,369
PPHY2B00w6,,float64,56,369
PSVL1A01w6,,float64,3,369
PSVL1A02w6,,float64,3,369
PSVL1A03w6,,float64,3,369
PSVL1A04w6,,float64,3,369
PSVL1A05w6,,float64,3,369
PSVL1A06w6,,float64,3,369
PSVL1A07w6,,float64,3,369
PSVL1C01w6,,float64,3,369
PSVL1C02w6,,float64,3,369
PSVL1C03w6,,float64,3,369
PSVL1C04w6,,float64,3,369
PSVL1C05w6,,float64,3,369
PSVL1C06w6,,float64,3,369
PSVL1C07w6,,float64,3,369
PCOM1A01w6,,float64,4,369
PCOM1A02w6,,float64,4,369
PCOM1A03w6,,float64,4,369
PCOM1A04w6,,float64,4,369
PCOM1A05w6,,float64,4,369
PCOM1A06w6,,float64,4,369
PCOM2A01w6,,float64,4,369
PCOM2A02w6,,float64,4,369
PCOM2A03w6,,float64,4,369
PCOM2A04w6,,float64,4,369
PCOM3A01w6,,float64,4,369
PCOM3A02w6,,float64,4,369
PCOM3A03w6,,float64,4,369
PCOM3A04w6,,float64,4,369
PCOM3A05w6,,float64,4,369
