var,label,dtype,n_unique,n_missing
ID,,float64,3242,0
HID,,float64,2579,0
PID,,float64,4,0
PARENTw5,,float64,7,339
PYBRT1Aw5,,float64,13,339
PYBRT1Bw5,,float64,12,339
PYGENDERw5,,float64,2,339
PINCOMEw5,,float64,12,339
PINCOME1w5,,float64,5,339
PYBRP1w5,,float64,2,339
PYBRP2w5,,float64,17,366
PYBRP3w5,,object,7,0
PBRP1w5,,float64,2,339
PBRP2w5,,float64,17,378
PBRP3w5,,object,9,0
PSCHOOL1w5,,float64,9,339
PSCHOOL2w5,,float64,8,339
PSCHOOL3w5,,float64,6,339
PWORKW1w5,,float64,3,339
PWORKW2w5,,float64,3,339
PWORKW3w5,,float64,3,339
PJOB1w5,,float64,11,587
PJOB2w5,,float64,11,1135
PJOB3w5,,float64,5,3233
PJOB1_Tw5,,object,4,0
PJOB2_Tw5,,object,4,0
PJOB3_Tw5,,object,1,0
PHOMPOPw5,,float64,7,339
PFRELATION1w5,,float64,1,339
PFGENDER1w5,,float64,2,339
PFBRTA1w5,,float64,3,339
PFBRTB1w5,,float64,12,339
PFRELATION2w5,,float64,7,339
PFGENDER2w5,,float64,2,339
PFBRTA2w5,,float64,69,339
PFBRTB2w5,,float64,12,339
PFRELATION3w5,,float64,7,403
PFGENDER3w5,,float64,2,403
PFBRTA3w5,,float64,75,403
PFBRTB3w5,,float64,12,403
PFRELATION4w5,,float64,8,833
PFGENDER4w5,,float64,2,833
PFBRTA4w5,,float64,64,833
PFBRTB4w5,,float64,12,833
PFRELATION5w5,,float64,9,2401
PFGENDER5w5,,float64,2,2401
PFBRTA5w5,,float64,53,2401
PFBRTB5w5,,float64,12,2401
PFRELATION6w5,,float64,6,3082
PFGENDER6w5,,float64,2,3082
PFBRTA6w5,,float64,29,3082
PFBRTB6w5,,float64,12,3082
PFRELATION7w5,,float64,4,3206
PFGENDER7w5,,float64,2,3206
PFBRTA7w5,,float64,14,3206
PFBRTB7w5,,float64,11,3206
PFRELATION8w5,,float64,2,3231
PFGENDER8w5,,float64,1,3231
PFBRTA8w5,,float64,6,3231
PFBRTB8w5,,float64,5,3231
PFRELATION9w5,,float64,0,3242
PFGENDER9w5,,float64,0,3242
PFBRTA9w5,,float64,0,3242
PFBRTB9w5,,float64,0,3242
PFAM1A00w5,,float64,6,339
PFAM1A00_Tw5,,object,4,0
PFAM2A01w5,,float64,7,339
PFAM2A01_Tw5,,object,3,0
PFAM2A02w5,,float64,7,339
PFAM2A02_Tw5,,object,3,0
PFAM2A03w5,,float64,7,339
