var,label,dtype,n_unique,n_missing
PFAM2A03_Tw5,,object,5,0
PFAM2A04w5,,float64,7,339
PFAM2A04_Tw5,,object,5,0
PFAM3A00w5,,float64,6,339
PFAM3B00w5,,float64,6,339
PFAM3C00w5,,float64,6,339
PFAM3D00w5,,float64,5,339
PFAM6A00w5,,float64,7,339
PFAM6B00w5,,float64,5,991
PFAM5A01w5,,float64,17,373
PFAM5A02w5,,float64,6,373
PFAM5A03w5,,float64,21,373
PFAM5A04w5,,float64,6,373
PFAM5B01w5,,float64,17,772
PFAM5B02w5,,float64,6,772
PFAM5B03w5,,float64,23,772
PFAM5B04w5,,float64,6,772
PFAM5C01w5,,float64,15,2499
PFAM5C02w5,,float64,6,2499
PFAM5C03w5,,float64,22,2499
PFAM5C04w5,,float64,6,2499
PFAM5D01w5,,float64,10,3160
PFAM5D02w5,,float64,4,3160
PFAM5D03w5,,float64,15,3160
PFAM5D04w5,,float64,4,3160
PFAM5E01w5,,float64,5,3231
PFAM5E02w5,,float64,2,3231
PFAM5E03w5,,float64,5,3231
PFAM5E04w5,,float64,3,3231
PFAM5F01w5,,float64,1,3239
PFAM5F02w5,,float64,1,3239
PFAM5F03w5,,float64,1,3239
PFAM5F04w5,,float64,1,3239
PFAM5G01w5,,float64,0,3242
PFAM5G02w5,,float64,0,3242
PFAM5G03w5,,float64,0,3242
PFAM5G04w5,,float64,0,3242
PFAM5H01w5,,float64,0,3242
PFAM5H02w5,,float64,0,3242
PFAM5H03w5,,float64,0,3242
PFAM5H04w5,,float64,0,3242
PFAM5I01w5,,float64,0,3242
PFAM5I02w5,,float64,0,3242
PFAM5I03w5,,float64,0,3242
PFAM5I04w5,,float64,0,3242
PEDU1A00w5,,float64,2,339
PEDU1B01w5,,float64,8,821
PEDU1B02w5,,float64,8,821
PEDU1B02_Tw5,,object,6,0
PEDU1C00w5,,float64,87,821
PEDU1B03w5,,float64,8,2760
PEDU1B04w5,,float64,8,2760
PEDU1B04_Tw5,,object,15,0
PPSY1A01w5,,float64,4,339
PPSY1A02w5,,float64,4,339
PPSY1A03w5,,float64,4,339
PPSY1A04w5,,float64,4,339
PPSY1A05w5,,float64,4,339
PPSY2A01w5,,float64,4,339
PPSY2A02w5,,float64,4,339
PPSY2A03w5,,float64,4,339
PPSY2A04w5,,float64,4,339
PPSY3A01w5,,float64,4,339
PPSY3A02w5,,float64,4,339
PPSY3A03w5,,float64,4,339
PPSY3A04w5,,float64,4,339
PPSY3A05w5,,float64,4,339
PPSY3A06w5,,float64,4,339
PPSY3A07w5,,float64,4,339
PPSY3A08w5,,float64,4,339
PPSY3A09w5,,float64,4,339
PPSY3A10w5,,float64,4,339
PPSY4A01w5,,float64,2,339
PPSY4A02w5,,float64,2,339
PPSY4A03w5,,float64,2,339
PPSY4A04w5,,float64,2,339
PPSY4A05w5,,float64,2,339
PPSY4A06w5,,float64,2,339
PPSY4A07w5,,float64,2,339
PPSY4A08w5,,float64,2,339
PPSY4A09w5,,float64,2,339
PPSY4A10w5,,float64,2,339
PPSY4A11w5,,float64,2,339
PPSY4A12w5,,float64,2,339
PPSY4A13w5,,float64,2,339
PPSY4A14w5,,float64,2,339
PPSY4A15w5,,float64,2,339
PPSY4A16w5,,float64,2,339
PPSY4A17w5,,float64,2,339
PPSY4A18w5,,float64,2,339
PPSY4A19w5,,float64,2,339
PPSY4A20w5,,float64,2,339
PPSY4A21w5,,float64,2,339
PPSY4A22w5,,float64,2,339
PPSY4A23w5,,float64,2,339
PPSY4A24w5,,float64,2,339
PPSY4A25w5,,float64,2,339
PPSY4A26w5,,float64,2,339
PPSY4A27w5,,float64,2,339
PPSY4A28w5,,float64,2,339
PPSY4A29w5,,float64,2,339
PPSY4A30w5,,float64,2,339
PPSY4Ascw5,,float64,23,339
PPSY5A01w5,,float64,4,339
PPSY5A02w5,,float64,4,339
PPSY5A03w5,,float64,4,339
PPSY5A04w5,,float64,4,339
PPSY5A05w5,,float64,4,339
PPSY5A06w5,,float64,4,339
PPSY5A07w5,,float64,4,339
PPSY5A08w5,,float64,4,339
PMDA1A00w5,,float64,3,339
PMDA1B01w5,,float64,4,342
PMDA1B02w5,,float64,4,342
PMDA1B03w5,,float64,4,342
PMDA1B04w5,,float64,4,342
PMDA1B05w5,,float64,4,342
PMDA1B06w5,,float64,4,342
PMDA1B07w5,,float64,4,342
PMDA1B08w5,,float64,4,342
PMDA1B09w5,,float64,4,342
PMDA1B10w5,,float64,4,342
PMDA1B11w5,,float64,4,342
PMDA1B12w5,,float64,4,342
PMDA1B13w5,,float64,4,342
PMDA1B13_Tw5,,object,8,0
PMDA1C01w5,,float64,4,342
PMDA1C02w5,,float64,4,342
PMDA1C03w5,,float64,4,342
PMDA1C04w5,,float64,4,342
PMDA1C05w5,,float64,4,342
PMDA1C06w5,,float64,4,342
PMDA1C07w5,,float64,4,342
PMDA1C08w5,,float64,4,342
PMDA1C09w5,,float64,4,342
PMDA1C10w5,,float64,4,342
PMDA1C11w5,,float64,4,342
PMDA1C12w5,,float64,4,342
PMDA1C13w5,,float64,4,342
PMDA1C14w5,,float64,4,342
PMDA1C15w5,,float64,4,342
PPHY1A00w5,,float64,4,339
PPHY1B00w5,,float64,5,339
PPHY1C00w5,,float64,8,339
PPHY2A00w5,,float64,39,339
PPHY2B00w5,,float64,61,339
PFUR4B01w5,,float64,4,339
PFUR4B02w5,,float64,4,339
PFUR4B03w5,,float64,4,339
PFUR4B04w5,,float64,4,339
PFUR4B05w5,,float64,4,339
PFUR4B06w5,,float64,4,339
PFUR4B07w5,,float64,4,339
PFUR4B08w5,,float64,4,339
PFUR4B09w5,,float64,4,339
PFUR4B10w5,,float64,4,339
PFUR4B11w5,,float64,4,339
PFUR4B12w5,,float64,4,339
PFUR4C04w5,,float64,6,472
PFUR4C06w5,,float64,6,472
PFUR4C07w5,,float64,6,472
PFUR4C08w5,,float64,5,472
PFUR4C14w5,,float64,5,472
PFUR4C15w5,,float64,6,472
PFUR4C16w5,,float64,6,472
