var,label,dtype,n_unique,n_missing
YPSY4E09w4,,float64,4,325
YPSY4E10w4,,float64,4,325
YPSY5A01w4,,float64,4,325
YPSY5A02w4,,float64,4,325
YPSY5A03w4,,float64,4,325
YPSY5A04w4,,float64,4,325
YPSY5A05w4,,float64,4,325
YPSY5A06w4,,float64,4,325
YPSY5A07w4,,float64,4,325
YPSY5A08w4,,float64,4,325
YPSY5A09w4,,float64,4,325
YPSY5A10w4,,float64,4,325
YPSY5A11w4,,float64,4,325
YPSY5A12w4,,float64,4,325
YPSY5A13w4,,float64,4,325
YPSY5A14w4,,float64,4,325
YPSY6A01w4,,float64,2,325
YPSY6A02w4,,float64,2,325
YPSY6A03w4,,float64,2,325
YPSY6A04w4,,float64,2,325
YPSY6A05w4,,float64,2,325
YPSY6A06w4,,float64,2,325
YPSY6A07w4,,float64,2,325
YPSY6A08w4,,float64,2,325
YPSY6A09w4,,float64,2,325
YPSY6A10w4,,float64,2,325
YPSY6A11w4,,float64,2,325
YPSY6A12w4,,float64,2,325
YPSY6A13w4,,float64,2,325
YPSY6A14w4,,float64,2,325
YPSY6A15w4,,float64,2,325
YPSY6A16w4,,float64,2,325
YPSY6A17w4,,float64,2,325
YPSY6A18w4,,float64,2,325
YPSY6A19w4,,float64,2,325
YPSY6A20w4,,float64,2,325
YPSY6A21w4,,float64,2,325
YPSY6A22w4,,float64,2,325
YPSY6A23w4,,float64,2,325
YPSY6A24w4,,float64,2,325
YPSY6A25w4,,float64,2,325
YPSY6A26w4,,float64,2,325
YPSY6A27w4,,float64,2,325
YPSY6A28w4,,float64,2,325
YPSY6A29w4,,float64,2,325
YPSY6A30w4,,float64,2,325
YPSY6Ascw4,,float64,22,325
YPSY7A01w4,,float64,4,325
YPSY7A02w4,,float64,4,325
YPSY7A03w4,,float64,4,325
YPSY7A04w4,,float64,4,325
YPSY7A05w4,,float64,4,325
YPSY7A06w4,,float64,4,325
YPSY7A07w4,,float64,4,325
YPSY7A08w4,,float64,4,325
YDLQ1A01w4,,float64,6,325
YDLQ1A02w4,,float64,6,325
YDLQ1A03w4,,float64,5,325
YDLQ1A04w4,,float64,6,325
YDLQ1A05w4,,float64,6,325
YDLQ1A06w4,,float64,3,325
YDLQ1A07w4,,float64,3,325
YDLQ1A08w4,,float64,3,325
YDLQ1A09w4,,float64,3,325
YDLQ1A10w4,,float64,2,325
YDLQ1A11w4,,float64,2,325
YDLQ1A12w4,,float64,4,325
YDLQ1A13w4,,float64,2,325
YDLQ1A14w4,,float64,4,325
YDLQ1A15w4,,float64,6,325
YDLQ2A01w4,,float64,6,325
YDLQ2A02w4,,float64,6,325
YDLQ2A03w4,,float64,4,325
YDLQ2A04w4,,float64,5,325
YDLQ2A05w4,,float64,3,325
YDLQ2A06w4,,float64,4,325
YDLQ2A07w4,,float64,4,325
YDLQ2A08w4,,float64,4,325
YDLQ2A09w4,,float64,3,325
YDLQ2A10w4,,float64,4,325
YDLQ2A11w4,,float64,5,325
YDLQ2A12w4,,float64,3,325
YDLQ2A13w4,,float64,4,325
YDLQ2A14w4,,float64,3,325
YDLQ2A15w4,,float64,4,325
YPHY1A00w4,,float64,4,325
YPHY1B00w4,,float64,5,325
YPHY1C00w4,,float64,8,325
YPHY2A00w4,,float64,60,325
YPHY2B00w4,,float64,87,325
YPHY2C00w4,,float64,9,325
YMDA1A00w4,,float64,3,325
YMDA1B01w4,,float64,4,346
YMDA1B02w4,,float64,4,346
YMDA1B03w4,,float64,4,346
YMDA1B04w4,,float64,4,346
YMDA1B05w4,,float64,4,346
YMDA1B06w4,,float64,4,346
YMDA1B07w4,,float64,4,346
YMDA1B08w4,,float64,4,346
YMDA1B09w4,,float64,4,346
YMDA1B10w4,,float64,4,346
YMDA1B11w4,,float64,4,346
YMDA1B12w4,,float64,4,346
YMDA1B13w4,,float64,4,346
YMDA1B13_Tw4,,object,7,0
YMDA1C01w4,,float64,4,346
YMDA1C02w4,,float64,4,346
YMDA1C03w4,,float64,4,346
YMDA1C04w4,,float64,4,346
YMDA1C05w4,,float64,4,346
YMDA1C06w4,,float64,4,346
YMDA1C07w4,,float64,4,346
YMDA1C08w4,,float64,4,346
YMDA1C09w4,,float64,4,346
YMDA1C10w4,,float64,4,346
YMDA1C11w4,,float64,4,346
YMDA1C12w4,,float64,4,346
YMDA1C13w4,,float64,4,346
YMDA1C14w4,,float64,4,346
YMDA1C15w4,,float64,4,346
YACT1A01w4,,float64,4,325
YACT1A02w4,,float64,4,325
YACT1A03w4,,float64,4,325
YACT1A04w4,,float64,4,325
YACT1A05w4,,float64,4,325
YACT1A06w4,,float64,4,325
YACT1A07w4,,float64,4,325
YACT1A08w4,,float64,4,325
YACT1A09w4,,float64,4,325
YACT1B01w4,,float64,4,1960
YACT1B02w4,,float64,4,2293
YACT1B03w4,,float64,4,2321
YACT1B04w4,,float64,4,2261
YACT1B05w4,,float64,4,1918
YACT1B06w4,,float64,4,2543
YACT1B07w4,,float64,4,2196
YACT1B08w4,,float64,4,2221
YACT1B09w4,,float64,4,2430
YACT2A01w4,,float64,4,325
YACT2A02w4,,float64,4,325
YACT2B01w4,,float64,4,1743
YACT2B02w4,,float64,4,2485
YACT3A00w4,,float64,2,325
YACT3B01w4,,float64,4,1644
YACT3B02w4,,float64,6,1644
YACT3B03w4,,float64,5,1644
YACT3B04w4,,float64,6,1644
YACT3B05w4,,float64,6,1644
YACT3B06w4,,float64,6,1644
YACT3B07w4,,float64,6,1644
YACT3B08w4,,float64,6,1644
YACT3B09w4,,float64,6,1644
YEDU1A00w4,,float64,6,325
YEDU1B01w4,,float64,6,325
YEDU1B02w4,,float64,6,325
YEDU1C01w4,,float64,6,351
YEDU1C02w4,,float64,6,1052
YEDU2A01w4,,float64,4,325
YEDU2A02w4,,float64,4,325
YEDU2A03w4,,float64,4,325
YEDU2A04w4,,float64,4,325
YEDU2A05w4,,float64,4,325
YEDU2A06w4,,float64,4,325
YEDU2A07w4,,float64,4,325
YEDU2A08w4,,float64,4,325
YEDU2A09w4,,float64,4,325
YEDU2A10w4,,float64,4,325
YEDU2A11w4,,float64,4,325
YEDU2A12w4,,float64,4,325
YEDU2A13w4,,float64,4,325
YEDU3A01w4,,float64,4,325
YEDU3A02w4,,float64,4,325
YEDU3A03w4,,float64,4,325
YEDU3A04w4,,float64,4,325
YEDU3A05w4,,float64,4,325
YEDU3A06w4,,float64,4,325
YEDU3A07w4,,float64,4,325
YEDU3A08w4,,float64,4,325
YEDU3A09w4,,float64,4,325
YEDU3A10w4,,float64,4,325
YEDU3A11w4,,float64,4,325
YEDU3A12w4,,float64,4,325
YEDU3A13w4,,float64,4,325
YEDU3A14w4,,float64,4,325
YFAM1A01w4,,float64,18,325
YFAM1A02w4,,float64,6,325
YFAM1A03w4,,float64,23,325
YFAM1A04w4,,float64,6,325
YFAM3A00w4,,float64,7,325
YFAM3B00w4,,float64,5,325
YFAM1B01w4,,float64,14,1576
YFAM1B02w4,,float64,6,1576
YFAM1B03w4,,float64,21,1576
YFAM1B04w4,,float64,6,1576
YFAM1C01w4,,float64,13,1499
YFAM1C02w4,,float64,6,1499
YFAM1C03w4,,float64,22,1499
YFAM1C04w4,,float64,6,1499
YFAM1D01w4,,float64,11,2165
YFAM1D02w4,,float64,6,2165
YFAM1D03w4,,float64,21,2165
YFAM1D04w4,,float64,6,2165
YFAM1E01w4,,float64,11,2527
YFAM1E02w4,,float64,4,2527
YFAM1E03w4,,float64,14,2527
YFAM1E04w4,,float64,6,2527
YFAM1F01w4,,float64,6,2581
YFAM1F02w4,,float64,3,2581
YFAM1F03w4,,float64,6,2581
YFAM1F04w4,,float64,3,2581
YFAM1G01w4,,float64,2,2587
YFAM1G02w4,,float64,1,2587
YFAM1G03w4,,float64,3,2587
YFAM1G04w4,,float64,2,2587
YFAM1H01w4,,float64,1,2589
YFAM1H02w4,,float64,1,2589
YFAM1H03w4,,float64,1,2589
YFAM1H04w4,,float64,1,2589
YFAM2A01w4,,float64,4,325
YFAM2A02w4,,float64,4,325
YFAM2A03w4,,float64,4,325
YFAM2A04w4,,float64,4,325
YFAM2B01w4,,float64,4,325
YFAM2B02w4,,float64,4,325
YFAM2B03w4,,float64,4,325
YFAM2B04w4,,float64,4,325
YFAM2C01w4,,float64,4,325
YFAM2C02w4,,float64,4,325
YFAM2C03w4,,float64,4,325
YFAM2C04w4,,float64,4,325
YFAM2D01w4,,float64,4,325
YFAM2D02w4,,float64,4,325
YFAM2D03w4,,float64,4,325
YFAM2D04w4,,float64,4,325
YFAM2E01w4,,float64,4,325
YFAM2E02w4,,float64,4,325
YFAM2E03w4,,float64,4,325
YFAM2E04w4,,float64,4,325
YFAM2F01w4,,float64,4,325
YFAM2F02w4,,float64,4,325
YFAM2F03w4,,float64,4,325
YFAM2F04w4,,float64,4,325
YRME1A01w4,,float64,4,325
YRME1A02w4,,float64,4,325
YRME1A03w4,,float64,4,325
YRME1A04w4,,float64,4,325
YRME1A05w4,,float64,4,325
YRME1A06w4,,float64,4,325
YRME1A07w4,,float64,4,325
YRME1A08w4,,float64,4,325
YRME1A09w4,,float64,4,325
YRME1A10w4,,float64,4,325
YRME1A11w4,,float64,4,325
YRME1A12w4,,float64,4,325
YRME1A13w4,,float64,4,325
YRME1A14w4,,float64,4,325
YRME1A15w4,,float64,4,325
YRME1A16w4,,float64,4,325
YRME1A17w4,,float64,4,325
YRME1A18w4,,float64,4,325
YRME1A19w4,,float64,4,325
YRME1A20w4,,float64,4,325
YRME1A21w4,,float64,4,325
YRME1A22w4,,float64,4,325
YRME1A23w4,,float64,4,325
YRME1A24w4,,float64,4,325
YRME1A25w4,,float64,4,325
YRME1A26w4,,float64,4,325
YRME1A27w4,,float64,4,325
YRME1A28w4,,float64,4,325
YRME1Ascw4,,float64,26,325
