var,label,dtype,n_unique,n_missing
PFAM5E02w2,,float64,3,3607
PFAM5E03w2,,float64,10,3607
PFAM5E04w2,,float64,4,3607
PEDU1A00w2,,float64,2,152
PEDU1B01w2,,float64,8,620
PEDU1B02w2,,float64,8,620
PEDU1B02_Tw2,,object,9,0
PEDU1C00w2,,float64,98,620
PEDU1B03w2,,float64,8,3160
PEDU1B04w2,,float64,8,3160
PEDU1B04_Tw2,,object,17,0
PPSY1A01w2,,float64,4,205
PPSY1A02w2,,float64,4,205
PPSY1A03w2,,float64,4,205
PPSY1A04w2,,float64,4,205
PPSY1A05w2,,float64,4,205
PPSY2A01w2,,float64,4,205
PPSY2A02w2,,float64,4,205
PPSY2A03w2,,float64,4,205
PPSY2A04w2,,float64,4,205
PPSY3A01w2,,float64,4,205
PPSY3A02w2,,float64,4,205
PPSY3A03w2,,float64,4,205
PPSY3A04w2,,float64,4,205
PPSY3A05w2,,float64,4,205
PPSY3A06w2,,float64,4,205
PPSY3A07w2,,float64,4,205
PPSY3A08w2,,float64,4,205
PPSY3A09w2,,float64,4,205
PPSY3A10w2,,float64,4,205
PPSY4A01w2,,float64,2,205
PPSY4A02w2,,float64,2,205
PPSY4A03w2,,float64,2,205
PPSY4A04w2,,float64,2,205
PPSY4A05w2,,float64,2,205
PPSY4A06w2,,float64,2,205
PPSY4A07w2,,float64,2,205
PPSY4A08w2,,float64,2,205
PPSY4A09w2,,float64,2,205
PPSY4A10w2,,float64,2,205
PPSY4A11w2,,float64,2,205
PPSY4A12w2,,float64,2,205
PPSY4A13w2,,float64,2,205
PPSY4A14w2,,float64,2,205
PPSY4A15w2,,float64,2,205
PPSY4A16w2,,float64,2,205
PPSY4A17w2,,float64,2,205
PPSY4A18w2,,float64,2,205
PPSY4A19w2,,float64,2,205
PPSY4A20w2,,float64,2,205
PPSY4A21w2,,float64,2,205
PPSY4A22w2,,float64,2,205
PPSY4A23w2,,float64,2,205
PPSY4A24w2,,float64,2,205
PPSY4A25w2,,float64,2,205
PPSY4A26w2,,float64,2,205
PPSY4A27w2,,float64,2,205
PPSY4A28w2,,float64,2,205
PPSY4A29w2,,float64,2,205
PPSY4A30w2,,float64,2,205
PPSY4Ascw2,,float64,25,205
PPSY5A01w2,,float64,4,205
PPSY5A02w2,,float64,4,205
PPSY5A03w2,,float64,4,205
PPSY5A04w2,,float64,4,205
PPSY5A05w2,,float64,4,205
PPSY5A06w2,,float64,4,205
PPSY5A07w2,,float64,4,205
PPSY5A08w2,,float64,4,205
PMDA1A00w2,,float64,3,205
PMDA1B01w2,,float64,4,239
PMDA1B02w2,,float64,4,239
PMDA1B03w2,,float64,4,239
PMDA1B04w2,,float64,4,239
PMDA1B05w2,,float64,4,239
PMDA1B06w2,,float64,4,239
PMDA1B07w2,,float64,4,239
PMDA1B08w2,,float64,4,239
PMDA1B09w2,,float64,4,239
PMDA1B10w2,,float64,4,239
PMDA1B11w2,,float64,4,239
PMDA1B12w2,,float64,4,239
PMDA1B13w2,,float64,4,239
PMDA1B13_Tw2,,object,12,0
PMDA1C01w2,,float64,4,239
PMDA1C02w2,,float64,4,239
PMDA1C03w2,,float64,4,239
PMDA1C04w2,,float64,4,239
PMDA1C05w2,,float64,4,239
PMDA1C06w2,,float64,4,239
PMDA1C07w2,,float64,4,239
PMDA1C08w2,,float64,4,239
PMDA1C09w2,,float64,4,239
PMDA1C10w2,,float64,4,239
PMDA1C11w2,,float64,4,239
PMDA1C12w2,,float64,4,239
PMDA1C13w2,,float64,4,239
PMDA1C14w2,,float64,4,239
PMDA1C15w2,,float64,4,239
PPHY1A00w2,,float64,4,205
PPHY1B00w2,,float64,5,205
PPHY1C00w2,,float64,8,205
PPHY2A00w2,,float64,43,205
PPHY2B00w2,,float64,59,205
