0,1,2,3,4,5,6,7,8
,한국아동·청소년패널조사 2018 성인용 변수 레이아웃,,,,,,,
,,,,,,,,
,! 시트명 변경 시 하이퍼링크가 작동하지 않음,,,,,,,
,대영역,중영역,소영역,조사항목,하위요인,변수설명,변수명,변수유무
,[개인발달],[사회/정서/역량발달],[창의성],[창의적 성격],-,심사숙고하는,YPSY6A25,문15
,[개인발달],[사회/정서/역량발달],[창의성],[창의적 성격],-,진실한,YPSY6A26,문15
,[개인발달],[사회/정서/역량발달],[창의성],[창의적 성격],-,"기지가 있는 (재치있는, 임기응변의)",YPSY6A27,문15
,[개인발달],[사회/정서/역량발달],[창의성],[창의적 성격],-,순종하는,YPSY6A28,문15
,[개인발달],[사회/정서/역량발달],[창의성],[창의적 성격],-,자신감이 넘치는,YPSY6A29,문15
,[개인발달],[사회/정서/역량발달],[창의성],[창의적 성격],-,의심이 많은,YPSY6A30,문15
,[개인발달],[사회/정서/역량발달],[창의성],[창의적 성격],-,창의적 성격 점수,YPSY6Asc,
,[개인발달],[사회/정서/역량발달],[끈기],[그릿(Grit)],-,나는 무엇을 하다가 다른 생각이 나면 집중하기가 어렵다,YPSY7A01,문16-1
,[개인발달],[사회/정서/역량발달],[끈기],[그릿(Grit)],-,"나는 문제를 해결하다가 어려움이 생겼을 때 크게 좌절하지 않으며, 다른 사람들보다 빨리 좌절에서 벗어난다",YPSY7A02,문16-2
,[개인발달],[사회/정서/역량발달],[끈기],[그릿(Grit)],-,나는 어떤 문제에 잠깐 집중하다가 곧 흥미를 잃은 적이 있다,YPSY7A03,문16-3
,[개인발달],[사회/정서/역량발달],[끈기],[그릿(Grit)],-,나는 노력가이다,YPSY7A04,문16-4
,[개인발달],[사회/정서/역량발달],[끈기],[그릿(Grit)],-,나는 자주 목표를 세우지만 그것을 이루기 전에 다른 목표를 세우고는 한다,YPSY7A05,문16-5
,[개인발달],[사회/정서/역량발달],[끈기],[그릿(Grit)],-,나는 무엇을 완성하는데 시간이 오래 걸리면 계속 열심히 하는 것이 어렵다,YPSY7A06,문16-6
,[개인발달],[사회/정서/역량발달],[끈기],[그릿(Grit)],-,나는 시작하면 무조건 끝낸다,YPSY7A07,문16-7
,[개인발달],[사회/정서/역량발달],[끈기],[그릿(Grit)],-,나는 부지런하다,YPSY7A08,문16-8
,[개인발달],[비행],[비행Ⅰ],[현실비행 경험 유무 및 빈도],-,담배 피우기,YDLQ1A01,문21-1
,[개인발달],[비행],[비행Ⅰ],[현실비행 경험 유무 및 빈도],-,술 마시기,YDLQ1A02,문21-2
,[개인발달],[비행],[비행Ⅰ],[현실비행 경험 유무 및 빈도],-,무단결석,YDLQ1A03,문21-3
,[개인발달],[비행],[비행Ⅰ],[현실비행 경험 유무 및 빈도],-,가출,YDLQ1A04,문21-4
,[개인발달],[비행],[비행Ⅰ],[현실비행 경험 유무 및 빈도],-,다른 사람 심하게 놀리거나 조롱하기,YDLQ1A05,문21-5
,[개인발달],[비행],[비행Ⅰ],[현실비행 경험 유무 및 빈도],-,다른 사람 집단따돌림(왕따) 시키기,YDLQ1A06,문21-6
,[개인발달],[비행],[비행Ⅰ],[현실비행 경험 유무 및 빈도],-,패싸움,YDLQ1A07,문21-7
,[개인발달],[비행],[비행Ⅰ],[현실비행 경험 유무 및 빈도],-,다른 사람 심하게 때리기,YDLQ1A08,문21-8
,[개인발달],[비행],[비행Ⅰ],[현실비행 경험 유무 및 빈도],-,다른 사람 협박하기,YDLQ1A09,문21-9
,[개인발달],[비행],[비행Ⅰ],[현실비행 경험 유무 및 빈도],-,다른 사람 돈이나 물건 뺏기(삥뜯기),YDLQ1A10,문21-10
,[개인발달],[비행],[비행Ⅰ],[현실비행 경험 유무 및 빈도],-,다른 사람 돈이나 물건 훔치기,YDLQ1A11,문21-11
,[개인발달],[비행],[비행Ⅰ],[현실비행 경험 유무 및 빈도],-,성관계,YDLQ1A12,문21-12
,[개인발달],[비행],[비행Ⅰ],[현실비행 경험 유무 및 빈도],-,성폭행이나 성희롱,YDLQ1A13,문21-13
,[개인발달],[비행],[비행Ⅰ],[현실비행 경험 유무 및 빈도],-,돈을 걸고 도박하기,YDLQ1A14,문21-14
,[개인발달],[비행],[비행Ⅰ],[현실비행 경험 유무 및 빈도],-,심한 욕설과 폭언,YDLQ1A15,문21-15
,[개인발달],[비행],[비행Ⅱ],[사이버비행 경험 유무 및 빈도],-,누군가에게 욕이나 험한 말을 직접 보낸 적이 있다,YDLQ2A01,문22-1
,[개인발달],[비행],[비행Ⅱ],[사이버비행 경험 유무 및 빈도],-,누군가에 대한 욕이나 나쁜 소문을 다른 사람들에게 퍼뜨린 적이 있다,YDLQ2A02,문22-2
,[개인발달],[비행],[비행Ⅱ],[사이버비행 경험 유무 및 빈도],-,"상대방이 싫다는데 계속해서 말, 글, 그림 등을 보내 스토킹 한 적이 있다",YDLQ2A03,문22-3
,[개인발달],[비행],[비행Ⅱ],[사이버비행 경험 유무 및 빈도],-,"당사자가 원치 않는 사진, 엽사, 이미지, 동영상을 보내거나 몰래 다른 사람들에게 전달한 적이 있다",YDLQ2A04,문22-4
,[개인발달],[비행],[비행Ⅱ],[사이버비행 경험 유무 및 빈도],-,다른 사람 아이디를 도용해 가짜 계정을 만들거나 사이버상에서 그 사람인 것처럼 행동한 적이 있다,YDLQ2A05,문22-5
,[개인발달],[비행],[비행Ⅱ],[사이버비행 경험 유무 및 빈도],-,"누군가의 개인정보(이름, 나이, 학교, 전화번호 등)를 인터넷에 올리는 신상털기를 한 적이 있다",YDLQ2A06,문22-6
,[개인발달],[비행],[비행Ⅱ],[사이버비행 경험 유무 및 빈도],-,"게임머니, 게임아이템, 사이버머니, 돈을 뺏은 적이 있다",YDLQ2A07,문22-7
,[개인발달],[비행],[비행Ⅱ],[사이버비행 경험 유무 및 빈도],-,와이파이 셔틀이나 핫스팟 셔틀(데이터를 무료로 제공하게 시키는 것)을 시킨 적이 있다,YDLQ2A08,문22-8
,[개인발달],[비행],[비행Ⅱ],[사이버비행 경험 유무 및 빈도],-,"상대방이 원하지 않는 성적인 글이나 말, 야한 사진, 동영상 등을 보낸 적이 있다",YDLQ2A09,문22-9
,[개인발달],[비행],[비행Ⅱ],[사이버비행 경험 유무 및 빈도],-,인터넷 대화방에서 누군가를 퇴장하지 못하도록 하거나 싫다는데 반복적으로 초대한 적이 있다,YDLQ2A10,문22-10
,[개인발달],[비행],[비행Ⅱ],[사이버비행 경험 유무 및 빈도],-,일부러 시비를 걸어 상대방이 먼저 욕하게 하거나 성격에 문제있어 보이게 유도한 적이 있다,YDLQ2A11,문22-11
,[개인발달],[비행],[비행Ⅱ],[사이버비행 경험 유무 및 빈도],-,스마트폰 등을 이용해 상대방이 원하지 않는 행동을 시키거나 (담배)심부름을 시킨 적이 있다,YDLQ2A12,문22-12
,[개인발달],[비행],[비행Ⅱ],[사이버비행 경험 유무 및 빈도],-,누군가를 괴롭힐 목적으로 저격글을 올려 여러 사람이 볼 수 있게 한 적이 있다,YDLQ2A13,문22-13
,[개인발달],[비행],[비행Ⅱ],[사이버비행 경험 유무 및 빈도],-,사이버 상에서 누군가를 집중공격을 한 적이 있다,YDLQ2A14,문22-14
,[개인발달],[비행],[비행Ⅱ],[사이버비행 경험 유무 및 빈도],-,대화방에 일부러 상대방을 초대하지 않거나 댓글이나 말을 무시한 적이 있다,YDLQ2A15,문22-15
,[개인발달],[신체발달],[건강],[건강상태],-,건강상태 평가,YPHY1A00,문23
,[개인발달],[신체발달],[건강],[운동시간],-,지난 일주일 간 땀이 날 정도로 운동한 시간,YPHY1B00,문24
,[개인발달],[신체발달],[건강],[아침식사 횟수],-,지난 일주일 간 아침식사를 한 날,YPHY1C00,문25
,[개인발달],[신체발달],[신체],[키],-,키,YPHY2A00,문26
,[개인발달],[신체발달],[신체],[몸무게],-,몸무게,YPHY2B00,문26
,[개인발달],[신체발달],[신체],[몽정/생리],-,몽정/생리 시작 시기,YPHY2C00,문27
,[발달환경],[매체],[스마트폰],[사용 여부],-,스마트폰 사용 여부,YMDA1A00,문2
,[발달환경],[매체],[스마트폰],[사용 목적별 빈도],-,가족과의 통화,YMDA1B01,문2-1-1
,[발달환경],[매체],[스마트폰],[사용 목적별 빈도],-,가족과의 문자 메시지,YMDA1B02,문2-1-2
,[발달환경],[매체],[스마트폰],[사용 목적별 빈도],-,친구와의 통화,YMDA1B03,문2-1-3
,[발달환경],[매체],[스마트폰],[사용 목적별 빈도],-,친구와의 문자 메시지,YMDA1B04,문2-1-4
,[발달환경],[매체],[스마트폰],[사용 목적별 빈도],-,SNS 이용,YMDA1B05,문2-1-5
,[발달환경],[매체],[스마트폰],[사용 목적별 빈도],-,게임,YMDA1B06,문2-1-6
,[발달환경],[매체],[스마트폰],[사용 목적별 빈도],-,사진/동영상 촬영,YMDA1B07,문2-1-7
,[발달환경],[매체],[스마트폰],[사용 목적별 빈도],-,TV 및 동영상 시청,YMDA1B08,문2-1-8
,[발달환경],[매체],[스마트폰],[사용 목적별 빈도],-,음악 감상,YMDA1B09,문2-1-9
,[발달환경],[매체],[스마트폰],[사용 목적별 빈도],-,정보 검색,YMDA1B10,문2-1-10
,[발달환경],[매체],[스마트폰],[사용 목적별 빈도],-,문서 보기,YMDA1B11,문2-1-11
,[발달환경],[매체],[스마트폰],[사용 목적별 빈도],-,학업 또는 업무 관련,YMDA1B12,문2-1-12
,[발달환경],[매체],[스마트폰],[사용 목적별 빈도],-,기타,YMDA1B13,문2-1-13
,[발달환경],[매체],[스마트폰],[사용 목적별 빈도],-,기타 (구체적으로),YMDA1B13_T,문2-1-13_T
,[발달환경],[매체],[스마트폰],[의존도],[일상생활 장애],스마트폰의 지나친 사용으로 학교성적이 떨어진다,YMDA1C01,문2-2-1
,[발달환경],[매체],[스마트폰],[의존도],[일상생활 장애],수시로 스마트폰을 사용하다가 지적을 받은 적이 있다,YMDA1C02,문2-2-2
,[발달환경],[매체],[스마트폰],[의존도],[일상생활 장애],스마트폰을 너무 자주 또는 오래한다고 가족이나 친구들로부터 불평을 들은 적이 있다,YMDA1C03,문2-2-3
,[발달환경],[매체],[스마트폰],[의존도],[일상생활 장애],스마트폰을 사용하느라 지금 하고 있는 일(공부)에 집중이 안 된 적이 있다,YMDA1C04,문2-2-4
,[발달환경],[매체],[스마트폰],[의존도],[일상생활 장애],스마트폰 사용이 지금 하고 있는 일(공부)에 방해가 되지 않는다,YMDA1C05,문2-2-5
,[발달환경],[매체],[스마트폰],[의존도],[가상세계 지향성],스마트폰을 사용하지 못하면 온 세상을 잃은 것 같은 생각이 든다,YMDA1C06,문2-2-6
,[발달환경],[매체],[스마트폰],[의존도],[가상세계 지향성],가족이나 친구들과 함께 있는 것보다 스마트폰을 사용하고 있는 것이 더 즐겁다,YMDA1C07,문2-2-7
,[발달환경],[매체],[스마트폰],[의존도],[금단],스마트폰을 사용할 수 없게 된다면 견디기 힘들 것이다,YMDA1C08,문2-2-8
,[발달환경],[매체],[스마트폰],[의존도],[금단],스마트폰이 없으면 안절부절 못하고 초조해진다,YMDA1C09,문2-2-9
,[발달환경],[매체],[스마트폰],[의존도],[금단],스마트폰이 없어도 불안하지 않다,YMDA1C10,문2-2-10
,[발달환경],[매체],[스마트폰],[의존도],[금단],"스마트폰이 옆에 없으면, 하루 종일 일(공부)이 손에 안 잡힌다",YMDA1C11,문2-2-11
,[발달환경],[매체],[스마트폰],[의존도],[내성],스마트폰 사용시간을 줄이려고 해보았지만 실패한다,YMDA1C12,문2-2-12
,[발달환경],[매체],[스마트폰],[의존도],[내성],스마트폰을 사용할 때 그만해야지 라고 생각은 하면서도 계속한다,YMDA1C13,문2-2-13
,[발달환경],[매체],[스마트폰],[의존도],[내성],스마트폰 사용에 많은 시간을 보내는 것이 습관화되었다,YMDA1C14,문2-2-14
,[발달환경],[매체],[스마트폰],[의존도],[내성],스마트폰 사용에 많은 시간을 보내지 않는다,YMDA1C15,문2-2-15
,[발달환경],[활동/문화환경],[청소년 활동],[연간 참여 횟수],-,문화예술 활동,YACT1A01,문3a-1
,[발달환경],[활동/문화환경],[청소년 활동],[연간 참여 횟수],-,과학정보 활동,YACT1A02,문3a-2
,[발달환경],[활동/문화환경],[청소년 활동],[연간 참여 횟수],-,모험개척 활동,YACT1A03,문3a-3
,[발달환경],[활동/문화환경],[청소년 활동],[연간 참여 횟수],-,자원봉사 활동,YACT1A04,문3a-4
,[발달환경],[활동/문화환경],[청소년 활동],[연간 참여 횟수],-,직업진로 활동,YACT1A05,문3a-5
,[발달환경],[활동/문화환경],[청소년 활동],[연간 참여 횟수],-,국제교류 활동,YACT1A06,문3a-6
,[발달환경],[활동/문화환경],[청소년 활동],[연간 참여 횟수],-,건강보건 활동,YACT1A07,문3a-7
,[발달환경],[활동/문화환경],[청소년 활동],[연간 참여 횟수],-,자기(인성) 계발 활동,YACT1A08,문3a-8
,[발달환경],[활동/문화환경],[청소년 활동],[연간 참여 횟수],-,환경보존 활동,YACT1A09,문3a-9
,[발달환경],[활동/문화환경],[청소년 활동],[참여 만족도],-,문화예술 활동,YACT1B01,문3b-1
,[발달환경],[활동/문화환경],[청소년 활동],[참여 만족도],-,과학정보 활동,YACT1B02,문3b-2
,[발달환경],[활동/문화환경],[청소년 활동],[참여 만족도],-,모험개척 활동,YACT1B03,문3b-3
,[발달환경],[활동/문화환경],[청소년 활동],[참여 만족도],-,자원봉사 활동,YACT1B04,문3b-4
,[발달환경],[활동/문화환경],[청소년 활동],[참여 만족도],-,직업진로 활동,YACT1B05,문3b-5
,[발달환경],[활동/문화환경],[청소년 활동],[참여 만족도],-,국제교류 활동,YACT1B06,문3b-6
,[발달환경],[활동/문화환경],[청소년 활동],[참여 만족도],-,건강보건 활동,YACT1B07,문3b-7
,[발달환경],[활동/문화환경],[청소년 활동],[참여 만족도],-,자기(인성) 계발 활동,YACT1B08,문3b-8
,[발달환경],[활동/문화환경],[청소년 활동],[참여 만족도],-,환경보존 활동,YACT1B09,문3b-9
,[발달환경],[활동/문화환경],[동아리 활동],[연간 참여 횟수],-,교내 공식 동아리,YACT2A01,문4a-1
,[발달환경],[활동/문화환경],[동아리 활동],[연간 참여 횟수],-,교외 공식 동아리,YACT2A02,문4a-2
,[발달환경],[활동/문화환경],[동아리 활동],[참여 만족도],-,교내 공식 동아리,YACT2B01,문4b-1
,[발달환경],[활동/문화환경],[동아리 활동],[참여 만족도],-,교외 공식 동아리,YACT2B02,문4b-2
,[발달환경],[활동/문화환경],[팬덤 활동],[선호 연예인/운동선수 유무],-,"좋아하는 연예인, 운동선수 유무",YACT3A00,문5
,[발달환경],[활동/문화환경],[팬덤 활동],[팬덤 활동 빈도],-,팬미팅(싸인회) 참석하기,YACT3B01,문5-1-1
,[발달환경],[활동/문화환경],[팬덤 활동],[팬덤 활동 빈도],-,팬클럽이나 팬카페 활동하기,YACT3B02,문5-1-2
,[발달환경],[활동/문화환경],[팬덤 활동],[팬덤 활동 빈도],-,"방송국이나 공연장, 영화관, 경기장, 행사장가기",YACT3B03,문5-1-3
,[발달환경],[활동/문화환경],[팬덤 활동],[팬덤 활동 빈도],-,팬레터 쓰기 및 메시지 보내기,YACT3B04,문5-1-4
,[발달환경],[활동/문화환경],[팬덤 활동],[팬덤 활동 빈도],-,선물 보내기,YACT3B05,문5-1-5
,[발달환경],[활동/문화환경],[팬덤 활동],[팬덤 활동 빈도],-,"SNS, 블로그, 트위터, 기사 등에 댓글 달기",YACT3B06,문5-1-6
,[발달환경],[활동/문화환경],[팬덤 활동],[팬덤 활동 빈도],-,사진과 동영상 감상 및 업로드하기,YACT3B07,문5-1-7
,[발달환경],[활동/문화환경],[팬덤 활동],[팬덤 활동 빈도],-,"책, CD, DVD, 화보집 구입하기",YACT3B08,문5-1-8
,[발달환경],[활동/문화환경],[팬덤 활동],[팬덤 활동 빈도],-,굿즈 만들기 또는 구입하기,YACT3B09,문5-1-9
,[발달환경],[학교],[학교생활],[학교생활 만족도],-,지난 학기 학교생활 만족 수준,YEDU1A00,문44
,[발달환경],[학교],[학교생활],[학교생활 만족도],[온라인 개학],지난 학기 온라인 개학 학교생활 만족 수준,YEDU1A01,
,[발달환경],[학교],[학교생활],[학교생활 만족도],[등교 개학],지난 학기 등교 개학 학교생활 만족 수준,YEDU1A02,
,[발달환경],[학교],[학교생활],[일주일 평균 수업 일수],[등교수업],지난 학기 일주일 평균 등교수업 일수,YEDU1B01,
,[발달환경],[학교],[학교생활],[일주일 평균 수업 일수],[원격수업],지난 학기 일주일 평균 원격수업 일수,YEDU1B02,
,[발달환경],[학교],[학교생활],[학교생활 만족도],[등교수업],지난 학기 등교수업 만족도,YEDU1C01,
,[발달환경],[학교],[학교생활],[학교생활 만족도],[원격수업],지난 학기 원격수업 만족도,YEDU1C02,
,[발달환경],[학교],[친구],[친구관계],[긍정적 관계],친구들과 함께 시간을 보낸다,YEDU2A01,문20-1
,[발달환경],[학교],[친구],[친구관계],[긍정적 관계],친구들은 속상하고 힘든 일을 나에게 털어놓는다,YEDU2A02,문20-2
,[발달환경],[학교],[친구],[친구관계],[긍정적 관계],친구들에게 내 이야기를 잘한다,YEDU2A03,문20-3
,[발달환경],[학교],[친구],[친구관계],[긍정적 관계],친구들에게 내 비밀을 이야기 할 수 있다,YEDU2A04,문20-4
,[발달환경],[학교],[친구],[친구관계],[긍정적 관계],내가 무슨 일을 할 때 친구들은 나를 도와준다,YEDU2A05,문20-5
,[발달환경],[학교],[친구],[친구관계],[긍정적 관계],친구들은 나를 좋아하고 잘 따른다,YEDU2A06,문20-6
,[발달환경],[학교],[친구],[친구관계],[긍정적 관계],친구들은 나에게 관심이 있다,YEDU2A07,문20-7
,[발달환경],[학교],[친구],[친구관계],[긍정적 관계],친구들과의 관계가 좋다,YEDU2A08,문20-8
,[발달환경],[학교],[친구],[친구관계],[부정적 관계],친구들과 의견 충돌이 잦다,YEDU2A09,문20-9
,[발달환경],[학교],[친구],[친구관계],[부정적 관계],친구와 싸우면 잘 화해하지 않는다,YEDU2A10,문20-10
,[발달환경],[학교],[친구],[친구관계],[부정적 관계],친구가 내 뜻과 다르게 행동하면 화를 내거나 짜증을 낸다,YEDU2A11,문20-11
,[발달환경],[학교],[친구],[친구관계],[부정적 관계],나와 다른 아이들과는 친해질 생각이 없다,YEDU2A12,문20-12
,[발달환경],[학교],[친구],[친구관계],[부정적 관계],친구들은 나의 어렵고 힘든 점에 대해 관심이 없다,YEDU2A13,문20-13
,[발달환경],[학교],[교사],[교사관계],[접근가능성],내가 공부나 다른 문제로 힘들 때 선생님께 찾아가서 제일 먼저 의논하고 싶다,YEDU3A01,
,[발달환경],[학교],[교사],[교사관계],[민감성],선생님은 내가 수업시간에 다른 생각을 하는지 금방 아신다,YEDU3A02,
,[발달환경],[학교],[교사],[교사관계],[민감성],선생님은 수업내용을 내가 알아듣기 쉽게 잘 정리해서 설명해주신다,YEDU3A03,
,[발달환경],[학교],[교사],[교사관계],[신뢰성],선생님은 내가 앞으로 공부를 잘 할 수 있다고 믿으신다,YEDU3A04,
,[발달환경],[학교],[교사],[교사관계],[민감성],선생님은 내가 수업에 흥미가 있는지를 잘 아신다,YEDU3A05,
,[발달환경],[학교],[교사],[교사관계],[수용성],선생님은 질문에 대답할 때까지 참고 기다려주신다,YEDU3A06,
,[발달환경],[학교],[교사],[교사관계],[신뢰성],선생님은 내가 책임과 의무를 다하는 학생이라고 생각하신다,YEDU3A07,
,[발달환경],[학교],[교사],[교사관계],[수용성],선생님은 나의 의견을 존중하시고 자유롭게 말하도록 하신다,YEDU3A08,
,[발달환경],[학교],[교사],[교사관계],[수용성],선생님은 내가 모르는 것을 질문하면 이해할 때까지 몇 번이라도 다시 설명해주신다,YEDU3A09,
,[발달환경],[학교],[교사],[교사관계],[신뢰성],선생님은 내가 끈기와 인내심이 강하다고 생각하신다,YEDU3A10,
,[발달환경],[학교],[교사],[교사관계],[접근가능성],선생님은 내가 공부하면서 부족한 부분이 있으면 개별적으로 보충해주신다,YEDU3A11,
,[발달환경],[학교],[교사],[교사관계],[접근가능성],선생님은 내가 원할 때마다 항상 나를 위해 시간을 내 주신다,YEDU3A12,
,[발달환경],[학교],[교사],[교사관계],[민감성],선생님은 내가 수업내용을 잘 이해하고 있는지를 금방 눈치 채신다,YEDU3A13,
,[발달환경],[학교],[교사],[교사관계],[신뢰성],선생님은 내가 머리가 좋은 학생이라고 생각하신다,YEDU3A14,
,[발달환경],[가정],[부모관계],[부모님과 함께 보내는 시간],-,평일_시,YFAM1A01,문17a
,[발달환경],[가정],[부모관계],[부모님과 함께 보내는 시간],-,평일_분,YFAM1A02,문17a
,[발달환경],[가정],[부모관계],[부모님과 함께 보내는 시간],-,주말_시,YFAM1A03,문17b
,[발달환경],[가정],[부모관계],[부모님과 함께 보내는 시간],-,주말_분,YFAM1A04,문17b
,[발달환경],[가정],[형제자매],[형제/자매수],-,명,YFAM3A00,문18
,[발달환경],[가정],[형제자매],[전체 형제/자매 중 본인의 출생 순서],-,번째,YFAM3B00,문18-1
,[발달환경],[가정],[형제자매],[첫째 형제/자매와 함께 보내는 시간],-,평일_시,YFAM1B01,문18-1a
,[발달환경],[가정],[형제자매],[첫째 형제/자매와 함께 보내는 시간],-,평일_분,YFAM1B02,문18-1a
,[발달환경],[가정],[형제자매],[첫째 형제/자매와 함께 보내는 시간],-,주말_시,YFAM1B03,문18-1b
,[발달환경],[가정],[형제자매],[첫째 형제/자매와 함께 보내는 시간],-,주말_분,YFAM1B04,문18-1b
,[발달환경],[가정],[형제자매],[둘째 형제/자매와 함께 보내는 시간],-,평일_시,YFAM1C01,문18-1a
,[발달환경],[가정],[형제자매],[둘째 형제/자매와 함께 보내는 시간],-,평일_분,YFAM1C02,문18-1a
,[발달환경],[가정],[형제자매],[둘째 형제/자매와 함께 보내는 시간],-,주말_시,YFAM1C03,문18-1b
,[발달환경],[가정],[형제자매],[둘째 형제/자매와 함께 보내는 시간],-,주말_분,YFAM1C04,문18-1b
,[발달환경],[가정],[형제자매],[셋째 형제/자매와 함께 보내는 시간],-,평일_시,YFAM1D01,문18-1a
,[발달환경],[가정],[형제자매],[셋째 형제/자매와 함께 보내는 시간],-,평일_분,YFAM1D02,문18-1a
,[발달환경],[가정],[형제자매],[셋째 형제/자매와 함께 보내는 시간],-,주말_시,YFAM1D03,문18-1b
,[발달환경],[가정],[형제자매],[셋째 형제/자매와 함께 보내는 시간],-,주말_분,YFAM1D04,문18-1b
,[발달환경],[가정],[형제자매],[넷째 형제/자매와 함께 보내는 시간],-,평일_시,YFAM1E01,문18-1a
,[발달환경],[가정],[형제자매],[넷째 형제/자매와 함께 보내는 시간],-,평일_분,YFAM1E02,문18-1a
,[발달환경],[가정],[형제자매],[넷째 형제/자매와 함께 보내는 시간],-,주말_시,YFAM1E03,문18-1b
,[발달환경],[가정],[형제자매],[넷째 형제/자매와 함께 보내는 시간],-,주말_분,YFAM1E04,문18-1b
,[발달환경],[가정],[형제자매],[다섯째 형제/자매와 함께 보내는 시간],-,평일_시,YFAM1F01,문18-1a
,[발달환경],[가정],[형제자매],[다섯째 형제/자매와 함께 보내는 시간],-,평일_분,YFAM1F02,문18-1a
,[발달환경],[가정],[형제자매],[다섯째 형제/자매와 함께 보내는 시간],-,주말_시,YFAM1F03,문18-1b
,[발달환경],[가정],[형제자매],[다섯째 형제/자매와 함께 보내는 시간],-,주말_분,YFAM1F04,문18-1b
,[발달환경],[가정],[형제자매],[여섯째 형제/자매와 함께 보내는 시간],-,평일_시,YFAM1G01,문18-1a
,[발달환경],[가정],[형제자매],[여섯째 형제/자매와 함께 보내는 시간],-,평일_분,YFAM1G02,문18-1a
,[발달환경],[가정],[형제자매],[여섯째 형제/자매와 함께 보내는 시간],-,주말_시,YFAM1G03,문18-1b
,[발달환경],[가정],[형제자매],[여섯째 형제/자매와 함께 보내는 시간],-,주말_분,YFAM1G04,문18-1b
,[발달환경],[가정],[형제자매],[일곱째 형제/자매와 함께 보내는 시간],-,평일_시,YFAM1H01,문18-1a
,[발달환경],[가정],[형제자매],[일곱째 형제/자매와 함께 보내는 시간],-,평일_분,YFAM1H02,문18-1a
,[발달환경],[가정],[형제자매],[일곱째 형제/자매와 함께 보내는 시간],-,주말_시,YFAM1H03,문18-1b
,[발달환경],[가정],[형제자매],[일곱째 형제/자매와 함께 보내는 시간],-,주말_분,YFAM1H04,문18-1b
,[발달환경],[가정],[양육태도],[따스함],-,부모님이 나를 사랑한다는 것을 표현하신다,YFAM2A01,문19-1
,[발달환경],[가정],[양육태도],[따스함],-,부모님은 나와 함께 있는 것을 좋아하신다,YFAM2A02,문19-2
,[발달환경],[가정],[양육태도],[따스함],-,부모님은 항상 나를 반가워하신다,YFAM2A03,문19-3
,[발달환경],[가정],[양육태도],[따스함],-,부모님은 나를 특별하게 여기신다,YFAM2A04,문19-4
,[발달환경],[가정],[양육태도],[거부],-,부모님이 나를 좋아하시는지 가끔 궁금할 때가 있다,YFAM2B01,문19-5
,[발달환경],[가정],[양육태도],[거부],-,부모님은 내가 방해가 된다고 생각하신다,YFAM2B02,문19-6
,[발달환경],[가정],[양육태도],[거부],-,부모님은 나로 하여금 불필요한 존재라고 느끼게 하신다,YFAM2B03,문19-7
,[발달환경],[가정],[양육태도],[거부],-,부모님은 내가 하는 어떤 것도 만족스러워하지 않으신다,YFAM2B04,문19-8
,[발달환경],[가정],[양육태도],[자율성 지지],-,부모님은 나를 믿어주신다,YFAM2C01,문19-9
,[발달환경],[가정],[양육태도],[자율성 지지],-,부모님은 나를 있는 그대로 받아주신다,YFAM2C02,문19-10
,[발달환경],[가정],[양육태도],[자율성 지지],-,부모님은 내가 중요하게 생각하는 일을 하게 해주신다,YFAM2C03,문19-11
,[발달환경],[가정],[양육태도],[자율성 지지],-,부모님은 나의 생각을 이해하려고 노력하신다,YFAM2C04,문19-12
,[발달환경],[가정],[양육태도],[강요],-,부모님은 나에게 늘 무엇을 하라고 하신다,YFAM2D01,문19-13
,[발달환경],[가정],[양육태도],[강요],-,부모님은 나에게 이래라저래라 하신다,YFAM2D02,문19-14
,[발달환경],[가정],[양육태도],[강요],-,부모님은 어떤 일을 할 때 오로지 그분들의 방식만이 유일하게 올바른 길이라고 생각하신다,YFAM2D03,문19-15
,[발달환경],[가정],[양육태도],[강요],-,"부모님은 모든 것에 대해 “안 돼."" 라고 하신다",YFAM2D04,문19-16
,[발달환경],[가정],[양육태도],[구조제공],-,"내가 무언가 하려고 할 때, 부모님이 어떻게 하라고 가르쳐 주신다",YFAM2E01,문19-17
,[발달환경],[가정],[양육태도],[구조제공],-,"어떤 일이나 사물이 돌아가는 이치를 알고 싶어할 때, 부모님께서 설명해주신다",YFAM2E02,문19-18
,[발달환경],[가정],[양육태도],[구조제공],-,내게 문제가 있을 때 부모님이 어떻게 해결해야할지 도움을 주신다,YFAM2E03,문19-19
,[발달환경],[가정],[양육태도],[구조제공],-,"부모님은 내게 규칙을 말씀하실 때, 왜 지켜야 하는지 이유도 설명해주신다",YFAM2E04,문19-20
,[발달환경],[가정],[양육태도],[비일관성],-,"부모님이 약속을 해도, 그 분들이 지키실지는 알 수 없다",YFAM2F01,문19-21
,[발달환경],[가정],[양육태도],[비일관성],-,부모님은 무언가를 하겠다고 말씀하시고는 실제로는 하지 않으실 때도 가끔 있다,YFAM2F02,문19-22
,[발달환경],[가정],[양육태도],[비일관성],-,부모님은 나에 대한 규칙을 자주 바꾸신다,YFAM2F03,문19-23
,[발달환경],[가정],[양육태도],[비일관성],-,부모님은 사전에 주의도 주지 않고 화부터 내신다,YFAM2F04,문19-24
,[특별모듈],[재난 안전 의식],[재난 안전 체감도],[자연재난],[우리사회],폭염⋅한파,YDIS1A01,
