0,1,2,3,4,5,6,7,8
,한국아동·청소년패널조사 2018 성인용 변수 레이아웃,,,,,,,
,,,,,,,,
,! 시트명 변경 시 하이퍼링크가 작동하지 않음,,,,,,,
,대영역,중영역,소영역,조사항목,하위요인,변수설명,변수명,변수유무
,[특별모듈],[재난 안전 의식],[재난 안전 체감도],[자연재난],[우리사회],"풍수해(태풍, 홍수, 호우, 해일 등)",YDIS1A02,
,[특별모듈],[재난 안전 의식],[재난 안전 체감도],[자연재난],[우리사회],지진,YDIS1A03,
,[특별모듈],[재난 안전 의식],[재난 안전 체감도],[자연재난],[우리사회],황사,YDIS1A04,
,[특별모듈],[재난 안전 의식],[재난 안전 체감도],[자연재난],[우리사회],산불,YDIS1A05,
,[특별모듈],[재난 안전 의식],[재난 안전 체감도],[자연재난],[우리사회],화산폭발,YDIS1A06,
,[특별모듈],[재난 안전 의식],[재난 안전 체감도],[사회재난],[우리사회],감염병 유행,YDIS1A07,
,[특별모듈],[재난 안전 의식],[재난 안전 체감도],[사회재난],[우리사회],"건축물 붕괴(건물, 도로, 기반시설 등)",YDIS1A08,
,[특별모듈],[재난 안전 의식],[재난 안전 체감도],[사회재난],[우리사회],화재 및 폭발사고,YDIS1A09,
,[특별모듈],[재난 안전 의식],[재난 안전 체감도],[사회재난],[우리사회],"교통사고(항공사고, 해상사고 포함)",YDIS1A10,
,[특별모듈],[재난 안전 의식],[재난 안전 체감도],[사회재난],[우리사회],환경오염사고(유해물질 유출 등),YDIS1A11,
,[특별모듈],[재난 안전 의식],[재난 안전 체감도],[사회재난],[우리사회],미세먼지,YDIS1A12,
,[특별모듈],[재난 안전 의식],[재난 안전 체감도],[자연재난],[본인],폭염⋅한파,YDIS1B01,
,[특별모듈],[재난 안전 의식],[재난 안전 체감도],[자연재난],[본인],"풍수해(태풍, 홍수, 호우, 해일 등)",YDIS1B02,
,[특별모듈],[재난 안전 의식],[재난 안전 체감도],[자연재난],[본인],지진,YDIS1B03,
,[특별모듈],[재난 안전 의식],[재난 안전 체감도],[자연재난],[본인],황사,YDIS1B04,
,[특별모듈],[재난 안전 의식],[재난 안전 체감도],[자연재난],[본인],산불,YDIS1B05,
,[특별모듈],[재난 안전 의식],[재난 안전 체감도],[자연재난],[본인],화산폭발,YDIS1B06,
,[특별모듈],[재난 안전 의식],[재난 안전 체감도],[사회재난],[본인],감염병 유행,YDIS1B07,
,[특별모듈],[재난 안전 의식],[재난 안전 체감도],[사회재난],[본인],"건축물 붕괴(건물, 도로, 기반시설 등)",YDIS1B08,
,[특별모듈],[재난 안전 의식],[재난 안전 체감도],[사회재난],[본인],화재 및 폭발사고,YDIS1B09,
,[특별모듈],[재난 안전 의식],[재난 안전 체감도],[사회재난],[본인],"교통사고(항공사고, 해상사고 포함)",YDIS1B10,
,[특별모듈],[재난 안전 의식],[재난 안전 체감도],[사회재난],[본인],환경오염사고(유해물질 유출 등),YDIS1B11,
,[특별모듈],[재난 안전 의식],[재난 안전 체감도],[사회재난],[본인],미세먼지,YDIS1B12,
,[특별모듈],[재난 안전 의식],[재난 안전 인식],[사회 체감도],-,우리 사회가 안전을 최우선적으로 중시한다고 생각하십니까?,YDIS2A00,
,[특별모듈],[재난 안전 의식],[재난 안전 인식],[본인 체감도],-,귀하는 일상생활을 할 때 안전을 최우선적으로 생각하십니까?,YDIS2B00,
,[특별모듈],[재난 안전 의식],[재난 안전 행동요령 인식],[자연재난],-,폭염⋅한파,YDIS3A01,
,[특별모듈],[재난 안전 의식],[재난 안전 행동요령 인식],[자연재난],-,"풍수해(태풍, 홍수, 호우, 해일 등)",YDIS3A02,
,[특별모듈],[재난 안전 의식],[재난 안전 행동요령 인식],[자연재난],-,지진,YDIS3A03,
,[특별모듈],[재난 안전 의식],[재난 안전 행동요령 인식],[자연재난],-,황사,YDIS3A04,
,[특별모듈],[재난 안전 의식],[재난 안전 행동요령 인식],[자연재난],-,산불,YDIS3A05,
,[특별모듈],[재난 안전 의식],[재난 안전 행동요령 인식],[자연재난],-,화산폭발,YDIS3A06,
,[특별모듈],[재난 안전 의식],[재난 안전 행동요령 인식],[사회재난],-,감염병 유행,YDIS3A07,
,[특별모듈],[재난 안전 의식],[재난 안전 행동요령 인식],[사회재난],-,"건축물 붕괴(건물, 도로, 기반시설 등)",YDIS3A08,
,[특별모듈],[재난 안전 의식],[재난 안전 행동요령 인식],[사회재난],-,화재 및 폭발사고,YDIS3A09,
,[특별모듈],[재난 안전 의식],[재난 안전 행동요령 인식],[사회재난],-,"교통사고(항공사고, 해상사고 포함)",YDIS3A10,
,[특별모듈],[재난 안전 의식],[재난 안전 행동요령 인식],[사회재난],-,환경오염사고(유해물질 유출 등),YDIS3A11,
,[특별모듈],[재난 안전 의식],[재난 안전 행동요령 인식],[사회재난],-,미세먼지,YDIS3A12,
,[특별모듈],[정서인식 역량],[정서인식 역량],[RMET(Reading the Mind in the Eyes Test)],-,(1) 증오하는 - (2) 놀란 - (3) 친절한 - (4) 짜증난,YRME1A01,
,[특별모듈],[정서인식 역량],[정서인식 역량],[RMET(Reading the Mind in the Eyes Test)],-,(1) 불친절한 - (2) 짜증난 - (3) 놀란 - (4) 슬픈,YRME1A02,
,[특별모듈],[정서인식 역량],[정서인식 역량],[RMET(Reading the Mind in the Eyes Test)],-,(1) 우호적인 - (2) 슬픈 - (3) 놀란 - (4) 걱정하는,YRME1A03,
,[특별모듈],[정서인식 역량],[정서인식 역량],[RMET(Reading the Mind in the Eyes Test)],-,(1) 편안한 - (2) 속상한 - (3) 놀란 - (4) 신난,YRME1A04,
,[특별모듈],[정서인식 역량],[정서인식 역량],[RMET(Reading the Mind in the Eyes Test)],-,(1) 가여워하는 - (2) 요구하는 - (3) 농담하는 - (4) 편안한,YRME1A05,
,[특별모듈],[정서인식 역량],[정서인식 역량],[RMET(Reading the Mind in the Eyes Test)],-,(1) 증오하는 - (2) 불친절한 - (3) 걱정하는 - (4) 지루한,YRME1A06,
,[특별모듈],[정서인식 역량],[정서인식 역량],[RMET(Reading the Mind in the Eyes Test)],-,(1) 가여워하는 - (2) 지루한 - (3) 흥미있는 - (4) 농담하는,YRME1A07,
,[특별모듈],[정서인식 역량],[정서인식 역량],[RMET(Reading the Mind in the Eyes Test)],-,(1) 회상하는 - (2) 행복한 - (3) 우호적인 - (4) 화난,YRME1A08,
,[특별모듈],[정서인식 역량],[정서인식 역량],[RMET(Reading the Mind in the Eyes Test)],-,(1) 짜증난 - (2) 증오하는 - (3) 놀란 - (4) 무언가 생각하는,YRME1A09,
,[특별모듈],[정서인식 역량],[정서인식 역량],[RMET(Reading the Mind in the Eyes Test)],-,(1) 친절한 - (2) 수줍은 - (3) 의심스러운 - (4) 슬픈,YRME1A10,
,[특별모듈],[정서인식 역량],[정서인식 역량],[RMET(Reading the Mind in the Eyes Test)],-,(1) 으스대는 - (2) 희망하는 - (3) 화난 - (4) 역겨워하는,YRME1A11,
,[특별모듈],[정서인식 역량],[정서인식 역량],[RMET(Reading the Mind in the Eyes Test)],-,(1) 혼란스러운 - (2) 농담하는 - (3) 슬픈 - (4) 진지한,YRME1A12,
,[특별모듈],[정서인식 역량],[정서인식 역량],[RMET(Reading the Mind in the Eyes Test)],-,(1) 무언가 생각하는 - (2) 속상한 - (3) 신난 - (4) 행복한,YRME1A13,
,[특별모듈],[정서인식 역량],[정서인식 역량],[RMET(Reading the Mind in the Eyes Test)],-,(1) 행복한 - (2) 무언가 생각하는 - (3) 신난 - (4) 친절한,YRME1A14,
,[특별모듈],[정서인식 역량],[정서인식 역량],[RMET(Reading the Mind in the Eyes Test)],-,(1) 의심스러운 - (2) 우호적인 - (3) 놀고 싶은 - (4) 편안한,YRME1A15,
,[특별모듈],[정서인식 역량],[정서인식 역량],[RMET(Reading the Mind in the Eyes Test)],-,(1) 단호한 - (2) 농담하는 - (3) 놀란 - (4) 지루한,YRME1A16,
,[특별모듈],[정서인식 역량],[정서인식 역량],[RMET(Reading the Mind in the Eyes Test)],-,(1) 화난 - (2) 우호적인 - (3) 불친절한 - (4) 주저하는,YRME1A17,
,[특별모듈],[정서인식 역량],[정서인식 역량],[RMET(Reading the Mind in the Eyes Test)],-,(1) 수심에 잠긴 - (2) 화난 - (3) 으스대는 - (4) 우호적인,YRME1A18,
,[특별모듈],[정서인식 역량],[정서인식 역량],[RMET(Reading the Mind in the Eyes Test)],-,(1) 화난 - (2) 몽상하는 - (3) 슬픈 - (4) 흥미있는,YRME1A19,
,[특별모듈],[정서인식 역량],[정서인식 역량],[RMET(Reading the Mind in the Eyes Test)],-,(1) 친절한 - (2) 놀란 - (3) 기쁘지 않은 - (4) 신난,YRME1A20,
,[특별모듈],[정서인식 역량],[정서인식 역량],[RMET(Reading the Mind in the Eyes Test)],-,(1) 흥미있는 - (2) 농담하는 - (3) 편안한 - (4) 행복한,YRME1A21,
,[특별모듈],[정서인식 역량],[정서인식 역량],[RMET(Reading the Mind in the Eyes Test)],-,(1) 장난기 있는 - (2) 친절한 - (3) 놀란 - (4) 무언가 생각하는,YRME1A22,
,[특별모듈],[정서인식 역량],[정서인식 역량],[RMET(Reading the Mind in the Eyes Test)],-,(1) 놀란 - (2) 확신에 찬 - (3) 농담하는 - (4) 행복한,YRME1A23,
,[특별모듈],[정서인식 역량],[정서인식 역량],[RMET(Reading the Mind in the Eyes Test)],-,(1) 진지한 - (2) 부끄러운 - (3) 혼란스러운 - (4) 놀란,YRME1A24,
,[특별모듈],[정서인식 역량],[정서인식 역량],[RMET(Reading the Mind in the Eyes Test)],-,(1) 수줍은 - (2) 죄책감을 느끼는 - (3) 몽상하는 - (4) 걱정하는,YRME1A25,
,[특별모듈],[정서인식 역량],[정서인식 역량],[RMET(Reading the Mind in the Eyes Test)],-,(1) 농담하는 - (2) 편안한 - (3) 불안한 - (4) 미안한,YRME1A26,
,[특별모듈],[정서인식 역량],[정서인식 역량],[RMET(Reading the Mind in the Eyes Test)],-,(1) 부끄러운 - (2) 신난 - (3) 의심스러운 - (4) 기쁜,YRME1A27,
,[특별모듈],[정서인식 역량],[정서인식 역량],[RMET(Reading the Mind in the Eyes Test)],-,(1) 혐오하는 - (2) 증오하는 - (3) 행복한 - (4) 지루한,YRME1A28,
,[특별모듈],[정서인식 역량],[정서인식 역량],[RMET(Reading the Mind in the Eyes Test)],-,RMET(Reading the Mind in the Eyes Test) 점수,YRME1Asc,
,[특별모듈],[진로],[진로계획],[희망 직업을 얻을 수 있는지 예상],-,희망직업을 얻을 수 있는지에 대한 예상,YFUR4A00,
,[특별모듈],[진로],[진로계획],[희망직업 선택 요인],-,안정적으로 오랫동안 일할 수 있다,YFUR4B01,
,[특별모듈],[진로],[진로계획],[희망직업 선택 요인],-,수입(임금)이 많다,YFUR4B02,
,[특별모듈],[진로],[진로계획],[희망직업 선택 요인],-,사회적 명예(위신)가 높다,YFUR4B03,
,[특별모듈],[진로],[진로계획],[희망직업 선택 요인],-,국가/사회에 기여할 수 있다,YFUR4B04,
,[특별모듈],[진로],[진로계획],[희망직업 선택 요인],-,자신의 소질과 적성을 살릴 수 있다,YFUR4B05,
,[특별모듈],[진로],[진로계획],[희망직업 선택 요인],-,일하는 환경이 쾌적하다,YFUR4B06,
,[특별모듈],[진로],[진로계획],[희망직업 선택 요인],-,시간적으로 여유가 있다,YFUR4B07,
,[특별모듈],[진로],[진로계획],[희망직업 선택 요인],-,가족과 함께 지내는 시간이 보장된다,YFUR4B08,
,[특별모듈],[진로],[진로계획],[희망직업 선택 요인],-,여러 사람들과 어울려 일할 수 있다,YFUR4B09,
,[특별모듈],[진로],[진로계획],[희망직업 선택 요인],-,직장 동료와의 경쟁이 심하지 않다,YFUR4B10,
,[특별모듈],[진로],[진로계획],[희망직업 선택 요인],-,자율적으로 일할 수 있다,YFUR4B11,
,[특별모듈],[진로],[진로계획],[희망직업 선택 요인],-,다양한 경험을 할 수 있다,YFUR4B12,
,[특별모듈],[진로],[진로탐색],[진로준비활동],-,‘진로와 직업’ 수업,YFUR4C01,
,[특별모듈],[진로],[진로탐색],[진로준비활동],-,창의적 체험활동 중 진로 활동,YFUR4C02,
,[특별모듈],[진로],[진로탐색],[진로준비활동],-,진로 심리 검사 및 적성 검사,YFUR4C03,
,[특별모듈],[진로],[진로탐색],[진로준비활동],-,진로 관련 상담,YFUR4C04,
,[특별모듈],[진로],[진로탐색],[진로준비활동],-,진로 관련 동아리 활동,YFUR4C05,
,[특별모듈],[진로],[진로탐색],[진로준비활동],-,진로 관련 특강 및 강연,YFUR4C06,
,[특별모듈],[진로],[진로탐색],[진로준비활동],-,교육과정 및 진학 관련 설명회,YFUR4C07,
,[특별모듈],[진로],[진로탐색],[진로준비활동],-,학업 설계 워크숍,YFUR4C08,
,[특별모듈],[진로],[진로탐색],[진로준비활동],-,현장 견학,YFUR4C09,
,[특별모듈],[진로],[진로탐색],[진로준비활동],-,현장 직업 체험,YFUR4C10,
,[특별모듈],[진로],[진로탐색],[진로준비활동],-,직업 실무 체험,YFUR4C11,
,[특별모듈],[진로],[진로탐색],[진로준비활동],-,진로 캠프,YFUR4C12,
,[특별모듈],[진로],[진로탐색],[진로준비활동],-,대학과 연계한 진로체험 활동,YFUR4C13,
,[특별모듈],[진로],[진로탐색],[진로준비활동],-,직업박람회,YFUR4C14,
,[특별모듈],[진로],[진로탐색],[진로준비활동],-,진로 관련 책/잡지,YFUR4C15,
,[특별모듈],[진로],[진로탐색],[진로준비활동],-,진로 관련 인터넷 자료,YFUR4C16,
,[특별모듈],[진로],[진로경험],[아르바이트 경험 유무],-,지난 1년 간 아르바이트(시간제 근로·파트타임)를 한 경험이 있습니까?,YFUR4D00,
,[특별모듈],[진로],[진로경험],[아르바이트 도움 정도],-,('한 번 이상 있다' 경우만) 지난 1년간 체험한 아르바이트 경험들은 자신이 향후 갖게 될 미래의 직업생활에 얼마나 도움이 될 것 같습니까?,YFUR4E00,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[가해 경험],[사이버공간],"온라인(인터넷, 카카오톡, SNS 등)에서 따돌리거나 괴롭히기(예: 욕설/모욕, 협박, 성희롱, 사생활 공개 등)",YSVL1A07,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[가해 경험 시기],[현실세계],심하게 놀리거나 조롱하기,YSVL1B01,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[가해 경험 시기],[현실세계],집단따돌림(왕따)시키기,YSVL1B02,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[가해 경험 시기],[현실세계],심하게 때리기,YSVL1B03,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[가해 경험 시기],[현실세계],협박하기,YSVL1B04,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[가해 경험 시기],[현실세계],돈이나 물건 뺏기(삥뜯기),YSVL1B05,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[가해 경험 시기],[현실세계],심한 욕설과 폭언,YSVL1B06,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[가해 경험 시기],[사이버공간],"온라인(인터넷, 카카오톡, SNS 등)에서 따돌리거나 괴롭히기(예: 욕설/모욕, 협박, 성희롱, 사생활 공개 등)",YSVL1B07,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[피해 경험],[현실세계],심하게 놀림이나 조롱 당하기,YSVL1C01,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[피해 경험],[현실세계],집단따돌림(왕따) 당하기,YSVL1C02,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[피해 경험],[현실세계],심하게 맞기,YSVL1C03,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[피해 경험],[현실세계],협박 당하기,YSVL1C04,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[피해 경험],[현실세계],돈이나 물건 빼앗기기(삥뜯기기),YSVL1C05,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[피해 경험],[현실세계],심한 욕설과 폭언 당하기,YSVL1C06,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[피해 경험],[사이버공간],"온라인 (인터넷, 카카오톡, SNS 등)에서 따돌림이나 괴롭힘 당하기(예: 욕설/모욕, 협박, 성희롱, 사생활 공개 등)",YSVL1C07,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[피해 경험],[신고 및 도움 요청],알리지 않음,YSVL1D00_1,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[피해 경험],[신고 및 도움 요청],부모님,YSVL1D00_2,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[피해 경험],[신고 및 도움 요청],선생님,YSVL1D00_3,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[피해 경험],[신고 및 도움 요청],친구나 선후배,YSVL1D00_4,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[피해 경험],[신고 및 도움 요청],"지원기관(상담기관, Wee 센터)",YSVL1D00_5,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[피해 경험],[신고 및 도움 요청],학교폭력신고센터(117),YSVL1D00_6,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[피해 경험],[신고 및 도움 요청],경찰(112),YSVL1D00_7,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[피해 경험 시기],[현실세계],심하게 놀림이나 조롱 당하기,YSVL1E01,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[피해 경험 시기],[현실세계],집단따돌림(왕따) 당하기,YSVL1E02,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[피해 경험 시기],[현실세계],심하게 맞기,YSVL1E03,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[피해 경험 시기],[현실세계],협박 당하기,YSVL1E04,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[피해 경험 시기],[현실세계],돈이나 물건 빼앗기기(삥뜯기기),YSVL1E05,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[피해 경험 시기],[현실세계],심한 욕설과 폭언 당하기,YSVL1E06,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[피해 경험 시기],[사이버공간],"온라인 (인터넷, 카카오톡, SNS 등)에서 따돌림이나 괴롭힘 당하기(예: 욕설/모욕, 협박, 성희롱, 사생활 공개 등)",YSVL1E07,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[피해 경험 시기],[보호자 행동],욕설이나 무시하는 말 등 심한 말을 하였다. ,YSVL2A01,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[피해 경험 시기],[보호자 행동],회초리로 손바닥이나 종아리를 때렸다,YSVL2A02,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[피해 경험 시기],[보호자 행동],손으로 때리거나 발로 찼다,YSVL2A03,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[피해 경험 시기],[부모님 간 행동],욕설이나 무시하는 말 등 심한 말을 하였다. ,YSVL2B01,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[피해 경험 시기],[부모님 간 행동],손으로 때리거나 발로 찼다,YSVL2B02,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[피해 경험 시기],[부모님 간 주 행위자],욕설이나 무시하는 말 등 심한 말을 하였다. ,YSVL2C01,
,[특별모듈],[학교폭력 및 적응],[학교폭력],[피해 경험 시기],[부모님 간 주 행위자],손으로 때리거나 발로 찼다,YSVL2C02,
,[특별모듈],[학교폭력 및 적응],[적응],[학교폭력 행동],-,누군가를 괴롭히는 행동을 먼저 시작한다.,YSVL3A01,
,[특별모듈],[학교폭력 및 적응],[적응],[학교폭력 행동],-,다른 아이들도 괴롭히는 행동에 참여하도록 끌어들인다.,YSVL3A02,
,[특별모듈],[학교폭력 및 적응],[적응],[학교폭력 행동],-,다른 친구들을 괴롭힐 새로운 방법을 늘 찾는다. ,YSVL3A03,
,[특별모듈],[학교폭력 및 적응],[적응],[학교폭력 행동],-,누군가 어떤 아이를 괴롭히기 시작하면 나도 같이 괴롭힌다.,YSVL3A04,
,[특별모듈],[학교폭력 및 적응],[적응],[학교폭력 행동],-,누군가를 괴롭히는 아이를 거든다. ,YSVL3A05,
,[특별모듈],[학교폭력 및 적응],[적응],[학교폭력 행동],-,괴롭힘 당하는 아이가 도망가지 못하게 붙잡아두는 것과 같은 방법으로 괴롭히는 아이를 도와준다.,YSVL3A06,
,[특별모듈],[학교폭력 및 적응],[적응],[학교폭력 행동],-,괴롭히는 상황을 구경하기 위해 그 주변으로 간다. ,YSVL3A07,
,[특별모듈],[학교폭력 및 적응],[적응],[학교폭력 행동],-,괴롭히는 상황을 보면서 웃는다.,YSVL3A08,
,[특별모듈],[학교폭력 및 적응],[적응],[학교폭력 행동],-,"누군가 어떤 아이를 괴롭힐 때, “본 떼를 보여줘”라고 말하며 옆에서 부추긴다. ",YSVL3A09,
,[특별모듈],[학교폭력 및 적응],[적응],[학교폭력 행동],-,괴롭힘 당하는 아이를 위로해 주거나 선생님에게 괴롭힘 당한 것에 대해 말하라고 용기를 준다. ,YSVL3A10,
,[특별모듈],[학교폭력 및 적응],[적응],[학교폭력 행동],-,괴롭히는 행동을 하는 아이들에게 그만하라고 말한다.,YSVL3A11,
,[특별모듈],[학교폭력 및 적응],[적응],[학교폭력 행동],-,괴롭히는 행동을 중지하려고 노력한다.,YSVL3A12,
,[특별모듈],[학교폭력 및 적응],[적응],[학교폭력 행동],-,"누군가 괴롭힘을 당하는 상황이 생겼을 때, 보통 그 자리에 없는 편이다.",YSVL3A13,
,[특별모듈],[학교폭력 및 적응],[적응],[학교폭력 행동],-,누군가 괴롭힘을 당하는 상황에 엮이지 않으려고 한다.,YSVL3A14,
,[특별모듈],[학교폭력 및 적응],[적응],[학교폭력 행동],-,누군가 괴롭힘을 당하는 상황에서 누구의 편도 들지 않는다.,YSVL3A15,
,[특별모듈],[지역사회 인식],[지역사회・공동체 인식],[지역사회 인식],-,나는 우리 동네 사람들 대부분을 알고 있다,YCOM1A01,
,[특별모듈],[지역사회 인식],[지역사회・공동체 인식],[지역사회 인식],-,나는 거리에서 우리 동네 사람을 만나면 인사를 한다,YCOM1A02,
,[특별모듈],[지역사회 인식],[지역사회・공동체 인식],[지역사회 인식],-,우리 동네에서는 이웃끼리 서로 경계한다,YCOM1A03,
,[특별모듈],[지역사회 인식],[지역사회・공동체 인식],[지역사회 인식],-,나는 우리 동네가 안전하다고 느낀다,YCOM1A04,
,[특별모듈],[지역사회 인식],[지역사회・공동체 인식],[지역사회 인식],-,나는 우리 동네 사람들과 지내는 것이 좋다,YCOM1A05,
,[특별모듈],[지역사회 인식],[지역사회・공동체 인식],[지역사회 인식],-,나는 우리 동네에서 계속 살고 싶다,YCOM1A06,
,[특별모듈],[지역사회 인식],[지역사회・공동체 인식],[공동체 인식],-,주변에 어려움에 처해 있는 친구가 있다면 적극적으로 도울 수 있다,YCOM2A01,
,[특별모듈],[지역사회 인식],[지역사회・공동체 인식],[공동체 인식],-,공휴일에 쉬지 못하더라도 복지기관에서 자원봉사 활동을 할 수 있다,YCOM2A02,
,[특별모듈],[지역사회 인식],[지역사회・공동체 인식],[공동체 인식],-,우리나라보다 경제적으로 어려운 나라를 돕기 위해 기부금을 낼 수 있다,YCOM2A03,
,[특별모듈],[지역사회 인식],[지역사회・공동체 인식],[공동체 인식],-,"지구를 보호하기 위해 물자절약, 쓰레기 분리수거, 재활용 등에 적극적으로 참여 할 수 있다",YCOM2A04,
,[특별모듈],[지역사회 인식],[다문화 수용도],[다문화 수용도],-,나와 문화적 배경이 다른 사람을 이웃으로 받아들일 수 있다,YCOM3A01,
,[특별모듈],[지역사회 인식],[다문화 수용도],[다문화 수용도],-,나와 문화적 배경이 다른 청소년을 같은 반 친구로 받아들일 수 있다,YCOM3A02,
,[특별모듈],[지역사회 인식],[다문화 수용도],[다문화 수용도],-,나와 문화적 배경이 다른 청소년과 가장 친한 단짝이 될 수 있다,YCOM3A03,
,[특별모듈],[지역사회 인식],[다문화 수용도],[다문화 수용도],-,"이성 친구를 사귀게 된다면, 나와 문화적 배경이 다른 사람을 이성친구로 사귈 수 있다",YCOM3A04,
,[특별모듈],[지역사회 인식],[다문화 수용도],[다문화 수용도],-,커서 나와 문화적 배경이 다른 사람과 결혼할 수 있다,YCOM3A05,
,[특별모듈],[결혼/출산관],[결혼/출산관],[결혼관],-,결혼에 대한 가치관 수준,YFFA1A01,문28
,[특별모듈],[결혼/출산관],[결혼/출산관],[출산관],-,출산에 대한 가치관 수준,YFFA1A02,문29
,[특별모듈],[시간선호],[시간선호],[시간선호],[시간 프레임 1],"다음 주 목요일 4,000원 vs 다음 주 목요일로부터 4주 뒤 4,500원",YMCQ1A01,문30-1
,[특별모듈],[시간선호],[시간선호],[시간선호],[시간 프레임 1],"다음 주 목요일 4,000원 vs 다음 주 목요일로부터 4주 뒤 5,500원",YMCQ1A02,문30-2
,[특별모듈],[시간선호],[시간선호],[시간선호],[시간 프레임 1],"다음 주 목요일 4,000원 vs 다음 주 목요일로부터 4주 뒤 6,500원",YMCQ1A03,문30-3
,[특별모듈],[시간선호],[시간선호],[시간선호],[시간 프레임 2],"다음 주 목요일로부터 4주 뒤 4,000원 vs 다음 주 목요일로부터 8주 뒤 4,500원",YMCQ1A04,문30-4
,[특별모듈],[시간선호],[시간선호],[시간선호],[시간 프레임 2],"다음 주 목요일로부터 4주 뒤 4,000원 vs 다음 주 목요일로부터 8주 뒤 5,500원",YMCQ1A05,문30-5
,[특별모듈],[시간선호],[시간선호],[시간선호],[시간 프레임 2],"다음 주 목요일로부터 4주 뒤 4,000원 vs 다음 주 목요일로부터 8주 뒤 6,500원",YMCQ1A06,문30-6
,[특별모듈],[용서하는 성향],[용서하는 성향],[용서하는 성향],[자신을 용서하는 성향],"무언가를 망쳤을 때, 처음에는 기분이 나쁘지만 시간이 지나면 그것을 잊을 수 있다",YRRS1A01,문31-1
,[특별모듈],[용서하는 성향],[용서하는 성향],[용서하는 성향],[자신을 용서하는 성향],내가 저지른 잘못 때문에 나 자신을 원망한다 ,YRRS1A02,문31-2
,[특별모듈],[용서하는 성향],[용서하는 성향],[용서하는 성향],[자신을 용서하는 성향],내가 저지른 잘못에서 교훈을 얻음으로써 잘못을 극복할 수 있다,YRRS1A03,문31-3
,[특별모듈],[용서하는 성향],[용서하는 성향],[용서하는 성향],[자신을 용서하는 성향],일을 망치면 나 자신을 용납하기가 매우 어렵다 ,YRRS1A04,문31-4
,[특별모듈],[용서하는 성향],[용서하는 성향],[용서하는 성향],[자신을 용서하는 성향],"시간이 지나면, 실수를 했던 나 자신을 이해할 수 있다 ",YRRS1A05,문31-5
,[특별모듈],[용서하는 성향],[용서하는 성향],[용서하는 성향],[자신을 용서하는 성향],"내가 느끼고, 생각하고, 말하고, 행동했던 부정적인 일들로 인해 스스로를 계속 비판한다 ",YRRS1A06,문31-6
,[특별모듈],[용서하는 성향],[용서하는 성향],[용서하는 성향],[타인을 용서하는 성향],"누군가 잘못된 행동을 했다고 생각하면, 계속 그 사람을 벌주려 한다 ",YRRS1A07,문31-7
,[특별모듈],[용서하는 성향],[용서하는 성향],[용서하는 성향],[타인을 용서하는 성향],"시간이 지나면, 과거에 실수했던 사람을 이해할 수 있다 ",YRRS1A08,문31-8
,[특별모듈],[용서하는 성향],[용서하는 성향],[용서하는 성향],[타인을 용서하는 성향],나에게 상처를 주었던 사람을 계속 매정하게 대한다 ,YRRS1A09,문31-9
,[특별모듈],[용서하는 성향],[용서하는 성향],[용서하는 성향],[타인을 용서하는 성향],"과거에 나에게 상처를 주었던 사람이라도, 결국 그 사람을 좋은 사람이라고 여길 수 있다 ",YRRS1A10,문31-10
,[특별모듈],[용서하는 성향],[용서하는 성향],[용서하는 성향],[타인을 용서하는 성향],"만약 어떤 사람이 나를 함부로 대한다면, 그들을 계속 나쁘게 생각할 것이다 ",YRRS1A11,문31-11
