var,label,dtype,n_unique,n_missing
PFAM5E04w7,,float64,2,3441
PFAM5F01w7,,object,3,3457
PFAM5F02w7,,float64,2,3457
PFAM5F03w7,,object,3,3457
PFAM5F04w7,,float64,1,3457
PFAM5G01w7,,float64,0,3460
PFAM5G02w7,,float64,0,3460
PFAM5G03w7,,float64,0,3460
PFAM5G04w7,,float64,0,3460
PEDU1A00w7,,float64,2,517
PEDU1B01w7,,float64,8,1856
PEDU1B02w7,,float64,8,1856
PEDU1B02_Tw7,,object,6,0
PEDU1C00w7,,float64,63,1856
PEDU1B03w7,,float64,8,2121
PEDU1B04w7,,float64,8,2121
PEDU1B04_Tw7,,object,14,0
PPSY1A01w7,,float64,4,517
PPSY1A02w7,,float64,4,517
PPSY1A03w7,,float64,4,517
PPSY1A04w7,,float64,4,517
PPSY1A05w7,,float64,4,517
PPSY2A01w7,,float64,4,517
PPSY2A02w7,,float64,4,517
PPSY2A03w7,,float64,4,517
PPSY2A04w7,,float64,4,517
PPSY3A01w7,,float64,4,517
PPSY3A02w7,,float64,4,517
PPSY3A03w7,,float64,4,517
PPSY3A04w7,,float64,4,517
PPSY3A05w7,,float64,4,517
PPSY3A06w7,,float64,4,517
PPSY3A07w7,,float64,4,517
PPSY3A08w7,,float64,4,517
PPSY3A09w7,,float64,4,517
PPSY3A10w7,,float64,4,517
PPSY4A01w7,,float64,2,517
PPSY4A02w7,,float64,2,517
PPSY4A03w7,,float64,2,517
PPSY4A04w7,,float64,2,517
PPSY4A05w7,,float64,2,517
PPSY4A06w7,,float64,2,517
PPSY4A07w7,,float64,2,517
PPSY4A08w7,,float64,2,517
PPSY4A09w7,,float64,2,517
PPSY4A10w7,,float64,2,517
PPSY4A11w7,,float64,2,517
PPSY4A12w7,,float64,2,517
PPSY4A13w7,,float64,2,517
PPSY4A14w7,,float64,2,517
PPSY4A15w7,,float64,2,517
PPSY4A16w7,,float64,2,517
PPSY4A17w7,,float64,2,517
PPSY4A18w7,,float64,2,517
PPSY4A19w7,,float64,2,517
PPSY4A20w7,,float64,2,517
PPSY4A21w7,,float64,2,517
PPSY4A22w7,,float64,2,517
PPSY4A23w7,,float64,2,517
PPSY4A24w7,,float64,2,517
PPSY4A25w7,,float64,2,517
PPSY4A26w7,,float64,2,517
PPSY4A27w7,,float64,2,517
PPSY4A28w7,,float64,2,517
PPSY4A29w7,,float64,2,517
PPSY4A30w7,,float64,2,517
PPSY4Ascw7,,float64,22,517
PPSY5A01w7,,float64,4,517
PPSY5A02w7,,float64,4,517
PPSY5A03w7,,float64,4,517
PPSY5A04w7,,float64,4,517
PPSY5A05w7,,float64,4,517
PPSY5A06w7,,float64,4,517
PPSY5A07w7,,float64,4,517
PPSY5A08w7,,float64,4,517
PMDA1A00w7,,float64,3,517
PMDA1B01w7,,float64,3,522
PMDA1B02w7,,float64,4,522
PMDA1B03w7,,float64,4,522
PMDA1B04w7,,float64,4,522
PMDA1B05w7,,float64,4,522
PMDA1B06w7,,float64,4,522
PMDA1B07w7,,float64,4,522
PMDA1B08w7,,float64,4,522
PMDA1B09w7,,float64,4,522
PMDA1B10w7,,float64,4,522
PMDA1B11w7,,float64,4,522
PMDA1B12w7,,float64,4,522
PMDA1B13w7,,float64,2,522
PMDA1B13_Tw7,,object,4,0
PMDA1C01w7,,float64,4,522
PMDA1C02w7,,float64,4,522
PMDA1C03w7,,float64,4,522
PMDA1C04w7,,float64,4,522
PMDA1C05w7,,float64,4,522
PMDA1C06w7,,float64,4,522
PMDA1C07w7,,float64,4,522
PMDA1C08w7,,float64,4,522
PMDA1C09w7,,float64,4,522
PMDA1C10w7,,float64,4,522
PMDA1C11w7,,float64,4,522
PMDA1C12w7,,float64,4,522
PMDA1C13w7,,float64,4,522
PMDA1C14w7,,float64,4,522
PMDA1C15w7,,float64,4,522
PPHY1A00w7,,float64,4,517
PPHY1B00w7,,float64,5,517
PPHY1C00w7,,float64,8,517
PPHY2A00w7,,float64,39,517
PPHY2B00w7,,float64,55,517
PFFA1B01w7,,float64,5,517
PFFA1B02w7,,float64,5,517
PFFA1A01w7,,float64,5,517
PFFA1A02w7,,float64,5,517
PMCQ1A01w7,,float64,2,517
PMCQ1A02w7,,float64,2,517
PMCQ1A03w7,,float64,2,517
PMCQ1A04w7,,float64,2,517
PMCQ1A05w7,,float64,2,517
PMCQ1A06w7,,float64,2,517
PRRS1A01w7,,float64,4,517
PRRS1A02w7,,float64,4,517
PRRS1A03w7,,float64,4,517
PRRS1A04w7,,float64,4,517
PRRS1A05w7,,float64,4,517
PRRS1A06w7,,float64,4,517
PRRS1A07w7,,float64,4,517
PRRS1A08w7,,float64,4,517
PRRS1A09w7,,float64,4,517
PRRS1A10w7,,float64,4,517
PRRS1A11w7,,float64,4,517
PRRS1A12w7,,float64,4,517
PRRS1A13w7,,float64,4,517
PRRS1A14w7,,float64,4,517
PRRS1A15w7,,float64,4,517
PRRS1A16w7,,float64,4,517
PRRS1A17w7,,float64,4,517
PRRS1A18w7,,float64,4,517
