var,label,dtype,n_unique,n_missing
ID,,float64,3460,0
HID,,float64,2579,0
PID,,float64,4,0
PARENTw7,,float64,7,517
PYBRT1Aw7,,float64,19,517
PYBRT1Bw7,,float64,12,517
PYGENDERw7,,float64,2,517
PINCOMEw7,,float64,12,517
PINCOME1w7,,float64,5,517
PYBRP1w7,,float64,2,517
PYBRP2w7,,float64,17,534
PYBRP3w7,,object,1,0
PBRP1w7,,float64,2,517
PBRP2w7,,float64,17,552
PBRP3w7,,object,8,0
PSCHOOL1w7,,float64,9,517
PSCHOOL2w7,,float64,8,517
PSCHOOL3w7,,float64,8,517
PWORKW1w7,,float64,3,517
PWORKW2w7,,float64,3,517
PWORKW3w7,,float64,3,517
PJOB1w7,,float64,11,761
PJOB2w7,,float64,11,1291
PJOB3w7,,float64,4,3449
PJOB1_Tw7,,object,4,0
PJOB2_Tw7,,object,4,0
PJOB3_Tw7,,object,1,0
PHOMPOPw7,,float64,7,517
PFRELATION1w7,,float64,1,517
PFGENDER1w7,,float64,2,517
PFBRTA1w7,,float64,4,517
PFBRTB1w7,,float64,12,517
PFRELATION2w7,,float64,8,517
PFGENDER2w7,,float64,2,517
PFBRTA2w7,,float64,65,517
PFBRTB2w7,,float64,12,517
PFRELATION3w7,,float64,8,588
PFGENDER3w7,,float64,2,588
PFBRTA3w7,,float64,73,588
PFBRTB3w7,,float64,12,588
PFRELATION4w7,,float64,8,1009
PFGENDER4w7,,float64,2,1009
PFBRTA4w7,,float64,66,1009
PFBRTB4w7,,float64,12,1009
PFRELATION5w7,,float64,8,2569
PFGENDER5w7,,float64,2,2569
PFBRTA5w7,,float64,51,2569
PFBRTB5w7,,float64,12,2569
PFRELATION6w7,,float64,6,3294
PFGENDER6w7,,float64,2,3294
PFBRTA6w7,,float64,27,3294
PFBRTB6w7,,float64,12,3294
PFRELATION7w7,,float64,4,3420
PFGENDER7w7,,float64,2,3420
PFBRTA7w7,,float64,14,3420
PFBRTB7w7,,float64,9,3420
PFRELATION8w7,,float64,2,3452
PFGENDER8w7,,float64,1,3452
PFBRTA8w7,,float64,5,3452
PFBRTB8w7,,float64,4,3452
PFRELATION9w7,,float64,0,3460
PFGENDER9w7,,float64,0,3460
PFBRTA9w7,,float64,0,3460
PFBRTB9w7,,float64,0,3460
PFAM1A00w7,,float64,6,517
PFAM1A00_Tw7,,object,6,0
PFAM2A01w7,,float64,7,517
PFAM2A01_Tw7,,object,5,0
PFAM2A02w7,,float64,7,517
PFAM2A02_Tw7,,object,5,0
PFAM2A03w7,,float64,7,517
PFAM2A03_Tw7,,object,6,0
PFAM2A04w7,,float64,7,517
PFAM2A04_Tw7,,object,6,0
PFAM3A00w7,,float64,6,517
PFAM3B00w7,,float64,6,517
PFAM3C00w7,,float64,6,517
PFAM3D00w7,,float64,5,517
PFAM6A00w7,,float64,7,517
PFAM6B00w7,,float64,5,1387
PFAM5A01w7,,object,13,549
PFAM5A02w7,,object,6,549
PFAM5A03w7,,object,17,549
PFAM5A04w7,,float64,6,549
PFAM5B01w7,,object,12,808
PFAM5B02w7,,object,6,808
PFAM5B03w7,,object,17,808
PFAM5B04w7,,float64,6,808
PFAM5C01w7,,object,12,2571
PFAM5C02w7,,object,6,2571
PFAM5C03w7,,object,16,2571
PFAM5C04w7,,float64,6,2571
PFAM5D01w7,,object,11,3344
PFAM5D02w7,,object,4,3344
PFAM5D03w7,,object,15,3344
PFAM5D04w7,,float64,4,3344
PFAM5E01w7,,object,4,3441
PFAM5E02w7,,float64,2,3441
PFAM5E03w7,,object,6,3441
