cluster,cluster_label,1,2,3,4,5,6,7,n,pct
0,low-stable,0.07122290776775826,0.04472920951326267,0.0253546379792227,0.01355798133206771,0.0079734219269103,0.010805252333491536,0.02850814744502452,2107,0.918082788671024
1,persistent-high,0.21215932914046123,0.11949685534591195,0.2268343815513627,0.1431865828092243,0.19825296995108316,0.22480782669461916,0.22012578616352202,159,0.06928104575163399
2,declining,0.10804597701149425,2.4413793103448276,0.03793103448275863,0.02758620689655172,0.016091954022988506,0.0022988505747126436,0.011494252873563218,29,0.012636165577342049
